Regiao;Data;Usuario;Primeira Visita;Total;Usuarios;DT
Tocantins;20231022;0;1;1;1;22/10/2023
Rio de Janeiro;20231025;69;59;117;113;25/10/2023
Rio de Janeiro;20231026;40;23;65;60;26/10/2023
Rio de Janeiro;20231023;33;23;56;53;23/10/2023
Rio de Janeiro;20231027;33;20;52;50;27/10/2023
Rio de Janeiro;20231028;31;45;79;73;28/10/2023
Rio de Janeiro;20231024;28;20;49;48;24/10/2023
Rio de Janeiro;20231029;16;20;39;36;29/10/2023
Espirito Santo;20231025;5;2;6;6;25/10/2023
Sao Paulo;20231023;5;7;14;13;23/10/2023
Sao Paulo;20231025;5;6;13;13;25/10/2023
Sao Paulo;20231026;4;5;10;9;26/10/2023
Federal District;20231023;3;3;5;5;23/10/2023
Federal District;20231025;3;2;5;5;25/10/2023
Ceara;20231026;3;7;9;9;26/10/2023
Ceara;20231028;3;53;53;53;28/10/2023
Espirito Santo;20231026;3;2;5;5;26/10/2023
Espirito Santo;20231029;3;2;5;5;29/10/2023
Minas Gerais;20231025;3;4;7;7;25/10/2023
Minas Gerais;20231026;3;3;6;6;26/10/2023
Minas Gerais;20231028;3;5;8;7;28/10/2023
Sao Paulo;20231028;3;21;23;23;28/10/2023
Federal District;20231026;2;4;8;6;26/10/2023
Alagoas;20231027;2;1;3;3;27/10/2023
Alagoas;20231028;2;0;2;2;28/10/2023
Bahia;20231025;2;1;3;3;25/10/2023
Bahia;20231028;2;5;6;6;28/10/2023
Ceara;20231024;2;2;4;4;24/10/2023
Espirito Santo;20231024;2;0;3;2;24/10/2023
Espirito Santo;20231028;2;1;3;3;28/10/2023
Goias;20231027;2;0;3;2;27/10/2023
Mato Grosso do Sul;20231025;2;0;2;2;25/10/2023
Minas Gerais;20231023;2;1;4;4;23/10/2023
Minas Gerais;20231027;2;2;4;4;27/10/2023
Para;20231026;2;0;2;2;26/10/2023
Rio Grande do Sul;20231025;2;3;5;5;25/10/2023
Sao Paulo;20231027;2;7;8;8;27/10/2023
Sao Paulo;20231029;2;3;5;5;29/10/2023
Faro District;20231025;1;0;1;1;25/10/2023
Federal District;20231024;1;1;3;2;24/10/2023
Federal District;20231027;1;3;4;4;27/10/2023
Federal District;20231028;1;4;5;5;28/10/2023
Florida;20231029;1;0;1;1;29/10/2023
Lisbon;20231026;1;0;1;1;26/10/2023
Lisbon;20231029;1;0;1;1;29/10/2023
Ontario;20231023;1;0;1;1;23/10/2023
Ontario;20231026;1;1;1;1;26/10/2023
Ontario;20231029;1;0;1;1;29/10/2023
Region of Murcia;20231026;1;0;1;1;26/10/2023
Saitama;20231026;1;0;1;1;26/10/2023
Alagoas;20231023;1;0;1;1;23/10/2023
Alagoas;20231026;1;1;2;2;26/10/2023
Alagoas;20231029;1;0;1;1;29/10/2023
Bahia;20231027;1;1;2;2;27/10/2023
Bahia;20231029;1;0;2;2;29/10/2023
Ceara;20231023;1;6;6;6;23/10/2023
Ceara;20231027;1;12;12;12;27/10/2023
Espirito Santo;20231023;1;2;4;3;23/10/2023
Espirito Santo;20231027;1;3;3;3;27/10/2023
Goias;20231023;1;0;1;1;23/10/2023
Goias;20231025;1;1;2;2;25/10/2023
Goias;20231026;1;0;1;1;26/10/2023
Goias;20231028;1;0;1;1;28/10/2023
Goias;20231029;1;2;3;1;29/10/2023
Maranhao;20231024;1;0;1;1;24/10/2023
Mato Grosso;20231023;1;0;1;1;23/10/2023
Mato Grosso do Sul;20231023;1;0;1;1;23/10/2023
Mato Grosso do Sul;20231024;1;0;1;1;24/10/2023
Mato Grosso do Sul;20231026;1;0;1;1;26/10/2023
Mato Grosso do Sul;20231027;1;0;1;1;27/10/2023
Minas Gerais;20231024;1;1;2;2;24/10/2023
Minas Gerais;20231029;1;1;2;2;29/10/2023
Paraiba;20231024;1;0;1;1;24/10/2023
Paraiba;20231027;1;1;2;2;27/10/2023
Parana;20231025;1;6;8;8;25/10/2023
Piaui;20231023;1;1;2;2;23/10/2023
Piaui;20231025;1;0;1;1;25/10/2023
Piaui;20231029;1;1;2;2;29/10/2023
Rio Grande do Norte;20231029;1;1;2;1;29/10/2023
Rio Grande do Sul;20231023;1;3;3;3;23/10/2023
Rio Grande do Sul;20231024;1;0;2;2;24/10/2023
Rio Grande do Sul;20231028;1;3;4;4;28/10/2023
Santa Catarina;20231025;1;0;1;1;25/10/2023
Santa Catarina;20231027;1;0;1;1;27/10/2023
Santa Catarina;20231028;1;2;2;2;28/10/2023
Sao Paulo;20231024;1;5;6;5;24/10/2023
Ulyanovsk Oblast;20231029;1;0;1;1;29/10/2023
(not set);20231023;0;3;3;3;23/10/2023
(not set);20231024;0;2;2;2;24/10/2023
(not set);20231025;0;1;1;1;25/10/2023
(not set);20231026;0;2;2;2;26/10/2023
(not set);20231028;0;2;2;2;28/10/2023
Aveiro District;20231025;0;0;1;1;25/10/2023
Baden-Wurttemberg;20231024;0;1;1;1;24/10/2023
Balearic Islands;20231024;0;1;1;1;24/10/2023
Bavaria;20231025;0;1;1;1;25/10/2023
Bekes County;20231026;0;0;1;0;26/10/2023
Buenos Aires;20231023;0;0;1;0;23/10/2023
Buenos Aires Province;20231028;0;1;1;1;28/10/2023
Chiapas;20231025;0;1;1;1;25/10/2023
Colorado;20231024;0;1;1;1;24/10/2023
Emilia-Romagna;20231029;0;1;1;1;29/10/2023
England;20231024;0;1;1;1;24/10/2023
Federal District;20231029;0;2;2;2;29/10/2023
Florida;20231026;0;1;1;1;26/10/2023
Georgia;20231025;0;1;1;1;25/10/2023
Hajdu-Bihar;20231026;0;1;1;1;26/10/2023
Hamburg;20231025;0;1;1;1;25/10/2023
Illinois;20231024;0;1;1;1;24/10/2023
Kansas;20231023;0;2;2;2;23/10/2023
Lisbon;20231023;0;1;1;1;23/10/2023
Lisbon;20231024;0;1;1;1;24/10/2023
Lisbon;20231028;0;1;1;1;28/10/2023
Luanda Province;20231029;0;1;1;1;29/10/2023
Moscow;20231028;0;1;1;1;28/10/2023
Ohio;20231028;0;3;3;3;28/10/2023
Oregon;20231024;0;1;1;1;24/10/2023
Porto District;20231025;0;1;1;1;25/10/2023
Puebla;20231029;0;1;1;1;29/10/2023
Saxony;20231023;0;1;1;1;23/10/2023
Skane County;20231025;0;1;1;1;25/10/2023
Alagoas;20231025;0;1;1;1;25/10/2023
Amazonas;20231023;0;1;2;2;23/10/2023
Amazonas;20231024;0;1;1;1;24/10/2023
Amazonas;20231025;0;1;2;2;25/10/2023
Amazonas;20231026;0;1;2;2;26/10/2023
Amazonas;20231027;0;1;2;2;27/10/2023
Amazonas;20231028;0;3;3;3;28/10/2023
Bahia;20231023;0;4;4;4;23/10/2023
Bahia;20231024;0;1;1;1;24/10/2023
Bahia;20231026;0;1;1;1;26/10/2023
Ceara;20231025;0;4;4;4;25/10/2023
Ceara;20231029;0;2;2;2;29/10/2023
Maranhao;20231028;0;3;3;3;28/10/2023
Mato Grosso;20231024;0;2;2;2;24/10/2023
Mato Grosso;20231025;0;1;1;1;25/10/2023
Mato Grosso;20231026;0;1;1;1;26/10/2023
Mato Grosso do Sul;20231028;0;1;1;1;28/10/2023
Mato Grosso do Sul;20231029;0;2;1;1;29/10/2023
Para;20231024;0;1;1;1;24/10/2023
Para;20231028;0;1;1;1;28/10/2023
Paraiba;20231028;0;1;1;1;28/10/2023
Paraiba;20231029;0;1;1;1;29/10/2023
Parana;20231023;0;1;1;1;23/10/2023
Parana;20231024;0;0;1;1;24/10/2023
Parana;20231026;0;1;1;1;26/10/2023
Parana;20231027;0;1;1;1;27/10/2023
Parana;20231028;0;1;1;1;28/10/2023
Pernambuco;20231023;0;1;1;1;23/10/2023
Pernambuco;20231025;0;2;2;2;25/10/2023
Pernambuco;20231027;0;2;2;2;27/10/2023
Pernambuco;20231028;0;1;1;1;28/10/2023
Pernambuco;20231029;0;1;1;1;29/10/2023
Piaui;20231028;0;2;2;2;28/10/2023
Rio Grande do Norte;20231026;0;1;1;1;26/10/2023
Rio Grande do Norte;20231027;0;1;1;1;27/10/2023
Rio Grande do Norte;20231028;0;1;1;1;28/10/2023
Rio Grande do Sul;20231026;0;3;3;3;26/10/2023
Rio Grande do Sul;20231027;0;3;4;4;27/10/2023
Rio Grande do Sul;20231029;0;1;1;1;29/10/2023
Santa Catarina;20231023;0;4;4;4;23/10/2023
Santa Catarina;20231026;0;3;3;3;26/10/2023
Santa Catarina;20231029;0;1;1;1;29/10/2023
Sergipe;20231024;0;1;1;1;24/10/2023
Tocantins;20231023;0;1;1;1;23/10/2023
Tocantins;20231028;0;2;2;2;28/10/2023
Tokyo;20231027;0;1;1;1;27/10/2023
Tokyo;20231028;0;0;1;0;28/10/2023
Washington;20231028;0;1;1;1;28/10/2023
Rio de Janeiro;20231104;33;51;81;79;04/11/2023
Rio de Janeiro;20231105;29;45;73;68;05/11/2023
Rio de Janeiro;20231030;27;21;49;47;30/10/2023
Rio de Janeiro;20231031;24;30;55;52;31/10/2023
Rio de Janeiro;20231101;18;17;36;34;01/11/2023
Rio de Janeiro;20231103;17;18;39;34;03/11/2023
Rio de Janeiro;20231102;16;17;36;32;02/11/2023
Sao Paulo;20231105;10;13;22;22;05/11/2023
Sao Paulo;20231104;6;32;36;35;04/11/2023
Minas Gerais;20231105;4;4;9;9;05/11/2023
Sao Paulo;20231031;4;9;13;12;31/10/2023
Federal District;20231031;3;3;6;6;31/10/2023
Ceara;20231105;3;3;6;6;05/11/2023
Minas Gerais;20231102;3;5;6;6;02/11/2023
Minas Gerais;20231103;3;5;10;8;03/11/2023
Minas Gerais;20231104;3;10;12;12;04/11/2023
Sao Paulo;20231030;3;4;8;7;30/10/2023
Federal District;20231101;2;0;2;2;01/11/2023
Federal District;20231104;2;4;6;5;04/11/2023
Federal District;20231105;2;1;3;3;05/11/2023
Alagoas;20231031;2;0;2;2;31/10/2023
Ceara;20231104;2;4;5;5;04/11/2023
Espirito Santo;20231030;2;1;3;3;30/10/2023
Espirito Santo;20231031;2;0;3;3;31/10/2023
Espirito Santo;20231101;2;1;3;3;01/11/2023
Espirito Santo;20231102;2;1;3;3;02/11/2023
Espirito Santo;20231105;2;2;4;4;05/11/2023
Minas Gerais;20231101;2;4;6;6;01/11/2023
Paraiba;20231101;2;0;2;2;01/11/2023
Parana;20231105;2;4;6;5;05/11/2023
Rio Grande do Norte;20231105;2;5;7;7;05/11/2023
Rio Grande do Sul;20231105;2;4;8;8;05/11/2023
Sao Paulo;20231102;2;6;7;6;02/11/2023
Bavaria;20231103;1;0;1;1;03/11/2023
Bekes County;20231105;1;0;1;1;05/11/2023
Buenos Aires;20231104;1;0;1;1;04/11/2023
Buenos Aires Province;20231103;1;1;2;2;03/11/2023
Catalonia;20231102;1;0;1;1;02/11/2023
Federal District;20231102;1;2;2;2;02/11/2023
Federal District;20231103;1;3;3;3;03/11/2023
Ile-de-France;20231031;1;1;1;1;31/10/2023
Lisbon;20231101;1;0;1;1;01/11/2023
Lisbon;20231103;1;1;1;1;03/11/2023
Lisbon;20231105;1;0;1;1;05/11/2023
Pennsylvania;20231104;1;0;1;1;04/11/2023
Porto District;20231030;1;0;1;1;30/10/2023
Porto District;20231031;1;0;1;1;31/10/2023
Region Zealand;20231104;1;1;1;1;04/11/2023
Region of Murcia;20231101;1;0;1;1;01/11/2023
Region of Murcia;20231102;1;0;1;1;02/11/2023
Region of Murcia;20231103;1;1;2;2;03/11/2023
Skane County;20231030;1;0;1;1;30/10/2023
Alagoas;20231030;1;0;1;1;30/10/2023
Amazonas;20231031;1;0;2;2;31/10/2023
Bahia;20231030;1;4;5;5;30/10/2023
Bahia;20231031;1;0;1;1;31/10/2023
Bahia;20231104;1;2;3;3;04/11/2023
Ceara;20231030;1;3;4;4;30/10/2023
Ceara;20231031;1;2;3;3;31/10/2023
Ceara;20231101;1;0;1;1;01/11/2023
Goias;20231031;1;0;1;1;31/10/2023
Goias;20231103;1;1;2;2;03/11/2023
Goias;20231105;1;1;2;2;05/11/2023
Mato Grosso;20231104;1;2;2;2;04/11/2023
Minas Gerais;20231030;1;0;2;2;30/10/2023
Para;20231031;1;0;1;1;31/10/2023
Para;20231102;1;3;4;4;02/11/2023
Para;20231104;1;6;7;7;04/11/2023
Paraiba;20231031;1;0;1;1;31/10/2023
Paraiba;20231105;1;1;2;2;05/11/2023
Parana;20231030;1;1;2;2;30/10/2023
Parana;20231101;1;1;3;2;01/11/2023
Pernambuco;20231030;1;0;1;1;30/10/2023
Piaui;20231030;1;0;1;1;30/10/2023
Rio Grande do Norte;20231030;1;1;2;2;30/10/2023
Rio Grande do Norte;20231103;1;0;1;1;03/11/2023
Santa Catarina;20231030;1;0;1;1;30/10/2023
Santa Catarina;20231031;1;0;1;1;31/10/2023
Santa Catarina;20231105;1;4;5;5;05/11/2023
Sao Paulo;20231103;1;7;8;8;03/11/2023
Sergipe;20231030;1;1;1;1;30/10/2023
Tennessee;20231104;1;0;1;1;04/11/2023
Ulyanovsk Oblast;20231031;1;0;1;1;31/10/2023
Valencian Community;20231105;1;0;1;1;05/11/2023
(not set);20231030;0;2;2;2;30/10/2023
(not set);20231103;0;2;2;2;03/11/2023
(not set);20231104;0;2;2;2;04/11/2023
(not set);20231105;0;1;1;1;05/11/2023
Attica;20231105;0;1;1;1;05/11/2023
Bavaria;20231104;0;1;1;1;04/11/2023
Bourgogne-Franche-Comte;20231104;0;1;1;1;04/11/2023
Braga;20231105;0;1;1;1;05/11/2023
British Columbia;20231030;0;1;1;1;30/10/2023
Buenos Aires Province;20231030;0;1;1;1;30/10/2023
Buenos Aires Province;20231102;0;1;1;1;02/11/2023
Buenos Aires Province;20231104;0;1;1;1;04/11/2023
Canelones Department;20231105;0;1;1;1;05/11/2023
Canton of Lucerne;20231101;0;1;1;1;01/11/2023
England;20231104;0;1;1;1;04/11/2023
Federal District;20231030;0;2;3;2;30/10/2023
Florida;20231101;0;2;2;2;01/11/2023
Florida;20231104;0;2;2;2;04/11/2023
Hessen;20231101;0;1;1;1;01/11/2023
Hessen;20231104;0;1;1;1;04/11/2023
Lisbon;20231104;0;1;1;1;04/11/2023
Lombardy;20231104;0;1;1;1;04/11/2023
New York;20231103;0;1;1;1;03/11/2023
North Sumatra;20231103;0;0;1;0;03/11/2023
Nouvelle-Aquitaine;20231105;0;1;1;1;05/11/2023
Porto District;20231103;0;1;1;1;03/11/2023
Prague;20231101;0;1;1;1;01/11/2023
Santa Cruz Department;20231031;0;1;1;1;31/10/2023
Santarem District;20231104;0;1;1;1;04/11/2023
Saxony;20231031;0;1;1;1;31/10/2023
Setubal;20231104;0;1;1;1;04/11/2023
Acre;20231104;0;1;1;1;04/11/2023
Acre;20231105;0;1;1;1;05/11/2023
Alagoas;20231104;0;1;1;1;04/11/2023
Alagoas;20231105;0;1;1;1;05/11/2023
Amazonas;20231030;0;0;1;1;30/10/2023
Amazonas;20231101;0;0;1;1;01/11/2023
Amazonas;20231104;0;2;2;2;04/11/2023
Amazonas;20231105;0;6;6;6;05/11/2023
Bahia;20231101;0;1;1;1;01/11/2023
Bahia;20231102;0;1;1;1;02/11/2023
Bahia;20231103;0;2;2;2;03/11/2023
Bahia;20231105;0;5;5;5;05/11/2023
Espirito Santo;20231103;0;3;3;3;03/11/2023
Espirito Santo;20231104;0;4;4;4;04/11/2023
Goias;20231104;0;5;5;5;04/11/2023
Maranhao;20231101;0;2;2;2;01/11/2023
Maranhao;20231105;0;1;1;1;05/11/2023
Mato Grosso do Sul;20231104;0;3;3;3;04/11/2023
Minas Gerais;20231031;0;3;3;3;31/10/2023
Para;20231103;0;3;3;3;03/11/2023
Para;20231105;0;1;1;1;05/11/2023
Paraiba;20231030;0;1;1;1;30/10/2023
Paraiba;20231104;0;2;2;2;04/11/2023
Parana;20231031;0;4;4;4;31/10/2023
Parana;20231102;0;2;2;2;02/11/2023
Parana;20231104;0;1;1;1;04/11/2023
Pernambuco;20231031;0;2;2;2;31/10/2023
Pernambuco;20231104;0;6;6;6;04/11/2023
Pernambuco;20231105;0;2;2;2;05/11/2023
Rio Grande do Norte;20231101;0;1;1;1;01/11/2023
Rio Grande do Norte;20231104;0;7;7;7;04/11/2023
Rio Grande do Sul;20231030;0;1;1;1;30/10/2023
Rio Grande do Sul;20231031;0;1;1;1;31/10/2023
Rio Grande do Sul;20231103;0;2;2;2;03/11/2023
Rio Grande do Sul;20231104;0;5;5;5;04/11/2023
Rondonia;20231101;0;1;1;1;01/11/2023
Roraima;20231104;0;2;2;2;04/11/2023
Santa Catarina;20231101;0;1;1;1;01/11/2023
Santa Catarina;20231102;0;1;1;1;02/11/2023
Santa Catarina;20231103;0;1;2;1;03/11/2023
Santa Catarina;20231104;0;4;4;4;04/11/2023
Sao Paulo;20231101;0;6;6;6;01/11/2023
Sergipe;20231102;0;1;1;1;02/11/2023
Sergipe;20231104;0;1;1;1;04/11/2023
Tokyo;20231104;0;1;1;1;04/11/2023
Valais;20231101;0;1;1;1;01/11/2023
Valencian Community;20231104;0;1;1;1;04/11/2023
Vilnius County;20231102;0;1;1;1;02/11/2023
Yucatan;20231104;0;1;1;1;04/11/2023
Rio de Janeiro;20231110;41;25;70;66;10/11/2023
Rio de Janeiro;20231108;36;38;71;68;08/11/2023
Rio de Janeiro;20231109;34;47;77;74;09/11/2023
Rio de Janeiro;20231107;32;32;68;64;07/11/2023
Rio de Janeiro;20231111;32;34;68;65;11/11/2023
Rio de Janeiro;20231106;28;39;66;65;06/11/2023
Rio de Janeiro;20231112;24;20;48;43;12/11/2023
Sao Paulo;20231110;10;12;21;21;10/11/2023
Federal District;20231108;5;5;9;9;08/11/2023
Espirito Santo;20231108;5;2;7;7;08/11/2023
Minas Gerais;20231110;5;7;13;13;10/11/2023
Sao Paulo;20231109;5;8;14;13;09/11/2023
Federal District;20231106;4;3;7;7;06/11/2023
Espirito Santo;20231107;4;1;6;6;07/11/2023
Minas Gerais;20231111;4;3;8;8;11/11/2023
Minas Gerais;20231112;4;9;13;12;12/11/2023
Sao Paulo;20231106;4;12;17;17;06/11/2023
Sao Paulo;20231107;4;10;14;14;07/11/2023
Espirito Santo;20231106;3;5;8;8;06/11/2023
Minas Gerais;20231107;3;5;9;9;07/11/2023
Minas Gerais;20231109;3;5;9;9;09/11/2023
Parana;20231111;3;1;4;4;11/11/2023
Sao Paulo;20231108;3;10;13;13;08/11/2023
Sao Paulo;20231111;3;10;15;13;11/11/2023
Federal District;20231107;2;2;4;4;07/11/2023
Federal District;20231111;2;4;6;6;11/11/2023
Mexico City;20231108;2;1;2;2;08/11/2023
Alagoas;20231111;2;0;2;2;11/11/2023
Bahia;20231106;2;2;5;4;06/11/2023
Bahia;20231112;2;0;2;2;12/11/2023
Ceara;20231109;2;0;2;2;09/11/2023
Espirito Santo;20231109;2;0;4;2;09/11/2023
Espirito Santo;20231110;2;0;2;2;10/11/2023
Espirito Santo;20231111;2;5;7;7;11/11/2023
Espirito Santo;20231112;2;1;4;4;12/11/2023
Minas Gerais;20231106;2;2;4;4;06/11/2023
Minas Gerais;20231108;2;3;5;5;08/11/2023
Parana;20231108;2;2;5;4;08/11/2023
Piaui;20231107;2;0;2;2;07/11/2023
Piaui;20231109;2;0;2;2;09/11/2023
Rio Grande do Sul;20231110;2;1;5;5;10/11/2023
Sao Paulo;20231112;2;2;7;4;12/11/2023
Catalonia;20231110;1;1;1;1;10/11/2023
Federal District;20231109;1;3;5;3;09/11/2023
Federal District;20231112;1;3;4;4;12/11/2023
Hessen;20231111;1;0;1;1;11/11/2023
Mexico City;20231109;1;0;1;1;09/11/2023
North Sumatra;20231106;1;0;2;2;06/11/2023
Ontario;20231109;1;1;2;2;09/11/2023
Porto District;20231107;1;0;1;1;07/11/2023
Porto District;20231108;1;1;2;2;08/11/2023
Region of Murcia;20231107;1;0;1;1;07/11/2023
Alagoas;20231108;1;0;1;1;08/11/2023
Alagoas;20231112;1;1;3;2;12/11/2023
Bahia;20231107;1;1;2;2;07/11/2023
Bahia;20231108;1;2;3;3;08/11/2023
Bahia;20231111;1;2;3;3;11/11/2023
Ceara;20231107;1;0;1;1;07/11/2023
Ceara;20231110;1;1;2;2;10/11/2023
Ceara;20231111;1;2;3;3;11/11/2023
Goias;20231107;1;1;2;2;07/11/2023
Goias;20231110;1;3;4;4;10/11/2023
Goias;20231111;1;2;3;3;11/11/2023
Goias;20231112;1;1;4;2;12/11/2023
Mato Grosso do Sul;20231112;1;0;1;1;12/11/2023
Para;20231106;1;1;2;2;06/11/2023
Para;20231107;1;2;2;2;07/11/2023
Para;20231108;1;0;1;1;08/11/2023
Para;20231111;1;1;2;2;11/11/2023
Paraiba;20231109;1;0;1;1;09/11/2023
Paraiba;20231110;1;1;1;1;10/11/2023
Parana;20231106;1;2;4;4;06/11/2023
Parana;20231112;1;2;3;3;12/11/2023
Pernambuco;20231112;1;0;1;1;12/11/2023
Piaui;20231110;1;0;1;1;10/11/2023
Rio Grande do Norte;20231106;1;4;5;5;06/11/2023
Rio Grande do Norte;20231107;1;1;2;2;07/11/2023
Rio Grande do Norte;20231108;1;3;4;4;08/11/2023
Rio Grande do Norte;20231110;1;0;1;1;10/11/2023
Rio Grande do Norte;20231111;1;1;2;2;11/11/2023
Rio Grande do Sul;20231106;1;2;6;6;06/11/2023
Rio Grande do Sul;20231111;1;1;2;2;11/11/2023
Rio Grande do Sul;20231112;1;0;1;1;12/11/2023
Santa Catarina;20231106;1;3;4;4;06/11/2023
Sergipe;20231107;1;0;1;1;07/11/2023
Ulyanovsk Oblast;20231108;1;0;1;1;08/11/2023
Ulyanovsk Oblast;20231111;1;0;1;1;11/11/2023
Valencian Community;20231110;1;0;1;1;10/11/2023
(not set);20231107;0;2;2;2;07/11/2023
(not set);20231111;0;1;1;1;11/11/2023
Andalusia;20231110;0;1;1;1;10/11/2023
Auvergne-Rhone-Alpes;20231107;0;1;1;1;07/11/2023
Baden-Wurttemberg;20231109;0;1;1;1;09/11/2023
Bogota;20231106;0;1;1;1;06/11/2023
Braga;20231110;0;1;1;1;10/11/2023
California;20231109;0;1;1;1;09/11/2023
Federal District;20231110;0;3;3;3;10/11/2023
Florida;20231106;0;1;1;1;06/11/2023
Guayas;20231109;0;1;1;1;09/11/2023
Lisbon;20231107;0;1;1;1;07/11/2023
Lisbon;20231112;0;1;1;1;12/11/2023
Luanda Province;20231112;0;1;1;1;12/11/2023
Maldonado Department;20231107;0;1;1;1;07/11/2023
Maldonado Department;20231108;0;1;1;1;08/11/2023
Moscow;20231112;0;1;1;1;12/11/2023
Oregon;20231110;0;1;1;1;10/11/2023
Pest County;20231110;0;1;1;1;10/11/2023
Porto District;20231111;0;1;1;1;11/11/2023
Saratov Oblast;20231111;0;1;1;1;11/11/2023
Saxony;20231107;0;1;1;1;07/11/2023
South Holland;20231107;0;1;1;1;07/11/2023
Acre;20231106;0;1;1;1;06/11/2023
Alagoas;20231106;0;2;2;2;06/11/2023
Amazonas;20231108;0;2;2;2;08/11/2023
Amazonas;20231109;0;1;1;1;09/11/2023
Amazonas;20231110;0;2;2;2;10/11/2023
Amazonas;20231111;0;1;1;1;11/11/2023
Amazonas;20231112;0;2;2;2;12/11/2023
Bahia;20231109;0;3;3;3;09/11/2023
Bahia;20231110;0;3;3;3;10/11/2023
Ceara;20231106;0;3;3;3;06/11/2023
Ceara;20231108;0;1;2;1;08/11/2023
Ceara;20231112;0;1;1;1;12/11/2023
Goias;20231106;0;3;4;4;06/11/2023
Goias;20231108;0;0;1;0;08/11/2023
Mato Grosso;20231106;0;1;1;1;06/11/2023
Mato Grosso do Sul;20231106;0;1;1;1;06/11/2023
Mato Grosso do Sul;20231110;0;1;1;1;10/11/2023
Para;20231110;0;1;2;2;10/11/2023
Paraiba;20231112;0;1;1;1;12/11/2023
Parana;20231107;0;2;3;3;07/11/2023
Parana;20231109;0;3;3;3;09/11/2023
Parana;20231110;0;1;1;1;10/11/2023
Pernambuco;20231106;0;1;1;1;06/11/2023
Pernambuco;20231107;0;2;2;2;07/11/2023
Pernambuco;20231109;0;1;1;1;09/11/2023
Pernambuco;20231110;0;1;1;1;10/11/2023
Rio Grande do Norte;20231112;0;1;1;1;12/11/2023
Rio Grande do Sul;20231107;0;2;2;2;07/11/2023
Rio Grande do Sul;20231108;0;3;4;4;08/11/2023
Rio Grande do Sul;20231109;0;1;1;1;09/11/2023
Santa Catarina;20231107;0;1;1;1;07/11/2023
Santa Catarina;20231109;0;2;2;2;09/11/2023
Santa Catarina;20231110;0;1;1;1;10/11/2023
Santa Catarina;20231111;0;4;4;4;11/11/2023
Sergipe;20231109;0;1;1;1;09/11/2023
Veneto;20231109;0;1;1;1;09/11/2023
Rio de Janeiro;20231116;33;28;61;59;16/11/2023
Rio de Janeiro;20231115;25;35;61;58;15/11/2023
Rio de Janeiro;20231117;25;27;53;49;17/11/2023
Rio de Janeiro;20231114;23;35;60;56;14/11/2023
Rio de Janeiro;20231118;23;17;43;38;18/11/2023
Rio de Janeiro;20231113;22;35;55;53;13/11/2023
Rio de Janeiro;20231119;20;14;33;31;19/11/2023
Minas Gerais;20231117;4;2;6;6;17/11/2023
Sao Paulo;20231113;4;4;9;8;13/11/2023
Sao Paulo;20231119;4;11;15;15;19/11/2023
Federal District;20231115;3;1;4;3;15/11/2023
Ceara;20231115;3;0;3;3;15/11/2023
Espirito Santo;20231113;3;2;4;4;13/11/2023
Goias;20231116;3;1;4;4;16/11/2023
Minas Gerais;20231113;3;1;4;4;13/11/2023
Minas Gerais;20231115;3;7;10;10;15/11/2023
Minas Gerais;20231116;3;2;5;5;16/11/2023
Minas Gerais;20231118;3;5;8;8;18/11/2023
Minas Gerais;20231119;3;5;9;8;19/11/2023
Federal District;20231116;2;3;6;4;16/11/2023
Lisbon;20231113;2;0;2;2;13/11/2023
South Carolina;20231118;2;2;2;2;18/11/2023
Espirito Santo;20231116;2;2;4;4;16/11/2023
Espirito Santo;20231119;2;4;6;6;19/11/2023
Goias;20231119;2;2;4;4;19/11/2023
Minas Gerais;20231114;2;3;5;5;14/11/2023
Paraiba;20231115;2;0;2;2;15/11/2023
Paraiba;20231117;2;0;2;2;17/11/2023
Parana;20231114;2;3;5;5;14/11/2023
Rio Grande do Sul;20231113;2;2;4;4;13/11/2023
Rio Grande do Sul;20231116;2;1;3;3;16/11/2023
Sao Paulo;20231115;2;6;9;9;15/11/2023
Atyrau Region;20231113;1;1;1;1;13/11/2023
California;20231113;1;0;1;1;13/11/2023
California;20231119;1;1;2;2;19/11/2023
Federal District;20231113;1;0;1;1;13/11/2023
Federal District;20231114;1;2;3;3;14/11/2023
Federal District;20231117;1;2;3;3;17/11/2023
Federal District;20231119;1;1;2;2;19/11/2023
Ile-de-France;20231114;1;1;1;1;14/11/2023
Lisbon;20231117;1;0;1;1;17/11/2023
Lombardy;20231118;1;1;1;1;18/11/2023
Mexico City;20231114;1;0;1;1;14/11/2023
Mexico City;20231115;1;0;1;1;15/11/2023
Mexico City;20231118;1;0;1;1;18/11/2023
Moscow;20231115;1;0;1;1;15/11/2023
Moscow;20231116;1;0;1;1;16/11/2023
Porto District;20231116;1;0;1;1;16/11/2023
Puebla;20231119;1;1;2;2;19/11/2023
Alagoas;20231114;1;1;2;2;14/11/2023
Alagoas;20231115;1;1;2;2;15/11/2023
Alagoas;20231117;1;1;1;1;17/11/2023
Bahia;20231113;1;0;1;1;13/11/2023
Bahia;20231114;1;2;3;3;14/11/2023
Bahia;20231115;1;1;3;3;15/11/2023
Bahia;20231116;1;4;5;5;16/11/2023
Bahia;20231117;1;0;2;1;17/11/2023
Ceara;20231117;1;1;2;2;17/11/2023
Ceara;20231119;1;0;1;1;19/11/2023
Espirito Santo;20231114;1;4;5;5;14/11/2023
Espirito Santo;20231115;1;3;4;4;15/11/2023
Espirito Santo;20231117;1;0;1;1;17/11/2023
