,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Perguntas,Consulta,Grupo,Subgrupo,Codigo,Pagina,Pagina2,Visualizacao,Usuario
228,228,228,228,228,228,228,228,243,Artilheiros em campeonato,Especiais,Artilheiros,900103000000,consulta_ranking,mostra_rkg,42,38
229,229,229,229,229,229,229,229,244,Artilheiros em estádio,Especiais,Artilheiros,900102000000,consulta_ranking,mostra_rkg,26,22
230,230,230,230,230,230,230,230,245,Maiores artilheiros em 1 campeonato,Especiais,Artilheiros,900107000000,consulta_ranking,mostra_rkg,3,3
231,231,231,231,231,231,231,231,246,Artilheiros anuais,Especiais,Artilheiros,902000000000,mostra_ranking,,34,31
232,232,232,232,232,232,232,232,247,20 maiores artilheiros anuais,Especiais,Artilheiros,903000000000,mostra_ranking,,14,13
233,233,233,233,233,233,233,233,248,Mais vezes artilheiros anuais,Especiais,Artilheiros,904000000000,mostra_ranking,,10,10
234,234,234,234,234,234,234,234,249,Maior artilheiro em 1 partida,Especiais,Artilheiros,905000000000,mostra_ranking,,5,4
235,235,235,235,235,235,235,235,250,Artilheiros ano a ano,Especiais,Artilheiros,900106000000,consulta_ranking,mostra_rkg,22,22
236,236,236,236,236,236,236,236,251,Artiheiros contra adversário em campeonato,Especiais,Artilheiros,900100103000,consulta_ranking,mostra_rkg,3,3
237,237,237,237,237,237,237,237,252,Artiheiros contra adversário em campeonato em estádio,Especiais,Artilheiros,900100103102,consulta_ranking,mostra_rkg,1,1
238,238,238,238,238,238,238,238,253,Gols de jogadores por ano,Especiais,Gols,268106000,consulta_jogador,mostra_jogador_gols,258,224
239,239,239,239,239,239,239,239,254,Gols de jogadores por adversário,Especiais,Gols,268100000,consulta_jogador,mostra_jogador_gols,148,134
240,240,240,240,240,240,240,240,255,Gols de jogadores por campeonato,Especiais,Gols,268103000,consulta_jogador,mostra_jogador_gols,68,65
241,241,241,241,241,241,241,241,256,Gols de jogadores por estádio,Especiais,Gols,268102000,consulta_jogador,mostra_jogador_gols,34,32
242,242,242,242,242,242,242,242,257,Estrangeiros que mais marcaram,Especiais,Artilheiros,800801000000,mostra_ranking,,38,36
243,243,243,243,243,243,243,243,258,Artilheiro em estádio em campeonato,Especiais,Artilheiros,102103900,consulta_especial,jogestcamp,14,13
244,244,244,244,244,244,244,244,259,Artilheiros do século,Especiais,Artilheiros,900900000000,mostra_ranking,,23,23
245,245,245,245,245,245,245,245,260,Artilharia em jogos oficiais,Especiais,Artilheiros,900910000000,mostra_ranking,,16,15
246,246,246,246,246,246,246,246,261,Artilharia por temporada,Especiais,Artilheiros,900126000000,consulta_ranking,mostra_rkg,13,12
247,247,247,247,247,247,247,247,262,Jogadores com hat-trick,Especiais,Gols,750000000000,consulta_hattrick,,13,11
248,248,248,248,248,248,248,248,263,Melhores média de gols,Especiais,Gols,650000000000,melhores_media_gols,,8,8
249,249,249,249,249,249,249,249,264,Artilheiros estrangeiros em 1 temporada,Especiais,Artilheiros,830000000000,estrangeiro_temporada,,0,0
250,250,250,250,250,250,250,250,265,Artilheiros mais novos,Especiais,Artilheiros,661000000000,idades,,4,4
251,251,251,251,251,251,251,251,266,Artilheiros mais velhos,Especiais,Artilheiros,662000000000,idades,,9,9
252,252,252,252,252,252,252,252,267,Artilheiros mais novos Século XX,Especiais,Artilheiros,661020000000,idades,,0,0
253,253,253,253,253,253,253,253,268,Artilheiros mais novos Século XXI,Especiais,Artilheiros,661021000000,idades,,1,1
254,254,254,254,254,254,254,254,269,Artilheiros mais velhos Século XX,Especiais,Artilheiros,662020000000,idades,,3,3
255,255,255,255,255,255,255,255,270,Artilheiros mais velhos Século XXI,Especiais,Artilheiros,662021000000,idades,,3,3
256,256,256,256,256,256,256,256,565,Maiores artilheiros no 1º tempo,Especiais,Artilheiros,663000000000,gols_tempo,,4,4
257,257,257,257,257,257,257,257,566,Maiores artilheiros no 2º tempo,Especiais,Artilheiros,664000000000,gols_tempo,,4,4
258,258,258,258,258,258,258,258,567,Maiores artilheiros no 1º tempo do Século XX,Especiais,Artilheiros,663020000000,gols_tempo,,0,0
259,259,259,259,259,259,259,259,568,Maiores artilheiros no 1º tempo do Século XXI,Especiais,Artilheiros,663021000000,gols_tempo,,1,1
260,260,260,260,260,260,260,260,569,Maiores artilheiros no 2º tempo do Século XX,Especiais,Artilheiros,664020000000,gols_tempo,,1,1
261,261,261,261,261,261,261,261,570,Maiores artilheiros no 2º tempo do Século XXI,Especiais,Artilheiros,664021000000,gols_tempo,,1,1
262,262,262,262,262,262,262,262,272,Assistências,Especiais,Assistencia,290000000,mostra_ranking,,229,204
263,263,263,263,263,263,263,263,273,Participações diretas em gols,Especiais,Assistencia,291210000,mostra_ranking,,93,80
264,264,264,264,264,264,264,264,274,Assistências por ano,Especiais,Assistencia,290206000000,consulta_ranking,mostra_rkg,25,23
265,265,265,265,265,265,265,265,275,Participações diretas em gols por ano,Especiais,Assistencia,291216000000,consulta_ranking,mostra_rkg,4,4
266,266,266,266,266,266,266,266,276,Assistências contra adversário,Especiais,Assistencia,290100000000,consulta_ranking,mostra_rkg,0,0
267,267,267,267,267,267,267,267,277,Assistências em campeonato,Especiais,Assistencia,290103000000,consulta_ranking,mostra_rkg,7,7
268,268,268,268,268,268,268,268,278,Participações diretas em gols contra adversário,Especiais,Assistencia,291100000000,consulta_ranking,mostra_rkg,0,0
269,269,269,269,269,269,269,269,279,Participações diretas em gols em campeonato,Especiais,Assistencia,291103000000,consulta_ranking,mostra_rkg,2,2
270,270,270,270,270,270,270,270,280,Lista de Assistências,Especiais,Assistencia,570570000,consulta_jogador,mostra_gols_assist,48,46
271,271,271,271,271,271,271,271,281,Lista de Gols,Especiais,Assistencia,571571000,consulta_jogador,mostra_gols_assist,64,61
272,272,272,272,272,272,272,272,282,Melhores Duplas,Especiais,Assistencia,292220000,mostra_ranking,,41,38
273,273,273,273,273,273,273,273,283,Penaltis e faltas por sofridos,Especiais,Assistencia,293000000,mostra_ranking,,19,18
274,274,274,274,274,274,274,274,284,Penaltis e faltas por sofridos por ano,Especiais,Assistencia,293206000000,consulta_ranking,mostra_rkg,2,2
275,275,275,275,275,275,275,275,285,Penaltis e faltas por sofridos contra adversário,Especiais,Assistencia,293100000000,consulta_ranking,mostra_rkg,0,0
276,276,276,276,276,276,276,276,286,Penaltis e faltas por sofridos em campeonato,Especiais,Assistencia,293103000000,consulta_ranking,mostra_rkg,0,0
277,277,277,277,277,277,277,277,287,Mais participações em gols em 1 jogo,Especiais,Assistencia,291208000000,partgolsjogo,,0,0
278,278,278,278,278,278,278,278,289,Mais vezes entraram em campo,Especiais,Presença,800000000000,mostra_ranking,,21,20
279,279,279,279,279,279,279,279,290,Mais jogos contra adversário,Especiais,Presença,800100000000,consulta_ranking,mostra_rkg,2,2
280,280,280,280,280,280,280,280,291,Mais jogos em estádio,Especiais,Presença,800102000000,consulta_ranking,mostra_rkg,1,1
281,281,281,281,281,281,281,281,292,Mais jogos em campeonato,Especiais,Presença,800103000000,consulta_ranking,mostra_rkg,6,6
282,282,282,282,282,282,282,282,293,Quem mais atuou no elenco atual,Especiais,Presença,801000000000,mostra_ranking,,54,49
283,283,283,283,283,283,283,283,294,Mais jogos contra adversário em campeonato,Especiais,Presença,800100103000,consulta_ranking,mostra_rkg,0,0
284,284,284,284,284,284,284,284,295,Elenco de jogadores por ano,Especiais,Presença,801106000000,consulta_ranking,mostra_rkg,12,12
285,285,285,285,285,285,285,285,296,Número de jogos por ano,Especiais,Presença,805106000000,consulta_ranking,mostra_rkg,12,12
286,286,286,286,286,286,286,286,297,Estrangeiros que mais atuaram,Especiais,Presença,800800000000,mostra_ranking,,20,20
287,287,287,287,287,287,287,287,298,Mais jogos em estádio em campeonato,Especiais,Presença,102103800,consulta_especial,jogestcamp,8,8
288,288,288,288,288,288,288,288,299,Mais jogou no século,Especiais,Presença,800900000000,mostra_ranking,,15,14
289,289,289,289,289,289,289,289,300,Jogadores com mais participações em campeonatos,Especiais,Presença,897104104000,generico_campeonato,mostra_rkg,2,2
290,290,290,290,290,290,290,290,302,Gols sofridos nos estádios,Especiais,Jogador,270000102,consulta_goleiro,mostra_goleiro_gols,11,11
291,291,291,291,291,291,291,291,303,Gols sofridos por adversário,Especiais,Jogador,270000100,consulta_goleiro,mostra_goleiro_gols,6,6
292,292,292,292,292,292,292,292,304,Gols sofridos em campeonato,Especiais,Jogador,270000103,consulta_goleiro,mostra_goleiro_gols,5,5
293,293,293,293,293,293,293,293,305,Gols sofridos por ano,Especiais,Jogador,270000106,consulta_goleiro,mostra_goleiro_gols,7,6
294,294,294,294,294,294,294,294,306,Goleiros com mais jogos,Especiais,Jogador,800805000000,mostra_ranking,,36,36
295,295,295,295,295,295,295,295,307,Média de gols sofridos,Especiais,Jogador,270300000,media_goleiro,,35,30
296,296,296,296,296,296,296,296,308,Mais jogos sem sofrer gols,Especiais,Jogador,462000000,goleiro_gols,,87,82
297,297,297,297,297,297,297,297,309,Mais defendeu penalties,Especiais,Jogador,888000000,defesa_penalti,,57,54
298,298,298,298,298,298,298,298,310,Penalty - melhores médias,Especiais,Jogador,889000000,defesa_penalti,,30,28
299,299,299,299,299,299,299,299,312,Jogador x Adversário,Especiais,Jogador,104100000,consulta_especial,mostra_especial,43,43
300,300,300,300,300,300,300,300,313,Jogador x Estádio,Especiais,Jogador,104102000,consulta_especial,mostra_especial,33,31
301,301,301,301,301,301,301,301,314,Jogador x Árbitro,Especiais,Jogador,104101000,consulta_especial,mostra_especial,3,3
302,302,302,302,302,302,302,302,315,Jogador em campeonato,Especiais,Jogador,104103000,consulta_especial,mostra_especial,77,71
303,303,303,303,303,303,303,303,316,Jogador x Jogador,Especiais,Jogador,104104000,consulta_especial,mostra_especial,43,40
304,304,304,304,304,304,304,304,317,Jogador x Técnico,Especiais,Jogador,104105000,consulta_especial,mostra_especial,11,11
305,305,305,305,305,305,305,305,318,Jogadores em campeonato - estádio,Especiais,Jogador,104103102,consulta_especial,mostra_especial,4,4
306,306,306,306,306,306,306,306,319,Jogador e técnico,Especiais,Jogador,NAO,consulta_tecjog,mostra_tecjog,16,16
307,307,307,307,307,307,307,307,321,Jogadores com mais títulos,Especiais,Jogador,803000000000,mostra_ranking,,14,14
308,308,308,308,308,308,308,308,322,Seleção,Especiais,Jogador,804000000000,mostra_ranking,,11,11
309,309,309,309,309,309,309,309,323,Aniversariantes do dia,Especiais,Jogador,654106000,consulta_jogo,mostra_especial_jogo,72,69
310,310,310,310,310,310,310,310,324,Lista de jogador por nacionalidade,Especiais,Jogador,104395000,lista_pais,mostra_pais,55,52
311,311,311,311,311,311,311,311,325,Todos os jogos de jogador,Especiais,Jogador,104999000,consulta_jogador,mostra_todos_jogador,262,230
312,312,312,312,312,312,312,312,326,Quem levou mais cartões - Média de cartões,Especiais,Jogador,104750000,mostra_media_cartao,,31,30
313,313,313,313,313,313,313,313,327,Jogadores em disputa de penalti,Especiais,Jogador,672240000000,jogador_batedor,mostra_batedores,5,5
314,314,314,314,314,314,314,314,328,Consulta jogador em determinado tempo,Especiais,Jogador,104528000,consulta_tempo,mostra_tempodet,28,26
315,315,315,315,315,315,315,315,329,Jogadores mais novos,Especiais,Jogador,651000000000,idades,,5,5
316,316,316,316,316,316,316,316,330,Jogadores mais velhos,Especiais,Jogador,652000000000,idades,,4,4
317,317,317,317,317,317,317,317,331,Jogos de jogador com amarelo,Especiais,Jogador,670240000000,jogador_cartao,mostra_cartao_jogador,2,2
318,318,318,318,318,318,318,318,332,Jogos de jogador com vermelho,Especiais,Jogador,671240000000,jogador_cartao,mostra_cartao_jogador,3,3
319,319,319,319,319,319,319,319,333,Jogadores mais novos do Século XX,Especiais,Jogador,651020000000,idades,,2,2
320,320,320,320,320,320,320,320,334,Jogadores mais novos do Século XXI,Especiais,Jogador,651021000000,idades,,4,4
321,321,321,321,321,321,321,321,335,Jogadores mais velhos do Século XX,Especiais,Jogador,652020000000,idades,,2,2
322,322,322,322,322,322,322,322,336,Jogadores mais velhos do Século XXI,Especiais,Jogador,652021000000,idades,,4,4
323,323,323,323,323,323,323,323,338,Jogadores com mais vitórias,Especiais,Jogador,812000000000,mostra_ranking,,11,10
324,324,324,324,324,324,324,324,339,Jogadores com mais empates,Especiais,Jogador,813000000000,mostra_ranking,,2,2
325,325,325,325,325,325,325,325,340,Jogadores com mais derrotas,Especiais,Jogador,814000000000,mostra_ranking,,6,6
326,326,326,326,326,326,326,326,341,Jogadores com mais vitórias no século,Especiais,Jogador,812900000000,mostra_ranking,,8,8
327,327,327,327,327,327,327,327,342,Jogadores com mais empates no século,Especiais,Jogador,813900000000,mostra_ranking,,0,0
328,328,328,328,328,328,328,328,343,Jogadores com mais derrotas no século,Especiais,Jogador,814900000000,mostra_ranking,,2,1
329,329,329,329,329,329,329,329,344,Jogadores com mais vitórias oficiais,Especiais,Jogador,812700000000,mostra_ranking,,5,5
330,330,330,330,330,330,330,330,345,Jogadores com mais empates oficiais,Especiais,Jogador,813700000000,mostra_ranking,,0,0
331,331,331,331,331,331,331,331,346,Jogadores com mais derrotas oficiais,Especiais,Jogador,814700000000,mostra_ranking,,3,3
332,332,332,332,332,332,332,332,347,Estatística por posição,Especiais,Jogador,675000000000,estat_posicao,,8,8
333,333,333,333,333,333,333,333,348,36 maiores ídolos,Especiais,Jogador,482000000000,melhores_jogadores,,23,21
334,334,334,334,334,334,334,334,349,Maiores ídolos a partir de 1980,Especiais,Jogador,NAO,,,0,0
335,335,335,335,335,335,335,335,351,Técnico x Árbitro,Especiais,Tecnico,105101000,consulta_especial,mostra_especial,6,6
336,336,336,336,336,336,336,336,352,Técnico x Estádio,Especiais,Tecnico,105102000,consulta_especial,mostra_especial,15,15
337,337,337,337,337,337,337,337,353,Técnico em campeonato,Especiais,Tecnico,105103000,consulta_especial,mostra_especial,61,59
338,338,338,338,338,338,338,338,354,Técnico x Adversário,Especiais,Tecnico,105100000,consulta_especial,mostra_especial,25,23
339,339,339,339,339,339,339,339,355,Técnico x Jogador,Especiais,Tecnico,105104000,consulta_especial,mostra_especial,6,5
340,340,340,340,340,340,340,340,356,Todos os jogos de técnico,Especiais,Tecnico,105999000,generico_tecnico,mostra_todos_tecnico,61,58
341,341,341,341,341,341,341,341,357,Quem mais treinou,Especiais,Tecnico,867000000000,mostra_ranking,,41,41
342,342,342,342,342,342,342,342,358,Quem mais treinou em campeonato,Especiais,Tecnico,867103000000,generico_campeonato,mostra_rkg,13,13
343,343,343,343,343,343,343,343,359,Técnicos com mais participações em campeonato,Especiais,Tecnico,867103103000,generico_campeonato,mostra_rkg,4,4
344,344,344,344,344,344,344,344,360,Técnicos com melhor aproveitamento em campeonato,Especiais,Tecnico,867103143000,generico_campeonato,mostra_rkg,6,6
345,345,345,345,345,345,345,345,361,Técnicos por ano,Especiais,Tecnico,105452000,consulta_especial,mostra_especial,25,23
346,346,346,346,346,346,346,346,362,Quem mais atuou com técnico,Especiais,Tecnico,105687000,generico_tecnico,mostra_tecnico_atuacao,49,49
347,347,347,347,347,347,347,347,363,Consulta técnicos por passagem,Especiais,Tecnico,105875000,generico_tecnico,mostra_passagem,29,26
348,348,348,348,348,348,348,348,364,Quem teve mais passagens como técnico,Especiais,Tecnico,868000000000,mostra_ranking,,4,4
349,349,349,349,349,349,349,349,365,Melhor aproveitamento entre todos os técnicos,Especiais,Tecnico,NAO,mostra_aproveitamento,,45,45
350,350,350,350,350,350,350,350,366,Artilharia com o técnico,Especiais,Tecnico,900834000,generico_tecnico,mostra_art_tecnico,29,29
351,351,351,351,351,351,351,351,367,Artilharia em passagem com o técnico,Especiais,Tecnico,900837000,generico_tecnico,mostra_art_tecnico,15,15
352,352,352,352,352,352,352,352,368,Consulta técnico em tempo determinado,Especiais,Tecnico,105528000,consulta_tempo,mostra_tempodet,13,13
353,353,353,353,353,353,353,353,369,Técnico x Técnicos adversários,Especiais,Tecnico,105390000,consulta_especial,mostra_especial,11,11
354,354,354,354,354,354,354,354,547,Trabalhos mais longevos,Especiais,Tecnico,105490000,trabalhos_longos,,67,63
355,355,355,355,355,355,355,355,548,Trabalhos mais longevos do século XX,Especiais,Tecnico,105491000,trabalhos_longos,,20,19
356,356,356,356,356,356,356,356,549,Trabalhos mais longevos do século XXI,Especiais,Tecnico,105492000,trabalhos_longos,,69,62
357,357,357,357,357,357,357,357,559,Saldo de placar com técnico,Especiais,Tecnico,900840000,generico_tecnico,saldo_placar_tec,1,1
358,358,358,358,358,358,358,358,564,Timeline de Técnicos,Especiais,Tecnico,105630000,timeline_tec,,0,0
359,359,359,359,359,359,359,359,371,Frequência de Placares,Especiais,Frequencia,600000000,mostra_frequencia,,35,32
360,360,360,360,360,360,360,360,372,Frequência de Placares por ano,Especiais,Frequencia,600106000,generico_ano,frequencia_ano,1,1
361,361,361,361,361,361,361,361,373,Frequência de Placares contra adversário,Especiais,Frequencia,600100000,generico_adversario,frequencia_adversario,1,1
362,362,362,362,362,362,362,362,374,Frequência de Placares em estádio,Especiais,Frequencia,600102000,generico_estadio,frequencia_estadio,5,5
363,363,363,363,363,363,363,363,375,Frequência de Placares em campeonato,Especiais,Frequencia,600103000,generico_campeonato,frequencia_campeonato,10,10
364,364,364,364,364,364,364,364,376,Frequência de Placares contra adversário em campeonato,Especiais,Frequencia,600100103,generico_especial,frequencia_advcamp,6,6
365,365,365,365,365,365,365,365,377,Goleadas,Especiais,Gols,610000000,mostra_goleada,,52,46
366,366,366,366,366,366,366,366,378,Goleadas em jogos oficiais,Especiais,Gols,611000000,mostra_goleada,,29,27
367,367,367,367,367,367,367,367,379,Goleadas em adversários,Especiais,Gols,610100000,generico_adversario,mostra_goleada_adv,27,25
368,368,368,368,368,368,368,368,380,Goleadas em Brasileiros,Especiais,Gols,612000000,mostra_goleada,,32,31
369,369,369,369,369,369,369,369,381,Goleadas por ano,Especiais,Gols,610106000,generico_ano,mostra_goleada2,16,15
370,370,370,370,370,370,370,370,382,Goleadas em clássico,Especiais,Gols,613000000,mostra_goleada,,30,29
371,371,371,371,371,371,371,371,383,Frequência de Placares contra adversário mandante/visitante,Especiais,Frequencia,600438000,generico_especial,frequencia_adversario,7,7
372,372,372,372,372,372,372,372,384,Frequência de Placares em estádio em campeonato,Especiais,Frequencia,600102103,generico_especial,frequencia_estcamp,5,5
373,373,373,373,373,373,373,373,385,Frequência de Placares contra adversário em estádio,Especiais,Frequencia,600100102,generico_especial,frequencia_advest,2,2
374,374,374,374,374,374,374,374,386,Consulta Placar,Especiais,Resultado,620000000,consulta_placar,mostra_placar,37,34
375,375,375,375,375,375,375,375,387,Consulta Placar contra adversário,Especiais,Resultado,620100000,consulta_placar,mostra_placar,16,15
376,376,376,376,376,376,376,376,388,Consulta Placar em estádio,Especiais,Resultado,620102000,consulta_placar,mostra_placar,3,3
377,377,377,377,377,377,377,377,389,Consulta Placar em campeonato,Especiais,Resultado,620103000,consulta_placar,mostra_placar,19,19
378,378,378,378,378,378,378,378,390,Gols em jogos por ano,Especiais,Gols,639000000,jogos_gols,,0,0
379,379,379,379,379,379,379,379,391,Detalhamento de gols,Especiais,Gols,652000000,detalhamento_gols,mostra_detalhe_gols,35,34
380,380,380,380,380,380,380,380,563,Saldo de placar por ano,Especiais,Resultado,915108000,generico_ano,saldo_placar,1,1
381,381,381,381,381,381,381,381,393,Estatísticas por tipo de gol,Especiais,Gols,653000000,detalhamento_gols,mostra_detalhe_gols,24,21
382,382,382,382,382,382,382,382,551,Tempo que faz/leva qtd gols,Especiais,Gols,654000000,mostra_goltempo,,0,0
383,383,383,383,383,383,383,383,395,Marcas históricas atuais,Especiais,Geral,NAO,marcas_historicas,,162,154
384,384,384,384,384,384,384,384,396,Maiores Públicos,Especiais,Publico,NAO,maiores_publicos,,51,49
385,385,385,385,385,385,385,385,397,Maiores Públicos contra adversário,Especiais,Publico,680100000,generico_adversario,html,63,58
386,386,386,386,386,386,386,386,398,Maiores Públicos em campeonato,Especiais,Publico,680103000,consulta_placar,maiores_publicos2,79,73
387,387,387,387,387,387,387,387,399,Maiores Públicos em estádio,Especiais,Publico,680102000,consulta_placar,maiores_publicos2,33,32
388,388,388,388,388,388,388,388,400,Ano a ano,Especiais,Geral,10610600,generico_ano,mostra_especial_jogo,121,116
389,389,389,389,389,389,389,389,401,Menores públicos,Especiais,Publico,NAO,menores_publicos,,16,16
390,390,390,390,390,390,390,390,402,Menores Públicos em estádio,Especiais,Publico,681102000,consulta_placar,maiores_publicos2,17,17
391,391,391,391,391,391,391,391,403,Públicos por ano como mandante,Especiais,Publico,68510600,generico_ano,publico_ano,43,42
392,392,392,392,392,392,392,392,404,Estatísticas gerais por data,Especiais,Geral,692000000,estatistica_data,mostra_estatistica,40,39
393,393,393,393,393,393,393,393,405,Estatísticas gerais por ano,Especiais,Geral,69310600,generico_ano,mostra_estatistica,57,54
394,394,394,394,394,394,394,394,406,Time Base,Especiais,Geral,69410600,generico_ano,time_base,55,52
395,395,395,395,395,395,395,395,407,Média de público em campeonato,Especiais,Publico,689103000,consulta_placar,media_publico,54,50
396,396,396,396,396,396,396,396,408,Média de público por período em campeonato,Especiais,Publico,694000000,consulta_placar,periodo_publico,18,16
397,397,397,397,397,397,397,397,409,Maior/Menor média de público em campeonato,Especiais,Publico,689107000,consulta_placar,media_publico,19,19
398,398,398,398,398,398,398,398,410,Média de público por adversário em estádio,Especiais,Publico,689100102,consulta_placar,media_publico,11,11
399,399,399,399,399,399,399,399,411,Média de público por adversário,Especiais,Publico,689100000,consulta_placar,media_publico,14,13
400,400,400,400,400,400,400,400,412,Média de público em estádio,Especiais,Publico,689102000,consulta_placar,media_publico,20,19
401,401,401,401,401,401,401,401,413,Cartões por ano,Especiais,Geral,842106000,generico_ano,cartao_ano,35,32
402,402,402,402,402,402,402,402,414,Números por ano,Especiais,Geral,843106000,generico_ano,gols_ano,41,40
403,403,403,403,403,403,403,403,415,Disputa de Penalty,Especiais,Geral,NAO,disputa_penalty,,41,36
404,404,404,404,404,404,404,404,416,Finais em campeonato,Especiais,Campeonato,NAO,mostra_finais,,59,55
405,405,405,405,405,405,405,405,417,Gols por minuto,Especiais,Gols,842108000,generico_ano,mostra_gols_minuto,28,28
406,406,406,406,406,406,406,406,418,Jogos sem estádio,Especiais,Estadio,102000000,sem_informacao,,22,21
407,407,407,407,407,407,407,407,419,Jogos sem árbitro,Especiais,Arbitro,101000000,sem_informacao,,16,16
408,408,408,408,408,408,408,408,420,Jogos sem jogador,Especiais,Jogador,104000000,sem_informacao,,17,17
409,409,409,409,409,409,409,409,421,Jogos sem renda,Especiais,Geral,168000000,sem_informacao,,11,10
410,410,410,410,410,410,410,410,422,Jogos sem público,Especiais,Publico,167000000,sem_informacao,,23,23
411,411,411,411,411,411,411,411,423,Estatísticas por décadas,Especiais,Geral,179000000,estat_decadas,mostra_decada,37,36
412,412,412,412,412,412,412,412,424,Estatísticas por período,Especiais,Geral,183000000,estat_periodo,mostra_decada,27,27
413,413,413,413,413,413,413,413,425,Estatísticas por temporada,Especiais,Geral,451000000,numero_temporada,mostra_temporada,30,30
414,414,414,414,414,414,414,414,426,Consulta gol Número:,Especiais,Gols,342000000,quantidade_gols,cronologia_gols,28,25
415,415,415,415,415,415,415,415,427,Cronologia dos gols,Especiais,Gols,343000000,ordem_gols,cronologia_gols,35,33
416,416,416,416,416,416,416,416,428,Jogos Eliminatórios,Especiais,Jogo,344000000,duelo_eliminatorio,,48,39
417,417,417,417,417,417,417,417,429,Jogos Eliminatórios por adversário,Especiais,Jogo,348000000,duelo_eliminatorio_adv,mostra_duelo_esp,23,23
418,418,418,418,418,418,418,418,430,Jogos Eliminatórios em campeonato,Especiais,Jogo,349000000,duelo_eliminatorio_adv,mostra_duelo_esp,18,15
419,419,419,419,419,419,419,419,431,Jogos Eliminatórios em estádio,Especiais,Jogo,342000000,duelo_eliminatorio_adv,mostra_duelo_arbest,10,10
420,420,420,420,420,420,420,420,432,Jogos Eliminatórios com árbitro,Especiais,Jogo,343000000,duelo_eliminatorio_adv,mostra_duelo_arbest,5,5
421,421,421,421,421,421,421,421,433,Penaltis por ano,Especiais,Geral,363000000,penalti_ano,mostra_penalti_ano,53,44
422,422,422,422,422,422,422,422,434,Maiores públicos por adversário em estádio,Especiais,Publico,100102492,consulta_especial,mostra_pubadvest,18,16
423,423,423,423,423,423,423,423,435,Média de Público por ano,Especiais,Publico,643106000,generico_ano,publico_ano2,29,26
424,424,424,424,424,424,424,424,436,Distância Percorrida por ano,Especiais,Geral,482106000,generico_ano,distancia_ano,24,21
425,425,425,425,425,425,425,425,437,Ranking de distâncias percorridas por ano,Especiais,Geral,NAO,ranking_distancia,,15,13
426,426,426,426,426,426,426,426,438,Jogos Eliminatórios por Saldo do 1º jogo,Especiais,Jogo,344000000,duelo_eliminatorio_saldo,,25,21
427,427,427,427,427,427,427,427,550,Média de público em campeonato - estádio,Especiais,Publico,689103102,consulta_placar,media_publico,15,14
428,428,428,428,428,428,428,428,552,Gols mais rápidos,Especiais,Gols,273000000,gols_rapidos,,34,32
429,429,429,429,429,429,429,429,553,Gols mais rápidos em jogos oficiais,Especiais,Gols,274000000,gols_rapidos,,29,28
430,430,430,430,430,430,430,430,560,Jogos Eliminatórios por país,Especiais,Jogo,350000000,duelo_eliminatorio_adv,mostra_duelo_esp,11,11
431,431,431,431,431,431,431,431,440,Clássicos Regionais,Especiais,Adversario,NAO,mostra_classico,,54,51
432,432,432,432,432,432,432,432,441,Clássicos Regionais em campeonato,Especiais,Adversario,534103000,generico_campeonato,mostra_classico_esp,25,25
433,433,433,433,433,433,433,433,442,Clássicos Regionais em estádio,Especiais,Adversario,534102000,generico_estadio,mostra_classico_esp,11,11
434,434,434,434,434,434,434,434,443,Clássicos Regionais por ano,Especiais,Adversario,534106000,generico_ano,mostra_classico_esp,23,23
435,435,435,435,435,435,435,435,444,Clássicos Regionais por período,Especiais,Adversario,533126000,generico_ano,mostra_classico_esp,20,20
436,436,436,436,436,436,436,436,445,Últimos jogos - Clássicos Regionais,Especiais,Adversario,534000000,consulta_jogo,mostra_especial_jogo,19,17
437,437,437,437,437,437,437,437,446,Árbitros em clássicos,Especiais,Adversario,533101000,generico_arbitro,mostra_classico_esp,9,9
438,438,438,438,438,438,438,438,447,Maiores públicos em clássicos,Especiais,Publico,NAO,maiores_publicos_classicos,,217,202
439,439,439,439,439,439,439,439,448,Sequências em clássicos,Especiais,Sequencia,50034500000,mostra_sequencia,,52,48
440,440,440,440,440,440,440,440,449,Jogadores em clássicos,Especiais,Adversario,533104000,generico_jogador,mostra_classico_esp,26,25
441,441,441,441,441,441,441,441,450,Técnicos em clássicos,Especiais,Adversario,533105000,generico_tecnico,mostra_classico_esp,26,24
442,442,442,442,442,442,442,442,451,Frequência de placar em clássicos,Especiais,Frequencia,533000000,mostra_frequencia,,23,23
443,443,443,443,443,443,443,443,452,Média de públicos em clássicos,Especiais,Publico,NAO,media_publicos_classicos,,19,18
444,444,444,444,444,444,444,444,453,Média de públicos em clássicos em estádios,Especiais,Publico,535102000,generico_estadio,media_publico,14,14
445,445,445,445,445,445,445,445,455,Presidente,Especiais,Presidente,130000000,consulta_presidente,mostra_presidente,38,35
446,446,446,446,446,446,446,446,456,Presidente ano a ano,Especiais,Presidente,130106000,consulta_presidente,mostra_presidente,26,25
447,447,447,447,447,447,447,447,457,Presidente x adversário,Especiais,Presidente,130100000,consulta_presidente,mostra_presidente,23,21
448,448,448,448,448,448,448,448,458,Presidente x estádio,Especiais,Presidente,130102000,consulta_presidente,mostra_presidente,6,6
