res_flu;res_adv;cod_jogo;adversario;data;agrupado
1;1;753;Flamengo;22/11/1936;Fluminense 1 X 1 Flamengo - 
6;2;754;Jequiá;26/11/1936;Fluminense 6 X 2 Jequiá - 
2;2;756;Flamengo;20/12/1936;Fluminense 2 X 2 Flamengo - 
4;1;757;Flamengo;23/12/1936;Fluminense 4 X 1 Flamengo - 
1;1;758;Flamengo;27/12/1936;Fluminense 1 X 1 Flamengo - 
6;0;761;Atlético MG;13/01/1937;Fluminense 6 X 0 Atlético MG - 
5;2;764;Rio Branco;28/01/1937;Fluminense 5 X 2 Rio Branco - 
1;4;765;Atlético MG;31/01/1937;Fluminense 1 X 4 Atlético MG - 
1;1;770;Atlético MG;20/06/1937;Fluminense 1 X 1 Atlético MG - 
4;3;771;Flamengo;27/06/1937;Fluminense 4 X 3 Flamengo - 
4;1;774;Flamengo;27/07/1937;Fluminense 4 X 1 Flamengo - 
0;1;775;Internacional;08/08/1937;Fluminense 0 X 1 Internacional - 
2;1;776;Força e Luz;12/08/1937;Fluminense 2 X 1 Força e Luz - 
4;0;777;Grêmio;15/08/1937;Fluminense 4 X 0 Grêmio - 
2;1;778;Vasco;29/08/1937;Fluminense 2 X 1 Vasco - 
5;1;779;Bangu;07/09/1937;Fluminense 5 X 1 Bangu - 
1;2;780;Botafogo;12/09/1937;Fluminense 1 X 2 Botafogo - 
4;3;782;Internacional;26/09/1937;Fluminense 4 X 3 Internacional - 
5;2;783;Madureira;03/10/1937;Fluminense 5 X 2 Madureira - 
2;1;784;Bonsucesso;10/10/1937;Fluminense 2 X 1 Bonsucesso - 
3;1;785;Olaria;12/10/1937;Fluminense 3 X 1 Olaria - 
5;1;786;Andaraí;17/10/1937;Fluminense 5 X 1 Andaraí - 
3;1;787;Portuguesa;24/10/1937;Fluminense 3 X 1 Portuguesa - 
1;3;788;São Cristovão;30/10/1937;Fluminense 1 X 3 São Cristovão - 
2;0;789;Bangu;03/11/1937;Fluminense 2 X 0 Bangu - 
4;2;790;Vasco;10/11/1937;Fluminense 4 X 2 Vasco - 
1;0;791;Botafogo;14/11/1937;Fluminense 1 X 0 Botafogo - 
1;1;792;América;21/11/1937;Fluminense 1 X 1 América - 
1;0;793;Flamengo;27/11/1937;Fluminense 1 X 0 Flamengo - 
6;2;794;Madureira;05/12/1937;Fluminense 6 X 2 Madureira - 
3;2;795;Bonsucesso;12/12/1937;Fluminense 3 X 2 Bonsucesso - 
7;0;796;Bangu;15/12/1937;Fluminense 7 X 0 Bangu - 
4;0;797;Andaraí;22/12/1937;Fluminense 4 X 0 Andaraí - 
0;0;798;Vasco;26/12/1937;Fluminense 0 X 0 Vasco - 
2;1;799;Botafogo;02/01/1938;Fluminense 2 X 1 Botafogo - 
3;1;800;América;05/01/1938;Fluminense 3 X 1 América - 
1;1;801;São Cristovão;12/01/1938;Fluminense 1 X 1 São Cristovão - 
3;1;802;Portuguesa;15/01/1938;Fluminense 3 X 1 Portuguesa - 
7;1;803;Olaria;19/01/1938;Fluminense 7 X 1 Olaria - 
1;1;804;Flamengo;26/01/1938;Fluminense 1 X 1 Flamengo - 
1;4;805;São Cristovão;03/04/1938;Fluminense 1 X 4 São Cristovão - 
4;2;806;Bangu;17/04/1938;Fluminense 4 X 2 Bangu - 
5;3;807;Botafogo;24/04/1938;Fluminense 5 X 3 Botafogo - 
1;0;808;Flamengo;08/05/1938;Fluminense 1 X 0 Flamengo - 
1;0;809;Vasco;15/05/1938;Fluminense 1 X 0 Vasco - 
0;3;810;São Cristovão;25/05/1938;Fluminense 0 X 3 São Cristovão - 
2;0;811;Madureira;01/06/1938;Fluminense 2 X 0 Madureira - 
3;0;812;Bonsucesso;08/06/1938;Fluminense 3 X 0 Bonsucesso - 
2;2;813;Palmeiras;11/06/1938;Fluminense 2 X 2 Palmeiras - 
3;1;814;América;15/06/1938;Fluminense 3 X 1 América - 
1;3;815;Botafogo;26/06/1938;Fluminense 1 X 3 Botafogo - 
3;0;816;Flamengo;10/07/1938;Fluminense 3 X 0 Flamengo - 
1;3;817;Vasco;17/07/1938;Fluminense 1 X 3 Vasco - 
1;2;818;Bangu;19/06/1938;Fluminense 1 X 2 Bangu - 
1;1;819;São Cristovão;24/07/1938;Fluminense 1 X 1 São Cristovão - 
1;0;820;Madureira;31/07/1938;Fluminense 1 X 0 Madureira - 
6;0;821;Bonsucesso;06/08/1938;Fluminense 6 X 0 Bonsucesso - 
6;0;822;América;14/08/1938;Fluminense 6 X 0 América - 
2;3;823;Botafogo;28/08/1938;Fluminense 2 X 3 Botafogo - 
6;1;824;Bangu;04/09/1938;Fluminense 6 X 1 Bangu - 
2;0;825;Flamengo;11/09/1938;Fluminense 2 X 0 Flamengo - 
2;0;826;Palmeiras;14/09/1938;Fluminense 2 X 0 Palmeiras - 
4;1;827;Santos;18/09/1938;Fluminense 4 X 1 Santos - 
3;2;828;Madureira;25/09/1938;Fluminense 3 X 2 Madureira - 
8;0;829;Bonsucesso;02/10/1938;Fluminense 8 X 0 Bonsucesso - 
2;1;830;São Cristovão;09/10/1938;Fluminense 2 X 1 São Cristovão - 
0;3;831;Botafogo;16/10/1938;Fluminense 0 X 3 Botafogo - 
3;0;832;América;23/10/1938;Fluminense 3 X 0 América - 
1;1;833;Vasco;06/11/1938;Fluminense 1 X 1 Vasco - 
4;1;834;Bangu;13/11/1938;Fluminense 4 X 1 Bangu - 
2;5;835;Flamengo;20/11/1938;Fluminense 2 X 5 Flamengo - 
3;2;836;Madureira;04/12/1938;Fluminense 3 X 2 Madureira - 
7;1;837;Bonsucesso;10/12/1938;Fluminense 7 X 1 Bonsucesso - 
5;2;838;São Cristovão;18/12/1938;Fluminense 5 X 2 São Cristovão - 
2;0;839;Botafogo;25/12/1938;Fluminense 2 X 0 Botafogo - 
2;2;840;América;30/12/1938;Fluminense 2 X 2 América - 
3;1;841;Vasco;08/01/1939;Fluminense 3 X 1 Vasco - 
4;3;842;Fluminense Niterói;19/01/1939;Fluminense 4 X 3 Fluminense Niterói - 
8;2;843;Bonsucesso;02/04/1939;Fluminense 8 X 2 Bonsucesso - 
1;1;844;Bangu;09/04/1939;Fluminense 1 X 1 Bangu - 
1;5;845;São Paulo;13/04/1939;Fluminense 1 X 5 São Paulo - 
4;4;846;Portuguesa Santista;15/04/1939;Fluminense 4 X 4 Portuguesa Santista - 
2;0;847;Vasco;23/04/1939;Fluminense 2 X 0 Vasco - 
4;2;848;América;30/04/1939;Fluminense 4 X 2 América - 
2;2;849;Flamengo;14/05/1939;Fluminense 2 X 2 Flamengo - 
1;4;850;Botafogo;21/05/1939;Fluminense 1 X 4 Botafogo - 
3;3;851;Madureira;03/06/1939;Fluminense 3 X 3 Madureira - 
2;3;852;São Cristovão;18/06/1939;Fluminense 2 X 3 São Cristovão - 
0;3;853;Bonsucesso;25/06/1939;Fluminense 0 X 3 Bonsucesso - 
3;0;854;Bangu;02/07/1939;Fluminense 3 X 0 Bangu - 
3;0;855;Vasco;16/07/1939;Fluminense 3 X 0 Vasco - 
1;1;856;América;23/07/1939;Fluminense 1 X 1 América - 
5;1;857;Fluminense Niterói;26/07/1939;Fluminense 5 X 1 Fluminense Niterói - 
1;2;858;Flamengo;05/08/1939;Fluminense 1 X 2 Flamengo - 
1;2;859;Botafogo;13/08/1939;Fluminense 1 X 2 Botafogo - 
2;0;860;São Paulo;17/08/1939;Fluminense 2 X 0 São Paulo - 
2;3;862;Palmeiras;23/08/1939;Fluminense 2 X 3 Palmeiras - 
2;0;863;Madureira;27/08/1939;Fluminense 2 X 0 Madureira - 
2;2;864;São Cristovão;10/09/1939;Fluminense 2 X 2 São Cristovão - 
4;0;865;Bonsucesso;24/09/1939;Fluminense 4 X 0 Bonsucesso - 
3;2;866;Bangu;30/09/1939;Fluminense 3 X 2 Bangu - 
2;2;867;Portuguesa Santista;05/10/1939;Fluminense 2 X 2 Portuguesa Santista - 
2;2;868;São Bento de Marilia;08/10/1939;Fluminense 2 X 2 São Bento de Marilia - 
1;2;871;Flamengo;04/11/1939;Fluminense 1 X 2 Flamengo - 
3;2;872;Botafogo;12/11/1939;Fluminense 3 X 2 Botafogo - 
1;5;873;Atlético MG;19/11/1939;Fluminense 1 X 5 Atlético MG - 
4;0;880;Bonsucesso;21/04/1940;Fluminense 4 X 0 Bonsucesso - 
3;0;881;Bangu;28/04/1940;Fluminense 3 X 0 Bangu - 
2;0;882;Vasco;12/05/1940;Fluminense 2 X 0 Vasco - 
1;2;883;Flamengo;02/06/1940;Fluminense 1 X 2 Flamengo - 
3;3;884;Botafogo;09/06/1940;Fluminense 3 X 3 Botafogo - 
7;4;885;Madureira;23/06/1940;Fluminense 7 X 4 Madureira - 
3;1;886;São Cristovão;07/07/1940;Fluminense 3 X 1 São Cristovão - 
3;1;887;Bonsucesso;14/07/1940;Fluminense 3 X 1 Bonsucesso - 
2;1;890;Flamengo;03/08/1940;Fluminense 2 X 1 Flamengo - 
2;2;892;América;18/08/1940;Fluminense 2 X 2 América - 
4;2;893;Vasco;25/08/1940;Fluminense 4 X 2 Vasco - 
2;2;894;Botafogo;08/09/1940;Fluminense 2 X 2 Botafogo - 
2;0;896;Madureira;15/09/1940;Fluminense 2 X 0 Madureira - 
0;0;898;Bonsucesso;05/10/1940;Fluminense 0 X 0 Bonsucesso - 
1;2;899;Flamengo;30/10/1940;Fluminense 1 X 2 Flamengo - 
4;2;900;América;10/11/1940;Fluminense 4 X 2 América - 
0;2;901;Vasco;17/11/1940;Fluminense 0 X 2 Vasco - 
3;1;902;Botafogo;01/12/1940;Fluminense 3 X 1 Botafogo - 
2;0;903;Madureira;08/12/1940;Fluminense 2 X 0 Madureira - 
5;3;904;São Cristovão;22/12/1940;Fluminense 5 X 3 São Cristovão - 
2;1;905;América;19/05/1940;Fluminense 2 X 1 América - 
2;1;906;Bangu;28/07/1940;Fluminense 2 X 1 Bangu - 
3;1;907;São Cristovão;29/09/1940;Fluminense 3 X 1 São Cristovão - 
2;0;908;Bangu;20/10/1940;Fluminense 2 X 0 Bangu - 
3;2;909;Flamengo;25/01/1941;Fluminense 3 X 2 Flamengo - 
1;1;917;Flamengo;20/04/1941;Fluminense 1 X 1 Flamengo - 
5;2;919;Canto do Rio;04/05/1941;Fluminense 5 X 2 Canto do Rio - 
1;3;920;Flamengo;25/05/1941;Fluminense 1 X 3 Flamengo - 
2;1;921;Bangu;08/06/1941;Fluminense 2 X 1 Bangu - 
2;4;923;Madureira;15/06/1941;Fluminense 2 X 4 Madureira - 
4;2;924;Bonsucesso;21/06/1941;Fluminense 4 X 2 Bonsucesso - 
3;0;925;América;29/06/1941;Fluminense 3 X 0 América - 
2;1;926;Vasco;13/07/1941;Fluminense 2 X 1 Vasco - 
9;0;927;São Cristovão;20/07/1941;Fluminense 9 X 0 São Cristovão - 
1;4;928;Flamengo;27/07/1941;Fluminense 1 X 4 Flamengo - 
2;3;929;Botafogo;03/08/1941;Fluminense 2 X 3 Botafogo - 
4;3;930;Bangu;10/08/1941;Fluminense 4 X 3 Bangu - 
3;1;931;Madureira;17/08/1941;Fluminense 3 X 1 Madureira - 
5;2;932;Bonsucesso;24/08/1941;Fluminense 5 X 2 Bonsucesso - 
4;3;933;América;31/08/1941;Fluminense 4 X 3 América - 
3;1;935;Vasco;21/09/1941;Fluminense 3 X 1 Vasco - 
5;1;936;Madureira;28/09/1941;Fluminense 5 X 1 Madureira - 
10;2;937;Bangu;05/10/1941;Fluminense 10 X 2 Bangu - 
4;2;938;Flamengo;19/10/1941;Fluminense 4 X 2 Flamengo - 
0;1;939;Vasco;26/10/1941;Fluminense 0 X 1 Vasco - 
6;2;941;Madureira;01/11/1941;Fluminense 6 X 2 Madureira - 
2;1;943;Botafogo;16/11/1941;Fluminense 2 X 1 Botafogo - 
2;2;944;Flamengo;23/11/1941;Fluminense 2 X 2 Flamengo - 
0;0;954;Flamengo;12/03/1942;Fluminense 0 X 0 Flamengo - 
2;1;966;Flamengo;07/06/1942;Fluminense 2 X 1 Flamengo - 
0;1;975;Flamengo;09/08/1942;Fluminense 0 X 1 Flamengo - 
1;1;984;Flamengo;11/10/1942;Fluminense 1 X 1 Flamengo - 
1;3;987;Atlético MG;20/10/1942;Fluminense 1 X 3 Atlético MG - 
1;1;990;Flamengo;15/11/1942;Fluminense 1 X 1 Flamengo - 
0;3;999;Botafogo;16/03/1943;Fluminense 0 X 3 Botafogo - 
5;1;1001;Flamengo;24/03/1943;Fluminense 5 X 1 Flamengo - 
0;1;1002;Flamengo;04/04/1943;Fluminense 0 X 1 Flamengo - 
3;1;1008;Flamengo;08/05/1943;Fluminense 3 X 1 Flamengo - 
3;0;1014;Vasco;13/06/1943;Fluminense 3 X 0 Vasco - 
0;2;1020;Flamengo;11/07/1943;Fluminense 0 X 2 Flamengo - 
2;2;1025;Vasco;15/08/1943;Fluminense 2 X 2 Vasco - 
2;2;1029;Flamengo;12/09/1943;Fluminense 2 X 2 Flamengo - 
2;2;1042;Vasco;05/03/1944;Fluminense 2 X 2 Vasco - 
1;3;1044;Flamengo;12/03/1944;Fluminense 1 X 3 Flamengo - 
1;0;1053;Flamengo;17/06/1944;Fluminense 1 X 0 Flamengo - 
3;3;1055;Vasco;01/07/1944;Fluminense 3 X 3 Vasco - 
0;0;1063;Flamengo;19/08/1944;Fluminense 0 X 0 Flamengo - 
2;1;1065;Vasco;02/09/1944;Fluminense 2 X 1 Vasco - 
1;6;1072;Flamengo;22/10/1944;Fluminense 1 X 6 Flamengo - 
1;4;1081;Vasco;25/03/1945;Fluminense 1 X 4 Vasco - 
4;0;1084;Flamengo;11/04/1945;Fluminense 4 X 0 Flamengo - 
1;5;1092;Vasco;17/06/1945;Fluminense 1 X 5 Vasco - 
1;3;1103;Vasco;02/09/1945;Fluminense 1 X 3 Vasco - 
1;2;1104;Flamengo;09/09/1945;Fluminense 1 X 2 Flamengo - 
1;1;1112;Vasco;04/11/1945;Fluminense 1 X 1 Vasco - 
1;1;1113;Flamengo;10/11/1945;Fluminense 1 X 1 Flamengo - 
2;3;1116;Atlético MG;11/12/1945;Fluminense 2 X 3 Atlético MG - 
3;2;1133;Flamengo;17/03/1946;Fluminense 3 X 2 Flamengo - 
0;1;1137;Vasco;31/03/1946;Fluminense 0 X 1 Vasco - 
0;0;1151;Vasco;09/06/1946;Fluminense 0 X 0 Vasco - 
3;1;1152;Flamengo;15/06/1946;Fluminense 3 X 1 Flamengo - 
0;1;1155;Vasco;26/06/1946;Fluminense 0 X 1 Vasco - 
4;1;1156;Palmeiras;04/07/1946;Fluminense 4 X 1 Palmeiras - 
5;1;1157;Bonsucesso;07/07/1946;Fluminense 5 X 1 Bonsucesso - 
5;0;1159;Canto do Rio;14/07/1946;Fluminense 5 X 0 Canto do Rio - 
3;1;1160;Bangu;21/07/1946;Fluminense 3 X 1 Bangu - 
2;3;1161;Botafogo;28/07/1946;Fluminense 2 X 3 Botafogo - 
9;3;1162;Madureira;04/08/1946;Fluminense 9 X 3 Madureira - 
3;0;1163;São Cristovão;11/08/1946;Fluminense 3 X 0 São Cristovão - 
1;3;1164;América;17/08/1946;Fluminense 1 X 3 América - 
2;0;1165;Vasco;25/08/1946;Fluminense 2 X 0 Vasco - 
2;5;1166;Flamengo;01/09/1946;Fluminense 2 X 5 Flamengo - 
8;3;1167;Bonsucesso;08/09/1946;Fluminense 8 X 3 Bonsucesso - 
2;1;1168;Canto do Rio;15/09/1946;Fluminense 2 X 1 Canto do Rio - 
11;1;1169;Bangu;21/09/1946;Fluminense 11 X 1 Bangu - 
2;4;1170;Botafogo;29/09/1946;Fluminense 2 X 4 Botafogo - 
5;3;1172;São Cristovão;12/10/1946;Fluminense 5 X 3 São Cristovão - 
1;0;1173;América;27/10/1946;Fluminense 1 X 0 América - 
2;3;1174;Vasco;03/11/1946;Fluminense 2 X 3 Vasco - 
5;2;1175;Flamengo;10/11/1946;Fluminense 5 X 2 Flamengo - 
1;1;1176;Flamengo;16/11/1946;Fluminense 1 X 1 Flamengo - 
8;4;1177;América;24/11/1946;Fluminense 8 X 4 América - 
3;1;1178;Botafogo;30/11/1946;Fluminense 3 X 1 Botafogo - 
4;1;1179;Flamengo;07/12/1946;Fluminense 4 X 1 Flamengo - 
6;2;1180;América;15/12/1946;Fluminense 6 X 2 América - 
1;0;1181;Botafogo;22/12/1946;Fluminense 1 X 0 Botafogo - 
5;4;1188;Vasco;06/04/1947;Fluminense 5 X 4 Vasco - 
3;1;1197;Canto do Rio;24/05/1947;Fluminense 3 X 1 Canto do Rio - 
1;2;1198;Flamengo;01/06/1947;Fluminense 1 X 2 Flamengo - 
2;3;1199;Vasco;07/06/1947;Fluminense 2 X 3 Vasco - 
6;4;1200;Botafogo;15/06/1947;Fluminense 6 X 4 Botafogo - 
2;0;1201;Atlético MG;24/06/1947;Fluminense 2 X 0 Atlético MG - 
1;1;1204;Flamengo;13/07/1947;Fluminense 1 X 1 Flamengo - 
3;3;1219;Flamengo;21/09/1947;Fluminense 3 X 3 Flamengo - 
1;2;1220;Botafogo;28/09/1947;Fluminense 1 X 2 Botafogo - 
3;5;1221;Vasco;05/10/1947;Fluminense 3 X 5 Vasco - 
2;1;1223;Atlético MG;14/10/1947;Fluminense 2 X 1 Atlético MG - 
1;1;1233;Flamengo;06/12/1947;Fluminense 1 X 1 Flamengo - 
1;1;1237;Vasco;21/12/1947;Fluminense 1 X 1 Vasco - 
1;1;1253;Vasco;09/05/1948;Fluminense 1 X 1 Vasco - 
1;1;1255;Flamengo;23/05/1948;Fluminense 1 X 1 Flamengo - 
1;1;1260;Botafogo;20/06/1948;Fluminense 1 X 1 Botafogo - 
4;0;1261;Vasco;24/06/1948;Fluminense 4 X 0 Vasco - 
1;2;1262;Vasco;27/06/1948;Fluminense 1 X 2 Vasco - 
1;0;1263;Vasco;30/06/1948;Fluminense 1 X 0 Vasco - 
2;5;1266;Botafogo;01/08/1948;Fluminense 2 X 5 Botafogo - 
1;1;1270;Flamengo;29/08/1948;Fluminense 1 X 1 Flamengo - 
2;0;1272;Vasco;19/09/1948;Fluminense 2 X 0 Vasco - 
2;2;1278;Botafogo;24/10/1948;Fluminense 2 X 2 Botafogo - 
1;2;1284;Flamengo;21/11/1948;Fluminense 1 X 2 Flamengo - 
0;2;1286;Vasco;05/12/1948;Fluminense 0 X 2 Vasco - 
5;2;1292;Flamengo;06/01/1949;Fluminense 5 X 2 Flamengo - 
0;5;1293;Flamengo;08/01/1949;Fluminense 0 X 5 Flamengo - 
0;3;1303;Flamengo;18/05/1949;Fluminense 0 X 3 Flamengo - 
1;1;1307;Flamengo;05/06/1949;Fluminense 1 X 1 Flamengo - 
3;5;1315;Vasco;07/08/1949;Fluminense 3 X 5 Vasco - 
2;1;1320;Flamengo;11/09/1949;Fluminense 2 X 1 Flamengo - 
0;2;1327;Vasco;30/10/1949;Fluminense 0 X 2 Vasco - 
1;1;1332;Flamengo;04/12/1949;Fluminense 1 X 1 Flamengo - 
1;3;1337;Vasco;28/12/1949;Fluminense 1 X 3 Vasco - 
2;0;1339;Botafogo;15/01/1950;Fluminense 2 X 0 Botafogo - 
1;2;1340;Flamengo;24/01/1950;Fluminense 1 X 2 Flamengo - 
1;1;1365;Seleção Uruguai;28/05/1950;Fluminense 1 X 1 Seleção Uruguai - 
2;2;1374;Atlético MG;05/08/1950;Fluminense 2 X 2 Atlético MG - 
1;0;1381;Botafogo;16/09/1950;Fluminense 1 X 0 Botafogo - 
2;1;1383;Vasco;01/10/1950;Fluminense 2 X 1 Vasco - 
2;1;1386;Flamengo;22/10/1950;Fluminense 2 X 1 Flamengo - 
6;2;1395;Vasco;11/05/1941;Fluminense 6 X 2 Vasco - 
3;0;1396;São Cristovão;17/05/1941;Fluminense 3 X 0 São Cristovão - 
3;2;1397;Botafogo;01/06/1941;Fluminense 3 X 2 Botafogo - 
6;1;1398;Canto do Rio;06/07/1941;Fluminense 6 X 1 Canto do Rio - 
2;0;1399;Botafogo;12/10/1941;Fluminense 2 X 0 Botafogo - 
7;2;1400;Bangu;08/11/1941;Fluminense 7 X 2 Bangu - 
0;7;1401;Flamengo;10/06/1945;Fluminense 0 X 7 Flamengo - 
0;4;1402;Vasco;06/01/1951;Fluminense 0 X 4 Vasco - 
2;5;1403;Flamengo;13/01/1951;Fluminense 2 X 5 Flamengo - 
1;3;1409;Vasco;21/04/1951;Fluminense 1 X 3 Vasco - 
2;1;1417;Flamengo;26/05/1951;Fluminense 2 X 1 Flamengo - 
0;1;1421;Atlético MG;20/06/1951;Fluminense 0 X 1 Atlético MG - 
2;0;1423;Atlético MG;27/06/1951;Fluminense 2 X 0 Atlético MG - 
0;2;1424;Galícia;29/06/1951;Fluminense 0 X 2 Galícia - 
2;0;1425;Bahia;01/07/1951;Fluminense 2 X 0 Bahia - 
1;1;1426;Ypiranga BA;04/07/1951;Fluminense 1 X 1 Ypiranga BA - 
0;0;1427;Vitória BA;07/07/1951;Fluminense 0 X 0 Vitória BA - 
4;1;1428;Goiânia;15/07/1951;Fluminense 4 X 1 Goiânia - 
3;0;1429;Canto do Rio;04/08/1951;Fluminense 3 X 0 Canto do Rio - 
3;1;1430;Bonsucesso;18/08/1951;Fluminense 3 X 1 Bonsucesso - 
4;0;1431;Madureira;26/08/1951;Fluminense 4 X 0 Madureira - 
5;0;1432;São Cristovão;02/09/1951;Fluminense 5 X 0 São Cristovão - 
2;4;1433;Vasco;09/09/1951;Fluminense 2 X 4 Vasco - 
5;3;1434;Bangu;23/09/1951;Fluminense 5 X 3 Bangu - 
1;1;1435;América;30/09/1951;Fluminense 1 X 1 América - 
5;1;1436;Olaria;07/10/1951;Fluminense 5 X 1 Olaria - 
1;0;1437;Flamengo;14/10/1951;Fluminense 1 X 0 Flamengo - 
1;1;1438;Botafogo;21/10/1951;Fluminense 1 X 1 Botafogo - 
3;1;1439;Madureira;04/11/1951;Fluminense 3 X 1 Madureira - 
4;2;1440;Canto do Rio;11/11/1951;Fluminense 4 X 2 Canto do Rio - 
3;2;1442;Vasco;17/11/1951;Fluminense 3 X 2 Vasco - 
1;0;1443;Flamengo;25/11/1951;Fluminense 1 X 0 Flamengo - 
2;1;1444;Olaria;02/12/1951;Fluminense 2 X 1 Olaria - 
0;0;1445;São Cristovão;09/12/1951;Fluminense 0 X 0 São Cristovão - 
1;3;1446;Botafogo;16/12/1951;Fluminense 1 X 3 Botafogo - 
4;0;1447;América;23/12/1951;Fluminense 4 X 0 América - 
3;1;1448;Bonsucesso;30/12/1951;Fluminense 3 X 1 Bonsucesso - 
0;1;1449;Bangu;06/01/1952;Fluminense 0 X 1 Bangu - 
1;0;1450;Bangu;13/01/1952;Fluminense 1 X 0 Bangu - 
2;0;1451;Bangu;20/01/1952;Fluminense 2 X 0 Bangu - 
2;2;1455;Vasco;13/02/1952;Fluminense 2 X 2 Vasco - 
3;2;1460;Flamengo;19/03/1952;Fluminense 3 X 2 Flamengo - 
0;1;1467;Vasco;25/05/1952;Fluminense 0 X 1 Vasco - 
1;2;1472;Atlético MG;29/06/1952;Fluminense 1 X 2 Atlético MG - 
0;0;1474;Sporting;13/07/1952;Fluminense 0 X 0 Sporting - 
1;0;1475;Grasshopper;17/07/1952;Fluminense 1 X 0 Grasshopper - 
1;0;1477;Áustria Viena;23/07/1952;Fluminense 1 X 0 Áustria Viena - 
5;2;1478;Áustria Viena;27/07/1952;Fluminense 5 X 2 Áustria Viena - 
2;0;1479;Corinthians;30/07/1952;Fluminense 2 X 0 Corinthians - 
2;2;1480;Corinthians;02/08/1952;Fluminense 2 X 2 Corinthians - 
1;0;1485;Vasco;21/09/1952;Fluminense 1 X 0 Vasco - 
0;3;1487;Flamengo;05/10/1952;Fluminense 0 X 3 Flamengo - 
2;2;1499;Vasco;11/01/1953;Fluminense 2 X 2 Vasco - 
1;3;1501;Flamengo;20/01/1953;Fluminense 1 X 3 Flamengo - 
1;2;1505;Botafogo;03/02/1953;Fluminense 1 X 2 Botafogo - 
1;1;1523;Flamengo;17/05/1953;Fluminense 1 X 1 Flamengo - 
4;1;1524;Vasco;23/05/1953;Fluminense 4 X 1 Vasco - 
1;2;1528;Vasco;14/06/1953;Fluminense 1 X 2 Vasco - 
2;1;1539;Botafogo;02/08/1953;Fluminense 2 X 1 Botafogo - 
3;2;1541;Flamengo;16/08/1953;Fluminense 3 X 2 Flamengo - 
2;1;1543;Internacional;27/08/1953;Fluminense 2 X 1 Internacional - 
2;2;1545;Vasco;06/09/1953;Fluminense 2 X 2 Vasco - 
2;1;1555;Vasco;15/11/1953;Fluminense 2 X 1 Vasco - 
1;2;1558;Flamengo;06/12/1953;Fluminense 1 X 2 Flamengo - 
1;2;1561;Flamengo;22/12/1953;Fluminense 1 X 2 Flamengo - 
3;2;1566;Vasco;14/01/1954;Fluminense 3 X 2 Vasco - 
4;0;1590;Botafogo;15/05/1954;Fluminense 4 X 0 Botafogo - 
1;0;1603;Flamengo;23/06/1954;Fluminense 1 X 0 Flamengo - 
0;1;1607;Vasco;10/07/1954;Fluminense 0 X 1 Vasco - 
2;5;1612;Flamengo;01/08/1954;Fluminense 2 X 5 Flamengo - 
0;0;1624;Flamengo;24/10/1954;Fluminense 0 X 0 Flamengo - 
3;4;1625;Vasco;31/10/1954;Fluminense 3 X 4 Vasco - 
2;1;1629;Atlético MG;17/11/1954;Fluminense 2 X 1 Atlético MG - 
1;1;1632;Vasco;05/12/1954;Fluminense 1 X 1 Vasco - 
3;0;1634;Flamengo;19/12/1954;Fluminense 3 X 0 Flamengo - 
3;3;1641;Flamengo;30/01/1955;Fluminense 3 X 3 Flamengo - 
2;4;1642;Vasco;06/02/1955;Fluminense 2 X 4 Vasco - 
3;1;1650;Flamengo;14/04/1955;Fluminense 3 X 1 Flamengo - 
1;4;1655;Vasco;04/05/1955;Fluminense 1 X 4 Vasco - 
2;1;1683;Flamengo;11/09/1955;Fluminense 2 X 1 Flamengo - 
1;1;1684;Vasco;25/09/1955;Fluminense 1 X 1 Vasco - 
1;6;1701;Flamengo;18/12/1955;Fluminense 1 X 6 Flamengo - 
3;1;1707;Vasco;05/02/1956;Fluminense 3 X 1 Vasco - 
2;0;1709;Vasco;26/02/1956;Fluminense 2 X 0 Vasco - 
3;2;1710;Flamengo;29/02/1956;Fluminense 3 X 2 Flamengo - 
2;3;1756;Vasco;26/08/1956;Fluminense 2 X 3 Vasco - 
0;1;1759;Flamengo;16/09/1956;Fluminense 0 X 1 Flamengo - 
0;0;1769;Vasco;18/11/1956;Fluminense 0 X 0 Vasco - 
0;1;1772;Flamengo;09/12/1956;Fluminense 0 X 1 Flamengo - 
1;1;1775;Atlético MG;06/01/1957;Fluminense 1 X 1 Atlético MG - 
2;4;1779;Vasco;20/03/1957;Fluminense 2 X 4 Vasco - 
3;1;1787;Vasco;17/04/1957;Fluminense 3 X 1 Vasco - 
1;2;1788;Bangu;21/04/1957;Fluminense 1 X 2 Bangu - 
1;0;1790;América;24/04/1957;Fluminense 1 X 0 América - 
1;4;1792;Flamengo;01/05/1957;Fluminense 1 X 4 Flamengo - 
5;1;1793;Palmeiras;04/05/1957;Fluminense 5 X 1 Palmeiras - 
3;3;1794;Botafogo;09/05/1957;Fluminense 3 X 3 Botafogo - 
2;1;1795;Flamengo;16/05/1957;Fluminense 2 X 1 Flamengo - 
3;2;1796;Corinthians;19/05/1957;Fluminense 3 X 2 Corinthians - 
2;0;1797;Vasco;21/05/1957;Fluminense 2 X 0 Vasco - 
2;2;1798;Santos;26/05/1957;Fluminense 2 X 2 Santos - 
3;1;1799;Portuguesa SP;29/05/1957;Fluminense 3 X 1 Portuguesa SP - 
2;1;1801;São Paulo;02/06/1957;Fluminense 2 X 1 São Paulo - 
5;2;1817;Vasco;21/07/1957;Fluminense 5 X 2 Vasco - 
