res_flu;res_adv;cod_jogo;adversario;data;agrupado
1;0;7472;São Raimundo;12/12/1999;Fluminense 1 X 0 São Raimundo - 
2;0;7473;Internacional;23/11/2008;Fluminense 2 X 0 Internacional - 
1;1;7474;São Paulo;30/11/2008;Fluminense 1 X 1 São Paulo - 
1;1;7475;Ipatinga;07/12/2008;Fluminense 1 X 1 Ipatinga - 
2;1;7476;Servette;30/07/1986;Fluminense 2 X 1 Servette - 
1;1;7477;América;29/03/1993;Fluminense 1 X 1 América - 
1;3;7479;Botafogo;20/03/1946;Fluminense 1 X 3 Botafogo - 
1;0;7482;Coritiba;17/01/2009;Fluminense 1 X 0 Coritiba - 
1;3;7483;Cabofriense;25/01/2009;Fluminense 1 X 3 Cabofriense - 
0;0;7484;Madureira;28/01/2009;Fluminense 0 X 0 Madureira - 
3;0;7485;Resende;31/01/2009;Fluminense 3 X 0 Resende - 
2;3;7486;Duque de Caxias;05/02/2009;Fluminense 2 X 3 Duque de Caxias - 
3;1;7487;Caxias-SC;04/02/2004;Fluminense 3 X 1 Caxias-SC - 
0;0;7488;Vasco;08/02/2009;Fluminense 0 X 0 Vasco - 
3;0;7489;América;29/05/1986;Fluminense 3 X 0 América - 
2;1;7490;Americano;12/02/2009;Fluminense 2 X 1 Americano - 
4;0;7491;Tigres;15/02/2009;Fluminense 4 X 0 Tigres - 
1;0;7492;Nacional PB;18/02/2009;Fluminense 1 X 0 Nacional PB - 
0;1;7493;Botafogo;25/02/2009;Fluminense 0 X 1 Botafogo - 
3;0;7494;Nacional PB;05/03/2009;Fluminense 3 X 0 Nacional PB - 
1;0;7495;Mesquita;08/03/2009;Fluminense 1 X 0 Mesquita - 
2;1;7496;Volta Redonda;11/03/2009;Fluminense 2 X 1 Volta Redonda - 
3;1;7497;Macaé;15/03/2009;Fluminense 3 X 1 Macaé - 
3;1;7498;Bangu;21/03/2009;Fluminense 3 X 1 Bangu - 
3;1;7499;Friburguense;24/03/2009;Fluminense 3 X 1 Friburguense - 
2;1;7500;Botafogo;28/03/2009;Fluminense 2 X 1 Botafogo - 
4;0;7501;Campo Grande;05/04/1975;Fluminense 4 X 0 Campo Grande - 
2;0;7502;Campo Grande;18/09/1977;Fluminense 2 X 0 Campo Grande - 
1;0;7503;Volta Redonda;19/10/1977;Fluminense 1 X 0 Volta Redonda - 
2;2;7504;Boavista;02/04/2009;Fluminense 2 X 2 Boavista - 
1;1;7505;Flamengo;05/04/2009;Fluminense 1 X 1 Flamengo - 
0;1;7506;Flamengo;12/04/2009;Fluminense 0 X 1 Flamengo - 
1;2;7507;Águia de Marabá;16/04/2009;Fluminense 1 X 2 Águia de Marabá - 
3;0;7508;Águia de Marabá;22/04/2009;Fluminense 3 X 0 Águia de Marabá - 
2;2;7509;Goiás;30/04/2009;Fluminense 2 X 2 Goiás - 
1;1;7510;América;09/07/1977;Fluminense 1 X 1 América - 
1;1;7511;Goiás;07/05/2009;Fluminense 1 X 1 Goiás - 
1;0;7512;São Paulo;10/05/2009;Fluminense 1 X 0 São Paulo - 
0;1;7513;Corinthians;13/05/2009;Fluminense 0 X 1 Corinthians - 
0;0;7514;Grêmio Prudente;17/05/2009;Fluminense 0 X 0 Grêmio Prudente - 
2;2;7515;Corinthians;20/05/2009;Fluminense 2 X 2 Corinthians - 
1;4;7516;Santos;24/05/2009;Fluminense 1 X 4 Santos - 
1;1;7517;Náutico;31/05/2009;Fluminense 1 X 1 Náutico - 
1;0;7518;Botafogo;07/06/2009;Fluminense 1 X 0 Botafogo - 
0;0;7519;Grêmio;14/06/2009;Fluminense 0 X 0 Grêmio - 
2;3;7520;Avaí;20/06/2009;Fluminense 2 X 3 Avaí - 
0;0;7521;Flamengo;28/06/2009;Fluminense 0 X 0 Flamengo - 
2;4;7522;Corinthians;08/07/2009;Fluminense 2 X 4 Corinthians - 
0;1;7523;Santo André;12/07/2009;Fluminense 0 X 1 Santo André - 
2;4;7524;Internacional;15/07/2009;Fluminense 2 X 4 Internacional - 
1;4;7525;Goiás;18/07/2009;Fluminense 1 X 4 Goiás - 
1;2;7527;Atlético MG;23/07/2009;Fluminense 1 X 2 Atlético MG - 
1;1;7528;Cruzeiro;26/07/2009;Fluminense 1 X 1 Cruzeiro - 
0;1;7529;Palmeiras;29/07/2009;Fluminense 0 X 1 Palmeiras - 
0;1;7530;Athletico PR;02/08/2009;Fluminense 0 X 1 Athletico PR - 
5;1;7531;Sport;06/08/2009;Fluminense 5 X 1 Sport - 
2;2;7532;Vitória BA;09/08/2009;Fluminense 2 X 2 Vitória BA - 
0;0;7533;Flamengo;12/08/2009;Fluminense 0 X 0 Flamengo - 
1;3;7534;Coritiba;16/08/2009;Fluminense 1 X 3 Coritiba - 
0;1;7535;São Paulo;19/08/2009;Fluminense 0 X 1 São Paulo - 
0;0;7536;Grêmio Prudente;23/08/2009;Fluminense 0 X 0 Grêmio Prudente - 
1;1;7537;Flamengo;26/08/2009;Fluminense 1 X 1 Flamengo - 
0;2;7539;Santos;30/08/2009;Fluminense 0 X 2 Santos - 
1;1;7540;Náutico;06/09/2009;Fluminense 1 X 1 Náutico - 
0;0;7541;Botafogo;13/09/2009;Fluminense 0 X 0 Botafogo - 
1;5;7542;Grêmio;20/09/2009;Fluminense 1 X 5 Grêmio - 
2;2;7543;Alianza Atlético;23/09/2009;Fluminense 2 X 2 Alianza Atlético - 
3;2;7544;Avaí;27/09/2009;Fluminense 3 X 2 Avaí - 
4;1;7545;Alianza Atlético;01/10/2009;Fluminense 4 X 1 Alianza Atlético - 
0;2;7546;Flamengo;04/10/2009;Fluminense 0 X 2 Flamengo - 
1;1;7547;Corinthians;07/10/2009;Fluminense 1 X 1 Corinthians - 
2;1;7548;Santo André;10/10/2009;Fluminense 2 X 1 Santo André - 
2;2;7549;Internacional;18/10/2009;Fluminense 2 X 2 Internacional - 
2;2;7550;Universidad de Chile;22/10/2009;Fluminense 2 X 2 Universidad de Chile - 
2;2;7551;Goiás;25/10/2009;Fluminense 2 X 2 Goiás - 
2;1;7552;Atlético MG;29/10/2009;Fluminense 2 X 1 Atlético MG - 
3;2;7553;Cruzeiro;01/11/2009;Fluminense 3 X 2 Cruzeiro - 
1;0;7554;Universidad de Chile;05/11/2009;Fluminense 1 X 0 Universidad de Chile - 
1;0;7555;Palmeiras;08/11/2009;Fluminense 1 X 0 Palmeiras - 
1;0;7556;Cerro Portenho;11/11/2009;Fluminense 1 X 0 Cerro Portenho - 
2;1;7557;Athletico PR;15/11/2009;Fluminense 2 X 1 Athletico PR - 
2;1;7558;Cerro Portenho;18/11/2009;Fluminense 2 X 1 Cerro Portenho - 
3;0;7559;Sport;22/11/2009;Fluminense 3 X 0 Sport - 
1;5;7560;LDU;25/11/2009;Fluminense 1 X 5 LDU - 
4;0;7561;Vitória BA;29/11/2009;Fluminense 4 X 0 Vitória BA - 
3;0;7562;LDU;02/12/2009;Fluminense 3 X 0 LDU - 
1;1;7563;Coritiba;06/12/2009;Fluminense 1 X 1 Coritiba - 
2;1;7564;Vasco;12/12/1929;Fluminense 2 X 1 Vasco - 
2;0;7565;Rio Branco;10/01/2010;Fluminense 2 X 0 Rio Branco - 
3;0;7566;Americano;17/01/2010;Fluminense 3 X 0 Americano - 
3;0;7567;Bangu;20/01/2010;Fluminense 3 X 0 Bangu - 
1;0;7568;Volta Redonda;24/01/2010;Fluminense 1 X 0 Volta Redonda - 
4;0;7569;Duque de Caxias;28/01/2010;Fluminense 4 X 0 Duque de Caxias - 
3;5;7570;Flamengo;31/01/2010;Fluminense 3 X 5 Flamengo - 
3;0;7571;Boavista;04/02/2010;Fluminense 3 X 0 Boavista - 
0;0;7572;Olaria;07/02/2010;Fluminense 0 X 0 Olaria - 
0;0;7573;Vasco;13/02/2010;Fluminense 0 X 0 Vasco - 
1;1;7574;Confiança;24/02/2010;Fluminense 1 X 1 Confiança - 
3;1;7575;Assoc. Atlética da Bahia;01/04/1923;Fluminense 3 X 1 Assoc. Atlética da Bahia - 
5;1;7576;Friburguense;28/02/2010;Fluminense 5 X 1 Friburguense - 
3;0;7577;Tigres;04/03/2010;Fluminense 3 X 0 Tigres - 
2;1;7578;Botafogo;07/03/2010;Fluminense 2 X 1 Botafogo - 
2;0;7579;Confiança;10/03/2010;Fluminense 2 X 0 Confiança - 
1;1;7580;América;13/03/2010;Fluminense 1 X 1 América - 
2;0;7581;Uberaba;17/03/2010;Fluminense 2 X 0 Uberaba - 
2;1;7582;Resende;21/03/2010;Fluminense 2 X 1 Resende - 
3;1;7583;Madureira;24/03/2010;Fluminense 3 X 1 Madureira - 
0;3;7584;Vasco;28/03/2010;Fluminense 0 X 3 Vasco - 
3;1;7585;Macaé;04/04/2010;Fluminense 3 X 1 Macaé - 
2;3;7586;Botafogo;10/04/2010;Fluminense 2 X 3 Botafogo - 
1;0;7587;Portuguesa SP;14/04/2010;Fluminense 1 X 0 Portuguesa SP - 
3;2;7589;Portuguesa SP;22/04/2010;Fluminense 3 X 2 Portuguesa SP - 
2;3;7590;Grêmio;29/04/2010;Fluminense 2 X 3 Grêmio - 
0;2;7591;Grêmio;05/05/2010;Fluminense 0 X 2 Grêmio - 
0;1;7592;Ceará;09/05/2010;Fluminense 0 X 1 Ceará - 
1;0;7593;Atlético GO;15/05/2010;Fluminense 1 X 0 Atlético GO - 
0;1;7594;Corinthians;23/05/2010;Fluminense 0 X 1 Corinthians - 
2;1;7596;Flamengo;26/05/2010;Fluminense 2 X 1 Flamengo - 
3;1;7597;Atlético MG;30/05/2010;Fluminense 3 X 1 Atlético MG - 
2;1;7598;Vitória BA;02/06/2010;Fluminense 2 X 1 Vitória BA - 
3;0;7599;Avaí;05/06/2010;Fluminense 3 X 0 Avaí - 
1;1;7600;Grêmio Prudente;15/07/2010;Fluminense 1 X 1 Grêmio Prudente - 
1;0;7601;Santos;18/07/2010;Fluminense 1 X 0 Santos - 
4;2;7602;Cruzeiro;11/06/1941;Fluminense 4 X 2 Cruzeiro - 
1;0;7603;Cruzeiro;22/07/2010;Fluminense 1 X 0 Cruzeiro - 
1;1;7604;Botafogo;25/07/2010;Fluminense 1 X 1 Botafogo - 
3;1;7605;Athletico PR;31/07/2010;Fluminense 3 X 1 Athletico PR - 
2;1;7606;Grêmio;08/08/2010;Fluminense 2 X 1 Grêmio - 
3;0;7607;Internacional;15/08/2010;Fluminense 3 X 0 Internacional - 
2;2;7608;Vasco;22/08/2010;Fluminense 2 X 2 Vasco - 
3;0;7609;Goiás;25/08/2010;Fluminense 3 X 0 Goiás - 
2;2;7610;São Paulo;29/08/2010;Fluminense 2 X 2 São Paulo - 
1;1;7611;Palmeiras;01/09/2010;Fluminense 1 X 1 Palmeiras - 
1;2;7612;Guarani;05/09/2010;Fluminense 1 X 2 Guarani - 
3;1;7613;Ceará;08/09/2010;Fluminense 3 X 1 Ceará - 
1;2;7614;Atlético GO;11/09/2010;Fluminense 1 X 2 Atlético GO - 
1;2;7616;Corinthians;15/09/2010;Fluminense 1 X 2 Corinthians - 
2;1;7617;Flamengo;15/11/1935;Fluminense 2 X 1 Flamengo - 
0;0;7618;S. C. Internacional;06/09/1903;Fluminense 0 X 0 S. C. Internacional - 
3;3;7619;Flamengo;19/09/2010;Fluminense 3 X 3 Flamengo - 
5;1;7620;Atlético MG;23/09/2010;Fluminense 5 X 1 Atlético MG - 
2;1;7621;Vitória BA;26/09/2010;Fluminense 2 X 1 Vitória BA - 
1;0;7622;Avaí;29/09/2010;Fluminense 1 X 0 Avaí - 
1;1;7623;Grêmio Prudente;02/10/2010;Fluminense 1 X 1 Grêmio Prudente - 
0;3;7624;Santos;06/10/2010;Fluminense 0 X 3 Santos - 
0;1;7625;Cruzeiro;10/10/2010;Fluminense 0 X 1 Cruzeiro - 
0;0;7626;Botafogo;17/10/2010;Fluminense 0 X 0 Botafogo - 
2;2;7627;Athletico PR;24/10/2010;Fluminense 2 X 2 Athletico PR - 
2;0;7628;Grêmio;28/10/2010;Fluminense 2 X 0 Grêmio - 
0;0;7629;Internacional;03/11/2010;Fluminense 0 X 0 Internacional - 
1;0;7630;Vasco;07/11/2010;Fluminense 1 X 0 Vasco - 
1;1;7631;Goiás;14/11/2010;Fluminense 1 X 1 Goiás - 
3;0;7632;Comb. Becar/Varella;11/07/1937;Fluminense 3 X 0 Comb. Becar/Varella - 
4;1;7634;São Paulo;21/11/2010;Fluminense 4 X 1 São Paulo - 
2;1;7636;Palmeiras;28/11/2010;Fluminense 2 X 1 Palmeiras - 
1;0;7637;Guarani;05/12/2010;Fluminense 1 X 0 Guarani - 
1;0;7639;Bangu;20/01/2011;Fluminense 1 X 0 Bangu - 
6;2;7640;Olaria;23/01/2011;Fluminense 6 X 2 Olaria - 
3;1;7641;Macaé;27/01/2011;Fluminense 3 X 1 Macaé - 
4;2;7642;Cabofriense;30/01/2011;Fluminense 4 X 2 Cabofriense - 
3;1;7643;Duque de Caxias;03/02/2011;Fluminense 3 X 1 Duque de Caxias - 
2;3;7644;Botafogo;06/02/2011;Fluminense 2 X 3 Botafogo - 
2;2;7645;Argentinos Juniors;09/02/2011;Fluminense 2 X 2 Argentinos Juniors - 
1;0;7646;Madureira;13/02/2011;Fluminense 1 X 0 Madureira - 
2;2;7647;Boavista;19/02/2011;Fluminense 2 X 2 Boavista - 
0;0;7648;Nacional Uruguai;23/02/2011;Fluminense 0 X 0 Nacional Uruguai - 
0;1;7649;América México;02/03/2011;Fluminense 0 X 1 América México - 
2;1;7650;Resende;05/03/2011;Fluminense 2 X 1 Resende - 
3;1;7651;América;09/03/2011;Fluminense 3 X 1 América - 
0;0;7652;Flamengo;13/03/2011;Fluminense 0 X 0 Flamengo - 
0;2;7653;Boavista;19/03/2011;Fluminense 0 X 2 Boavista - 
3;2;7654;América México;23/03/2011;Fluminense 3 X 2 América México - 
0;0;7655;Vasco;27/03/2011;Fluminense 0 X 0 Vasco - 
2;1;7656;Volta Redonda;02/04/2011;Fluminense 2 X 1 Volta Redonda - 
0;2;7657;Nacional Uruguai;06/04/2011;Fluminense 0 X 2 Nacional Uruguai - 
5;1;7658;Americano;10/04/2011;Fluminense 5 X 1 Americano - 
1;0;7659;Nova Iguaçu;17/04/2011;Fluminense 1 X 0 Nova Iguaçu - 
4;2;7660;Argentinos Juniors;20/04/2011;Fluminense 4 X 2 Argentinos Juniors - 
1;1;7661;Flamengo;24/04/2011;Fluminense 1 X 1 Flamengo - 
3;1;7662;Libertad;28/04/2011;Fluminense 3 X 1 Libertad - 
0;3;7663;Libertad;04/05/2011;Fluminense 0 X 3 Libertad - 
0;2;7664;São Paulo;22/05/2011;Fluminense 0 X 2 São Paulo - 
1;0;7665;Atlético GO;29/05/2011;Fluminense 1 X 0 Atlético GO - 
2;1;7666;Cruzeiro;04/06/2011;Fluminense 2 X 1 Cruzeiro - 
0;2;7667;Corinthians;12/06/2011;Fluminense 0 X 2 Corinthians - 
0;1;7668;Bahia;18/06/2011;Fluminense 0 X 1 Bahia - 
1;0;7669;Avaí;26/06/2011;Fluminense 1 X 0 Avaí - 
3;1;7670;Athletico PR;30/06/2011;Fluminense 3 X 1 Athletico PR - 
0;1;7671;Flamengo;10/07/2011;Fluminense 0 X 1 Flamengo - 
1;3;7672;Coritiba;16/07/2011;Fluminense 1 X 3 Coritiba - 
1;0;7673;Palmeiras;24/07/2011;Fluminense 1 X 0 Palmeiras - 
0;1;7674;Atlético MG;27/07/2011;Fluminense 0 X 1 Atlético MG - 
4;0;7675;Ceará;31/07/2011;Fluminense 4 X 0 Ceará - 
2;0;7676;Internacional;04/08/2011;Fluminense 2 X 0 Internacional - 
0;3;7677;América MG;07/08/2011;Fluminense 0 X 3 América MG - 
1;2;7678;Grêmio;14/08/2011;Fluminense 1 X 2 Grêmio - 
3;0;7679;Figueirense;17/08/2011;Fluminense 3 X 0 Figueirense - 
1;1;7680;Vasco;21/08/2011;Fluminense 1 X 1 Vasco - 
1;2;7681;Santos;24/08/2011;Fluminense 1 X 2 Santos - 
1;2;7683;Botafogo;27/08/2011;Fluminense 1 X 2 Botafogo - 
2;1;7684;São Paulo;31/08/2011;Fluminense 2 X 1 São Paulo - 
3;2;7685;Atlético GO;03/09/2011;Fluminense 3 X 2 Atlético GO - 
2;1;7686;Cruzeiro;07/09/2011;Fluminense 2 X 1 Cruzeiro - 
1;0;7687;Corinthians;11/09/2011;Fluminense 1 X 0 Corinthians - 
0;3;7688;Bahia;18/09/2011;Fluminense 0 X 3 Bahia - 
3;1;7689;Avaí;21/09/2011;Fluminense 3 X 1 Avaí - 
1;1;7690;Athletico PR;24/09/2011;Fluminense 1 X 1 Athletico PR - 
3;2;7691;Santos;01/10/2011;Fluminense 3 X 2 Santos - 
2;3;7692;Flamengo;09/10/2011;Fluminense 2 X 3 Flamengo - 
3;1;7693;Coritiba;13/10/2011;Fluminense 3 X 1 Coritiba - 
2;1;7694;Palmeiras;16/10/2011;Fluminense 2 X 1 Palmeiras - 
0;2;7695;Atlético MG;22/10/2011;Fluminense 0 X 2 Atlético MG - 
2;1;7696;Ceará;29/10/2011;Fluminense 2 X 1 Ceará - 
2;1;7697;Internacional;06/11/2011;Fluminense 2 X 1 Internacional - 
1;2;7698;América MG;12/11/2011;Fluminense 1 X 2 América MG - 
5;4;7699;Grêmio;16/11/2011;Fluminense 5 X 4 Grêmio - 
4;0;7700;Figueirense;20/11/2011;Fluminense 4 X 0 Figueirense - 
1;2;7701;Vasco;27/11/2011;Fluminense 1 X 2 Vasco - 
1;1;7702;Botafogo;04/12/2011;Fluminense 1 X 1 Botafogo - 
3;0;7703;Friburguense;21/01/2012;Fluminense 3 X 0 Friburguense - 
3;0;7704;Volta Redonda;28/01/2012;Fluminense 3 X 0 Volta Redonda - 
1;2;7705;Boavista;01/02/2012;Fluminense 1 X 2 Boavista - 
1;1;7706;Duque de Caxias;04/02/2012;Fluminense 1 X 1 Duque de Caxias - 
1;0;7707;Arsenal de Sarandi;07/02/2012;Fluminense 1 X 0 Arsenal de Sarandi - 
1;2;7708;Vasco;12/02/2012;Fluminense 1 X 2 Vasco - 
3;2;7709;Americano;15/02/2012;Fluminense 3 X 2 Americano - 
3;0;7710;Bangu;18/02/2012;Fluminense 3 X 0 Bangu - 
1;1;7711;Botafogo;23/02/2012;Fluminense 1 X 1 Botafogo - 
3;1;7712;Vasco;26/02/2012;Fluminense 3 X 1 Vasco - 
1;2;7713;Resende;29/02/2012;Fluminense 1 X 2 Resende - 
3;0;7714;Nova Iguaçu;03/03/2012;Fluminense 3 X 0 Nova Iguaçu - 
2;1;7715;Boca Juniors;07/03/2012;Fluminense 2 X 1 Boca Juniors - 
0;2;7716;Flamengo;11/03/2012;Fluminense 0 X 2 Flamengo - 
1;0;7717;Zamora;14/03/2012;Fluminense 1 X 0 Zamora - 
1;3;7718;Macaé;17/03/2012;Fluminense 1 X 3 Macaé - 
2;0;7719;Bonsucesso;24/03/2012;Fluminense 2 X 0 Bonsucesso - 
1;0;7720;Zamora;29/03/2012;Fluminense 1 X 0 Zamora - 
1;1;7721;Botafogo;01/04/2012;Fluminense 1 X 1 Botafogo - 
2;1;7722;Madureira;07/04/2012;Fluminense 2 X 1 Madureira - 
0;2;7723;Boca Juniors;11/04/2012;Fluminense 0 X 2 Boca Juniors - 
5;1;7724;Olaria;15/04/2012;Fluminense 5 X 1 Olaria - 
2;1;7725;Arsenal de Sarandi;18/04/2012;Fluminense 2 X 1 Arsenal de Sarandi - 
2;1;7726;Macaé;21/04/2012;Fluminense 2 X 1 Macaé - 
0;0;7727;Internacional;25/04/2012;Fluminense 0 X 0 Internacional - 
2;0;7728;Volta Redonda;28/04/2012;Fluminense 2 X 0 Volta Redonda - 
4;1;7729;Botafogo;06/05/2012;Fluminense 4 X 1 Botafogo - 
2;1;7730;Internacional;10/05/2012;Fluminense 2 X 1 Internacional - 
1;0;7731;Botafogo;13/05/2012;Fluminense 1 X 0 Botafogo - 
0;1;7732;Boca Juniors;17/05/2012;Fluminense 0 X 1 Boca Juniors - 
1;0;7733;Corinthians;20/05/2012;Fluminense 1 X 0 Corinthians - 
1;1;7734;Boca Juniors;23/05/2012;Fluminense 1 X 1 Boca Juniors - 
2;2;7735;Figueirense;27/05/2012;Fluminense 2 X 2 Figueirense - 
1;1;7736;Santos;06/06/2012;Fluminense 1 X 1 Santos - 
0;0;7737;Internacional;10/06/2012;Fluminense 0 X 0 Internacional - 
4;1;7738;Portuguesa SP;16/06/2012;Fluminense 4 X 1 Portuguesa SP - 
4;1;7739;Atlético GO;24/06/2012;Fluminense 4 X 1 Atlético GO - 
2;0;7740;Náutico;30/06/2012;Fluminense 2 X 0 Náutico - 
1;0;7741;Flamengo;08/07/2012;Fluminense 1 X 0 Flamengo - 
1;1;7742;Botafogo;15/07/2012;Fluminense 1 X 1 Botafogo - 
4;0;7743;Bahia;19/07/2012;Fluminense 4 X 0 Bahia - 
2;1;7744;Ponte Preta;22/07/2012;Fluminense 2 X 1 Ponte Preta - 
0;1;7745;Grêmio;25/07/2012;Fluminense 0 X 1 Grêmio - 
0;0;7746;Atlético MG;29/07/2012;Fluminense 0 X 0 Atlético MG - 
2;0;7747;Coritiba;05/08/2012;Fluminense 2 X 0 Coritiba - 
2;1;7748;São Paulo;09/08/2012;Fluminense 2 X 1 São Paulo - 
1;0;7749;Palmeiras;12/08/2012;Fluminense 1 X 0 Palmeiras - 
1;1;7750;Cruzeiro;15/08/2012;Fluminense 1 X 1 Cruzeiro - 
1;0;7751;Sport;18/08/2012;Fluminense 1 X 0 Sport - 
2;1;7753;Vasco;25/08/2012;Fluminense 2 X 1 Vasco - 
1;1;7754;Corinthians;29/08/2012;Fluminense 1 X 1 Corinthians - 
2;2;7755;Figueirense;01/09/2012;Fluminense 2 X 2 Figueirense - 
3;1;7756;Santos;06/09/2012;Fluminense 3 X 1 Santos - 
1;0;7757;Internacional;09/09/2012;Fluminense 1 X 0 Internacional - 
2;0;7758;Portuguesa SP;12/09/2012;Fluminense 2 X 0 Portuguesa SP - 
1;2;7759;Atlético GO;15/09/2012;Fluminense 1 X 2 Atlético GO - 
2;1;7760;Náutico;22/09/2012;Fluminense 2 X 1 Náutico - 
7;0;7761;Nautico Itacoatiara;02/05/1981;Fluminense 7 X 0 Nautico Itacoatiara - 
1;0;7762;Flamengo;30/09/2012;Fluminense 1 X 0 Flamengo - 
1;0;7763;Botafogo;06/10/2012;Fluminense 1 X 0 Botafogo - 
2;0;7764;Bahia;10/10/2012;Fluminense 2 X 0 Bahia - 
2;1;7765;Ponte Preta;14/10/2012;Fluminense 2 X 1 Ponte Preta - 
2;2;7766;Grêmio;17/10/2012;Fluminense 2 X 2 Grêmio - 
2;3;7767;Atlético MG;21/10/2012;Fluminense 2 X 3 Atlético MG - 
2;1;7768;Coritiba;25/10/2012;Fluminense 2 X 1 Coritiba - 
2;2;7769;Botafogo;08/09/1916;Fluminense 2 X 2 Botafogo - 
1;1;7770;São Paulo;04/11/2012;Fluminense 1 X 1 São Paulo - 
3;2;7772;Palmeiras;11/11/2012;Fluminense 3 X 2 Palmeiras - 
0;2;7773;Cruzeiro;18/11/2012;Fluminense 0 X 2 Cruzeiro - 
2;2;7774;Tupi;08/05/1921;Fluminense 2 X 2 Tupi - 
1;1;7775;Sport;25/11/2012;Fluminense 1 X 1 Sport - 
1;2;7776;Vasco;02/12/2012;Fluminense 1 X 2 Vasco - 
2;0;7777;Nova Iguaçu;20/01/2013;Fluminense 2 X 0 Nova Iguaçu - 
3;1;7781;Olaria;24/01/2013;Fluminense 3 X 1 Olaria - 
1;1;7782;Botafogo;27/01/2013;Fluminense 1 X 1 Botafogo - 
2;2;7783;Friburguense;30/01/2013;Fluminense 2 X 2 Friburguense - 
3;0;7784;Quissamã;02/02/2013;Fluminense 3 X 0 Quissamã - 
1;1;7785;Vasco;09/02/2013;Fluminense 1 X 1 Vasco - 
1;0;7786;Caracas;13/02/2013;Fluminense 1 X 0 Caracas - 
3;1;7787;Volta Redonda;17/02/2013;Fluminense 3 X 1 Volta Redonda - 
0;3;7788;Grêmio;20/02/2013;Fluminense 0 X 3 Grêmio - 
2;2;7789;Madureira;24/02/2013;Fluminense 2 X 2 Madureira - 
2;1;7791;Huachipato;27/02/2013;Fluminense 2 X 1 Huachipato - 
2;3;7792;Vasco;02/03/2013;Fluminense 2 X 3 Vasco - 
1;1;7793;Huachipato;06/03/2013;Fluminense 1 X 1 Huachipato - 
1;0;7794;Audax;17/03/2013;Fluminense 1 X 0 Audax - 
0;0;7796;Duque de Caxias;23/03/2013;Fluminense 0 X 0 Duque de Caxias - 
3;1;7797;Macaé;27/03/2013;Fluminense 3 X 1 Macaé - 
2;0;7798;Boavista;30/03/2013;Fluminense 2 X 0 Boavista - 
2;0;7799;Resende;06/04/2013;Fluminense 2 X 0 Resende - 
0;0;7800;Grêmio;10/04/2013;Fluminense 0 X 0 Grêmio - 
1;3;7801;Flamengo;14/04/2013;Fluminense 1 X 3 Flamengo - 
1;1;7802;Guarani;13/12/1942;Fluminense 1 X 1 Guarani - 
1;0;7803;Caracas;18/04/2013;Fluminense 1 X 0 Caracas - 
2;0;7804;Bangu;21/04/2013;Fluminense 2 X 0 Bangu - 
4;1;7805;Volta Redonda;28/04/2013;Fluminense 4 X 1 Volta Redonda - 
1;2;7806;Emelec;02/05/2013;Fluminense 1 X 2 Emelec - 
0;1;7807;Botafogo;05/05/2013;Fluminense 0 X 1 Botafogo - 
2;0;7808;Emelec;08/05/2013;Fluminense 2 X 0 Emelec - 
0;0;7809;Olimpia;22/05/2013;Fluminense 0 X 0 Olimpia - 
2;1;7810;Athletico PR;26/05/2013;Fluminense 2 X 1 Athletico PR - 
1;2;7811;Olimpia;29/05/2013;Fluminense 1 X 2 Olimpia - 
3;0;7812;Criciúma;02/06/2013;Fluminense 3 X 0 Criciúma - 
1;2;7813;Coritiba;06/06/2013;Fluminense 1 X 2 Coritiba - 
2;1;7814;Goiás;09/06/2013;Fluminense 2 X 1 Goiás - 
1;2;7815;Portuguesa SP;12/06/2013;Fluminense 1 X 2 Portuguesa SP - 
4;3;7816;Orlando City;22/06/2013;Fluminense 4 X 3 Orlando City - 
0;1;7817;Botafogo;07/07/2013;Fluminense 0 X 1 Botafogo - 
0;1;7818;Portuguesa SP;01/06/1990;Fluminense 0 X 1 Portuguesa SP - 
1;1;7819;Palmeiras;04/06/1990;Fluminense 1 X 1 Palmeiras - 
2;3;7820;Internacional;13/07/2013;Fluminense 2 X 3 Internacional - 
1;3;7821;Vasco;21/07/2013;Fluminense 1 X 3 Vasco - 
0;2;7822;Grêmio;28/07/2013;Fluminense 0 X 2 Grêmio - 
1;0;7823;Cruzeiro;31/07/2013;Fluminense 1 X 0 Cruzeiro - 
1;1;7824;Ponte Preta;04/08/2013;Fluminense 1 X 1 Ponte Preta - 
1;1;7825;Vitória BA;07/08/2013;Fluminense 1 X 1 Vitória BA - 
2;3;7826;Flamengo;11/08/2013;Fluminense 2 X 3 Flamengo - 
0;0;7827;Corinthians;14/08/2013;Fluminense 0 X 0 Corinthians - 
1;0;7828;Náutico;17/08/2013;Fluminense 1 X 0 Náutico - 
1;0;7829;Goiás;21/08/2013;Fluminense 1 X 0 Goiás - 
1;2;7830;São Paulo;25/08/2013;Fluminense 1 X 2 São Paulo - 
0;2;7831;Goiás;28/08/2013;Fluminense 0 X 2 Goiás - 
0;2;7832;Santos;31/08/2013;Fluminense 0 X 2 Santos - 
2;2;7833;Atlético MG;04/09/2013;Fluminense 2 X 2 Atlético MG - 
1;0;7834;Bahia;07/09/2013;Fluminense 1 X 0 Bahia - 
1;1;7835;Athletico PR;11/09/2013;Fluminense 1 X 1 Athletico PR - 
2;1;7836;Portuguesa SP;14/09/2013;Fluminense 2 X 1 Portuguesa SP - 
