Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios
Fluminense 1 X 0 Bahia;20230922;1;1;0
Fluminense 1 X 0 Bayern de Munique;20230921;1;1;1
Fluminense 1 X 0 Bayern de Munique;20230922;1;1;1
Fluminense 1 X 0 CRB;20230920;1;1;0
Fluminense 1 X 0 Corinthians;20230920;1;1;0
Fluminense 1 X 0 Corinthians;20230922;1;1;0
Fluminense 1 X 0 Criciuma;20230921;1;1;0
Fluminense 1 X 0 Cruzeiro;20230922;1;1;0
Fluminense 1 X 0 Cuiaba;20230921;1;1;0
Fluminense 1 X 0 Dom Pedro II;20230921;1;1;0
Fluminense 1 X 0 Flamengo;20230918;1;1;1
Fluminense 1 X 0 Flamengo;20230921;1;1;0
Fluminense 1 X 0 Flamengo;20230923;1;1;0
Fluminense 1 X 0 Fortaleza;20230918;1;1;0
Fluminense 1 X 0 Fortaleza;20230921;1;1;0
Fluminense 1 X 0 Friburguense;20230922;1;1;0
Fluminense 1 X 0 Internacional;20230918;1;1;1
Fluminense 1 X 0 Internacional;20230921;1;1;0
Fluminense 1 X 0 LDU;20230919;1;1;0
Fluminense 1 X 0 Madureira;20230923;1;1;0
Fluminense 1 X 0 Moto Club;20230922;1;1;0
Fluminense 1 X 0 Nova Iguacu;20230921;1;1;0
Fluminense 1 X 0 Olaria;20230919;1;1;0
Fluminense 1 X 0 Olaria;20230924;1;1;0
Fluminense 1 X 0 Palmeiras;20230922;1;1;0
Fluminense 1 X 0 Palmeiras;20230924;1;1;0
Fluminense 1 X 0 Portuguesa;20230921;1;1;0
Fluminense 1 X 0 Santos;20230918;1;1;0
Fluminense 1 X 0 Santos;20230920;1;1;0
Fluminense 1 X 0 Santos;20230921;1;1;0
Fluminense 1 X 0 Santos;20230922;1;1;0
Fluminense 1 X 0 Sport;20230921;1;1;0
Fluminense 1 X 0 Sport;20230924;1;1;0
Fluminense 1 X 0 Sao Paulo;20230921;1;1;0
Fluminense 1 X 0 The Strongest;20230918;1;1;0
Fluminense 1 X 0 The Strongest;20230921;1;1;0
Fluminense 1 X 0 The Strongest;20230923;1;1;0
Fluminense 1 X 0 Vasco;20230921;1;1;0
Fluminense 1 X 0 Zamora;20230922;1;1;0
Fluminense 1 X 1 Americano;20230921;1;1;0
Fluminense 1 X 1 America;20230921;1;1;0
Fluminense 1 X 1 America;20230923;1;1;0
Fluminense 1 X 1 America;20230924;1;1;0
Fluminense 1 X 1 Atletico MG;20230918;1;1;0
Fluminense 1 X 1 Atletico MG;20230921;1;1;0
Fluminense 1 X 1 Boavista;20230921;1;1;0
Fluminense 1 X 1 Brasil RS;20230919;1;1;0
Fluminense 1 X 1 Cruzeiro;20230919;1;1;0
Fluminense 1 X 1 Duque de Caxias;20230921;1;1;0
Fluminense 1 X 1 Flamengo;20230920;1;1;0
Fluminense 1 X 1 Gimnasia Y Esgrima;20230924;1;1;0
Fluminense 1 X 1 Juventude;20230921;1;1;0
Fluminense 1 X 1 Nacional Uruguai;20230924;1;1;0
Fluminense 1 X 1 Olaria;20230923;1;1;0
Fluminense 1 X 1 Palmeiras;20230921;1;1;0
Fluminense 1 X 1 Portuguesa SP;20230923;1;1;0
Fluminense 1 X 1 Santos;20230920;1;1;0
Fluminense 1 X 1 Santos;20230921;1;1;0
Fluminense 1 X 1 Santos;20230922;1;1;0
Fluminense 1 X 1 Sporting Cristal;20230918;1;1;0
Fluminense 1 X 1 Sporting Cristal;20230921;1;1;0
Fluminense 1 X 1 Sporting Cristal;20230923;1;1;0
Fluminense 1 X 1 Sao Cristovao;20230921;1;1;0
Fluminense 1 X 1 Sao Cristovao;20230924;1;1;0
Fluminense 1 X 1 Union La Calera;20230918;1;1;0
Fluminense 1 X 1 Vasco;20230918;1;1;0
Fluminense 1 X 1 Vasco;20230921;1;1;0
Fluminense 1 X 1 Vasco;20230923;1;1;0
Fluminense 1 X 1 Vitoria BA;20230922;1;1;0
Fluminense 1 X 1 Volta Redonda;20230924;1;1;0
Fluminense 1 X 2 Atletico MG;20230921;1;1;0
Fluminense 1 X 2 Boavista;20230921;1;1;0
Fluminense 1 X 2 Botafogo;20230921;1;1;0
Fluminense 1 X 2 Flamengo;20230921;1;1;0
Fluminense 1 X 2 Nautico;20230920;1;1;0
Fluminense 1 X 2 Serra;20230922;1;1;0
Fluminense 1 X 3 America;20230921;1;1;0
Fluminense 1 X 3 Botafogo;20230921;1;1;0
Fluminense 1 X 3 Cruzeiro;20230921;1;1;0
Fluminense 1 X 3 Independente SP;20230923;1;1;0
Fluminense 1 X 3 Macae;20230922;1;1;0
Fluminense 1 X 3 Vasco;20230920;1;1;0
Fluminense 1 X 3 Vasco;20230923;1;1;0
Fluminense 1 X 4 Flamengo;20230920;1;1;0
Fluminense 1 X 4 Sao Cristovao;20230921;1;1;0
Fluminense 1 X 4 Sao Cristovao;20230924;1;1;0
Fluminense 10 X 0 Football & Athletic;20230919;1;1;0
Fluminense 2 X 0 America;20230922;1;1;0
Fluminense 2 X 0 America;20230924;1;1;0
Fluminense 2 X 0 America MG;20230921;1;1;0
Fluminense 2 X 0 Argentinos Juniors;20230918;1;1;0
Fluminense 2 X 0 Argentinos Juniors;20230922;1;1;0
Fluminense 2 X 0 Argentinos Juniors;20230923;1;1;0
Fluminense 2 X 0 Arsenal;20230920;1;1;0
Fluminense 2 X 0 Athletico PR;20230918;1;1;0
Fluminense 2 X 0 Athletico PR;20230921;1;1;0
Fluminense 2 X 0 Athletico PR;20230923;1;1;0
Fluminense 2 X 0 Atletico MG;20230918;1;1;0
Fluminense 2 X 0 Avai;20230921;1;1;0
Fluminense 2 X 0 Bahia;20230921;1;1;0
Fluminense 2 X 0 Bangu;20230923;1;1;0
Fluminense 2 X 0 Bangu;20230924;1;1;0
Fluminense 2 X 0 Campo Grande;20230924;1;1;0
Fluminense 2 X 0 Corinthians;20230921;1;1;0
Fluminense 2 X 0 Cuiaba;20230918;1;1;0
Fluminense 2 X 0 Cuiaba;20230921;1;1;0
Fluminense 2 X 0 Cuiaba;20230923;1;1;0
Fluminense 2 X 0 Internacional;20230918;1;1;0
Fluminense 2 X 0 Internacional;20230923;1;1;0
Fluminense 2 X 0 Madureira;20230921;1;1;0
Fluminense 2 X 0 Madureira;20230924;1;1;0
Fluminense 2 X 0 Milionarios;20230921;1;1;0
Fluminense 2 X 0 Olimpia;20230918;1;1;0
Fluminense 2 X 0 Olimpia;20230921;1;1;0
Fluminense 2 X 0 Olimpia;20230923;1;1;0
Fluminense 2 X 0 Olimpique Marselha;20230924;1;1;0
Fluminense 2 X 0 Operario MS;20230923;1;1;1
Fluminense 2 X 0 Paulistano;20230922;1;1;0
Fluminense 2 X 0 Portuguesa SP;20230922;1;1;0
Fluminense 2 X 0 Santa Cruz;20230921;1;1;0
Fluminense 2 X 0 Sao Cristovao;20230919;1;1;0
Fluminense 2 X 0 Vasco;20230921;1;1;0
Fluminense 2 X 0 Volta Redonda;20230922;1;1;0
Fluminense 2 X 1 Americano;20230924;1;1;0
Fluminense 2 X 1 Athletico PR;20230919;1;1;0
Fluminense 2 X 1 Athletico PR;20230921;1;1;0
Fluminense 2 X 1 Bahia;20230918;1;1;0
Fluminense 2 X 1 Bahia;20230921;1;1;0
Fluminense 2 X 1 Bahia;20230924;1;1;0
Fluminense 2 X 1 Bonsucesso;20230924;1;1;0
Fluminense 2 X 1 Botafogo;20230921;1;1;0
Fluminense 2 X 1 Botafogo;20230924;1;1;0
Fluminense 2 X 1 Bragantino;20230918;1;1;0
Fluminense 2 X 1 Bragantino;20230919;1;1;0
Fluminense 2 X 1 Bragantino;20230921;1;1;0
Fluminense 2 X 1 Cabofriense;20230921;1;1;0
Fluminense 2 X 1 Ceara;20230921;1;1;0
Fluminense 2 X 1 Cruzeiro;20230919;1;1;0
Fluminense 2 X 1 Cruzeiro;20230921;1;1;0
Fluminense 2 X 1 Flamengo;20230918;1;1;0
Fluminense 2 X 1 Fortaleza;20230921;1;1;0
Fluminense 2 X 1 Guarani;20230922;1;1;0
Fluminense 2 X 1 Internacional;20230918;1;1;0
Fluminense 2 X 1 Internacional;20230921;1;1;0
Fluminense 2 X 1 Internacional;20230924;1;1;0
Fluminense 2 X 1 Junior Barranquilla;20230921;1;1;0
Fluminense 2 X 1 Macae;20230922;1;1;0
Fluminense 2 X 1 Madureira;20230923;1;1;0
Fluminense 2 X 1 Mangueira;20230923;1;1;0
Fluminense 2 X 1 Nautico;20230922;1;1;0
Fluminense 2 X 1 Palmeiras;20230918;1;1;0
Fluminense 2 X 1 Palmeiras;20230921;1;1;0
Fluminense 2 X 1 Paysandu Cricket;20230922;1;1;0
Fluminense 2 X 1 Picos;20230924;1;1;1
Fluminense 2 X 1 Portuguesa SP;20230922;1;1;0
Fluminense 2 X 1 Rio Cricket;20230923;1;1;0
Fluminense 2 X 1 Santos;20230922;1;1;0
Fluminense 2 X 1 Sergipe;20230918;1;1;0
Fluminense 2 X 1 Sport;20230919;1;1;0
Fluminense 2 X 1 Sport;20230924;1;1;1
Fluminense 2 X 1 Sao Cristovao;20230921;1;1;0
Fluminense 2 X 1 Sao Paulo;20230921;1;1;0
Fluminense 2 X 1 Sao Paulo;20230924;1;1;0
Fluminense 2 X 1 Vasco;20230922;1;1;0
Fluminense 2 X 1 Vitoria BA;20230922;1;1;0
Fluminense 2 X 2 America;20230921;1;1;0
Fluminense 2 X 2 America;20230923;1;1;0
Fluminense 2 X 2 Botafogo;20230921;1;1;0
Fluminense 2 X 2 Coritiba;20230919;1;1;0
Fluminense 2 X 2 Figueirense;20230923;1;1;0
Fluminense 2 X 2 Flamengo;20230923;1;1;0
Fluminense 2 X 2 Flamengo;20230924;1;1;0
Fluminense 2 X 2 Fortaleza;20230921;1;1;0
Fluminense 2 X 2 Goias;20230920;1;1;1
Fluminense 2 X 2 Goias;20230922;1;1;0
Fluminense 2 X 2 Goias;20230923;1;1;1
Fluminense 2 X 2 Palmeiras;20230921;1;1;0
Fluminense 2 X 3 ABC;20230919;1;1;1
Fluminense 2 X 3 Paulistano;20230922;1;1;0
Fluminense 2 X 3 Paulistano;20230924;1;1;0
Fluminense 2 X 3 Sao Cristovao;20230923;1;1;0
Fluminense 2 X 4 America RN;20230919;1;1;0
Fluminense 2 X 5 Flamengo;20230921;1;1;0
Fluminense 3 X 0 America;20230921;1;1;0
Fluminense 3 X 0 Audax;20230921;1;1;0
Fluminense 3 X 0 Bangu;20230921;1;1;0
Fluminense 3 X 0 Bangu;20230923;1;1;0
Fluminense 3 X 0 Botafogo;20230920;1;1;0
Fluminense 3 X 0 Cabofriense;20230918;1;1;0
Fluminense 3 X 0 Chapecoense;20230921;1;1;0
Fluminense 3 X 0 Ferroviaria;20230918;1;1;0
Fluminense 3 X 0 Friburguense;20230921;1;1;0
Fluminense 3 X 0 Goias;20230919;1;1;0
Fluminense 3 X 0 Goias;20230921;1;1;0
Fluminense 3 X 0 Juventude MT;20230921;1;1;0
Fluminense 3 X 0 La Coruña;20230921;1;1;0
Fluminense 3 X 0 Nova Iguacu;20230922;1;1;0
Fluminense 3 X 0 Oriente Petrolero;20230921;1;1;0
Fluminense 3 X 0 Paysandu;20230918;1;1;0
Fluminense 3 X 0 Paysandu;20230921;1;1;0
Fluminense 3 X 0 Paysandu;20230923;1;1;0
Fluminense 3 X 0 Ponte Preta;20230922;1;1;1
Fluminense 3 X 0 Portuguesa;20230921;1;1;0
Fluminense 3 X 0 Santos;20230920;1;1;0
Fluminense 3 X 0 Sao Caetano;20230922;1;1;0
Fluminense 3 X 0 Tiradentes;20230921;1;1;0
Fluminense 3 X 0 Vasco;20230919;1;1;0
Fluminense 3 X 0 Vasco;20230920;1;1;0
Fluminense 3 X 0 Volta Redonda;20230921;1;1;0
Fluminense 3 X 1 America;20230921;1;1;0
Fluminense 3 X 1 America;20230923;1;1;0
Fluminense 3 X 1 America MG;20230918;1;1;0
Fluminense 3 X 1 Banfield;20230920;1;1;0
Fluminense 3 X 1 Boca Juniors;20230922;1;1;0
Fluminense 3 X 1 Coritiba;20230918;1;1;0
Fluminense 3 X 1 Flamengo;20230921;1;1;0
Fluminense 3 X 1 Gremio;20230922;1;1;0
Fluminense 3 X 1 Macae;20230921;1;1;0
Fluminense 3 X 1 Olaria;20230924;1;1;0
Fluminense 3 X 1 Olimpia;20230921;1;1;0
Fluminense 3 X 1 Portuguesa;20230923;1;1;0
Fluminense 3 X 1 Portuguesa SP;20230923;1;1;0
Fluminense 3 X 1 Santos;20230918;1;1;0
Fluminense 3 X 1 Santos;20230924;1;1;0
Fluminense 3 X 1 Sao Cristovao;20230924;1;1;0
Fluminense 3 X 1 Sao Paulo;20230920;1;1;0
Fluminense 3 X 1 Sao Paulo;20230921;1;1;0
Fluminense 3 X 1 Vasco;20230921;1;1;0
Fluminense 3 X 1 Vasco;20230922;1;1;0
Fluminense 3 X 1 Vasco;20230923;1;1;0
Fluminense 3 X 1 Vitoria BA;20230920;1;1;1
Fluminense 3 X 2 Criciuma;20230919;1;1;0
Fluminense 3 X 2 Flamengo;20230921;1;1;0
Fluminense 3 X 2 Madureira;20230921;1;1;0
Fluminense 3 X 2 Parana;20230922;1;1;0
Fluminense 3 X 2 Santos;20230919;1;1;0
Fluminense 3 X 2 Sao Paulo;20230923;1;1;0
Fluminense 3 X 2 Sao Paulo;20230924;1;1;0
Fluminense 3 X 2 Vila Nova GO;20230921;1;1;0
Fluminense 3 X 3 Club de Estudantes;20230923;1;1;0
Fluminense 3 X 3 Cruzeiro;20230919;1;1;0
Fluminense 3 X 5 Flamengo;20230918;1;1;0
Fluminense 4 X 0 Andarai;20230924;1;1;0
Fluminense 4 X 0 Bahia;20230923;1;1;0
Fluminense 4 X 0 Bahia;20230924;1;1;0
Fluminense 4 X 0 Bangu;20230924;1;1;0
Fluminense 4 X 0 Bonsucesso;20230924;1;1;0
Fluminense 4 X 0 Canto do Rio;20230920;1;1;0
Fluminense 4 X 0 Corinthians;20230921;1;1;0
Fluminense 4 X 0 Fuzileiros Navais;20230923;1;1;0
Fluminense 4 X 0 Parana;20230924;1;1;0
Fluminense 4 X 0 Resende;20230921;1;1;0
Fluminense 4 X 0 Tigres;20230920;1;1;0
Fluminense 4 X 0 Tigres;20230924;1;1;0
Fluminense 4 X 1 Bangu;20230921;1;1;0
Fluminense 4 X 1 Botafogo;20230922;1;1;0
Fluminense 4 X 1 Entrerriense;20230920;1;1;0
Fluminense 4 X 1 Flamengo;20230922;1;1;0
Fluminense 4 X 1 Palmeiras;20230920;1;1;0
Fluminense 4 X 1 Palmeiras;20230923;1;1;0
Fluminense 4 X 1 Portuguesa SP;20230923;1;1;0
Fluminense 4 X 1 Vila Isabel;20230924;1;1;0
Fluminense 4 X 2 America;20230924;1;1;0
Fluminense 4 X 2 Atletico MG;20230921;1;1;0
Fluminense 4 X 2 Bangu;20230921;1;1;0
Fluminense 4 X 2 Bangu;20230924;1;1;0
Fluminense 4 X 2 Bonsucesso;20230921;1;1;0
Fluminense 4 X 2 Campo Grande;20230923;1;1;0
Fluminense 4 X 2 Cruzeiro;20230921;1;1;0
Fluminense 4 X 2 Flamengo;20230922;1;1;0
Fluminense 4 X 2 Gremio;20230923;1;1;0
Fluminense 4 X 2 Guarani;20230920;1;1;0
Fluminense 4 X 2 Palmeiras;20230919;1;1;0
Fluminense 4 X 2 Palmeiras;20230920;1;1;1
Fluminense 4 X 2 Palmeiras;20230923;1;1;0
Fluminense 4 X 2 Vasco;20230924;1;1;0
Fluminense 4 X 3 Gama;20230922;1;1;0
Fluminense 4 X 3 Internacional;20230921;1;1;0
Fluminense 4 X 3 Internacional;20230924;1;1;0
Fluminense 5 X 0 Cabofriense;20230922;1;1;0
Fluminense 5 X 0 Salgueiro;20230918;1;1;0
Fluminense 5 X 1 Bangu;20230922;1;1;0
Fluminense 5 X 1 Cruzeiro;20230920;1;1;0
Fluminense 5 X 1 Cruzeiro;20230922;1;1;0
Fluminense 5 X 1 Fluminense Niteroi;20230923;1;1;0
Fluminense 5 X 1 Friburguense;20230918;1;1;0
Fluminense 5 X 1 Madureira;20230921;1;1;0
Fluminense 5 X 1 Olaria;20230922;1;1;0
Fluminense 5 X 1 River Plate;20230918;1;1;0
Fluminense 5 X 1 River Plate;20230921;1;1;0
Fluminense 5 X 1 Volta Redonda;20230919;1;1;0
Fluminense 5 X 2 Eagle;20230923;1;1;0
Fluminense 5 X 2 Sao Cristovao;20230921;1;1;0
Fluminense 5 X 2 Sao Paulo;20230924;1;1;1
Fluminense 5 X 2 Austria Viena;20230921;1;1;0
Fluminense 5 X 3 Atletico MG;20230921;1;1;0
Fluminense 5 X 3 Corinthians;20230923;1;1;0
Fluminense 5 X 3 Palmeiras;20230924;1;1;0
Fluminense 6 X 0 Bonsucesso;20230921;1;1;0
Fluminense 6 X 0 Maranhao;20230922;1;1;0
Fluminense 6 X 0 Sao Cristovao;20230920;1;1;0
Fluminense 6 X 0 Vitoria ES;20230918;1;1;0
Fluminense 6 X 2 Madureira;20230922;1;1;0
Fluminense 6 X 2 Madureira;20230924;1;1;0
Fluminense 7 X 0 Bangu;20230924;1;1;0
Fluminense 7 X 0 Football & Athletic;20230923;1;1;0
Fluminense 7 X 0 Volta Redonda;20230921;1;1;0
Fluminense 7 X 0 Volta Redonda;20230924;1;1;0
Fluminense 7 X 0 Ypiranga;20230924;1;1;0
Fluminense 7 X 1 Bonsucesso;20230921;1;1;0
Fluminense 7 X 1 Juventude;20230918;1;1;1
Fluminense 7 X 1 Juventude;20230919;1;1;1
Fluminense 7 X 2 Botafogo;20230921;1;1;1
Fluminense BA 1 X 2 Fluminense;20230918;1;1;0
Fluminense Friburgo 1 X 2 Fluminense;20230921;1;1;0
Fluminense Niteroi 2 X 8 Fluminense;20230923;1;1;0
Fluminense Niteroi 3 X 4 Fluminense;20230923;1;1;0
Fluminense Niteroi 6 X 8 Fluminense;20230923;1;1;0
Fluminense X Botafogo - Video;20230921;1;1;0
Fluminense X Coritiba - Video;20230921;1;1;0
Fluminense X Cruzeiro - Video;20230919;1;1;0
Fluminense X Cruzeiro - Video;20230921;1;1;0
Fluminense X Internacional - Video;20230919;1;1;0
Fluminense X Vasco - Video;20230921;1;1;0
Fluminense ano a ano;20230918;1;1;0
Fluminense x A. A. Internacional-RJ;20230920;1;1;0
Fluminense x A. A. Internacional-RJ;20230923;1;1;0
Fluminense x A. A. Palmeiras-SP;20230920;1;1;0
Fluminense x A. C. Internacional-SP;20230924;1;1;0
Fluminense x A.I.K.-Suecia;20230919;1;1;0
Fluminense x A.I.K.-Suecia;20230920;1;1;0
Fluminense x A.I.K.-Suecia;20230924;1;1;0
Fluminense x ABC-RN;20230919;1;1;0
Fluminense x AZ 67 Alkmaar-Holanda;20230924;1;1;0
Fluminense x Adaleti Instambul-Turquia;20230920;1;1;0
Fluminense x Adaleti Instambul-Turquia;20230924;1;1;0
Fluminense x Ajaccio-Franca;20230921;1;1;0
Fluminense x Ajaccio-Franca;20230924;1;1;0
Fluminense x Ajax-Holanda;20230920;1;1;0
Fluminense x Ajax-Holanda;20230921;1;1;0
Fluminense x Ajax-Holanda;20230924;1;1;0
Fluminense x Al Ahli Saudi-Arabia Saudita;20230921;1;1;0
Fluminense x Al Ahli Saudi-Arabia Saudita;20230924;1;1;0
Fluminense x Al Ahly-Egito;20230921;1;1;0
Fluminense x Al Ahly-Egito;20230924;1;1;0
Fluminense x Al Shabab-Arabia Saudita;20230921;1;1;0
Fluminense x Al Shabab-Arabia Saudita;20230924;1;1;0
Fluminense x Alecrim-RN;20230918;1;1;0
Fluminense x Alianza Atletico-Peru;20230924;1;1;0
Fluminense x Alianza de Lima-Peru;20230921;1;1;0
Fluminense x Alianza de Lima-Peru;20230924;1;1;0
Fluminense x Amapa/Macapa-CS;20230919;1;1;0
Fluminense x Amapa/Macapa-CS;20230924;1;1;0
Fluminense x Americano RJ-RJ;20230919;1;1;0
Fluminense x Americano-RJ;20230919;1;1;0
Fluminense x America MG-MG;20230918;1;1;0
Fluminense x America MG-MG;20230920;1;1;0
Fluminense x America MG-MG;20230921;1;1;0
Fluminense x America Mexico-Mexico;20230924;1;1;0
Fluminense x America RN-RN;20230919;1;1;0
Fluminense x America Tres Rios-RJ;20230919;1;1;0
Fluminense x America/Atletico MG-CS;20230921;1;1;0
Fluminense x America/Atletico MG-CS;20230924;1;1;0
Fluminense x Anapolina-GO;20230922;1;1;1
Fluminense x Anderletch-Belgica;20230920;1;1;0
Fluminense x Anderletch-Belgica;20230921;1;1;0
Fluminense x Anderletch-Belgica;20230924;1;1;0
Fluminense x Antofagasta-Chile;20230921;1;1;0
Fluminense x Antofagasta-Chile;20230924;1;1;0
Fluminense x Ararat Yerevan-Armenia;20230924;1;1;0
Fluminense x Arsenal de Sarandi-Argentina;20230921;1;1;0
Fluminense x Arsenal de Sarandi-Argentina;20230924;1;1;0
Fluminense x Arsenal-Inglaterra;20230920;1;1;0
Fluminense x Arsenal-Inglaterra;20230924;1;1;0
Fluminense x Ascoli-Italia;20230921;1;1;0
Fluminense x Ascoli-Italia;20230924;1;1;0
Fluminense x Assoc. Atletica da Bahia-BA;20230919;1;1;0
Fluminense x Associacao Campos-CS;20230924;1;1;0
Fluminense x Athletico PR-PR;20230919;1;1;0
Fluminense x Athletico PR-PR;20230920;1;1;0
Fluminense x Athletico PR-PR;20230921;1;1;0
Fluminense x Atlanta-Argentina;20230921;1;1;0
Fluminense x Atlanta-Argentina;20230924;1;1;0
Fluminense x Atletico GO-GO;20230919;1;1;0
Fluminense x Atletico MG-MG;20230920;1;1;0
Fluminense x Atletico MG-MG;20230921;1;1;0
Fluminense x Atletico MG-MG;20230922;1;1;0
Fluminense x Atletico Nacional-Colombia;20230921;1;1;0
Fluminense x Atletico Nacional-Colombia;20230924;1;1;0
Fluminense x Atletico de Bilbao-Espanha;20230924;1;1;0
Fluminense x Atletico de Madrid-Espanha;20230924;1;1;0
Fluminense x Atvidabergs-Suecia;20230924;1;1;0
Fluminense x Audax-RJ;20230918;1;1;0
Fluminense x Augsburg-Alemanha;20230921;1;1;0
Fluminense x Augsburg-Alemanha;20230924;1;1;0
Fluminense x Avai-SC;20230919;1;1;0
Fluminense x Azurra-MG;20230919;1;1;0
Fluminense x Bad Ems-Alemanha;20230924;1;1;0
Fluminense x Bahia-BA;20230918;1;1;0
Fluminense x Bahia-BA;20230919;1;1;0
Fluminense x Bahia-BA;20230921;1;1;0
Fluminense x Banfield-Argentina;20230921;1;1;0
Fluminense x Banfield-Argentina;20230924;1;1;0
Fluminense x Bangu-RJ;20230919;1;1;0
Fluminense x Barcelona Guaiaquil-Equador;20230920;1;1;0
Fluminense x Barcelona Guaiaquil-Equador;20230921;1;1;0
Fluminense x Barcelona Guaiaquil-Equador;20230924;1;1;0
Fluminense x Barcelona-Espanha;20230924;1;1;0
Fluminense x Barra Mansa-RJ;20230921;1;1;0
Fluminense x Barroso-MG;20230918;1;1;0
Fluminense x Basel-Suica;20230918;1;1;0
Fluminense x Basel-Suica;20230921;1;1;0
Fluminense x Basel-Suica;20230924;1;1;0
Fluminense x Bayer Leverkusen-Alemanha;20230921;1;1;0
Fluminense x Bayer Leverkusen-Alemanha;20230922;1;1;0
Fluminense x Bayer Leverkusen-Alemanha;20230924;1;1;0
Fluminense x Bayern de Munique-Alemanha;20230924;1;1;0
Fluminense x Bendel Club-Nigeria;20230924;1;1;0
Fluminense x Benfica Huambo-Angola;20230924;1;1;0
Fluminense x Benfica Luanda-Angola;20230924;1;1;0
Fluminense x Benfica-Portugal;20230921;1;1;0
Fluminense x Benfica-Portugal;20230924;1;1;0
Fluminense x Bergisch Gladbach-Alemanha;20230924;1;1;0
Fluminense x Besiktas-Turquia;20230924;1;1;0
Fluminense x Blumenau-SC;20230919;1;1;0
Fluminense x Boavista-RJ;20230918;1;1;0
Fluminense x Boavista-RJ;20230919;1;1;0
Fluminense x Boca Junior Colombia-Colombia;20230924;1;1;0
Fluminense x Boca Juniors-Argentina;20230919;1;1;0
Fluminense x Boca Juniors-Argentina;20230920;1;1;0
Fluminense x Boca Juniors-Argentina;20230921;1;1;0
Fluminense x Boca Juniors-Argentina;20230922;1;1;0
Fluminense x Boca Juniors-Argentina;20230924;1;1;0
Fluminense x Bolivar-Bolivia;20230924;1;1;0
Fluminense x Bonsucesso-RJ;20230918;1;1;0
Fluminense x Bonsucesso-RJ;20230919;1;1;0
Fluminense x Bonsucesso-RJ;20230920;1;1;0
Fluminense x Bordeaux-Franca;20230924;1;1;0
Fluminense x Borovo-Croacia;20230921;1;1;0
Fluminense x Borovo-Croacia;20230924;1;1;0
Fluminense x Botafogo SP-SP;20230918;1;1;0
Fluminense x Botafogo SP-SP;20230919;1;1;0
Fluminense x Botafogo-RJ;20230920;1;1;0
Fluminense x Bragantino-SP;20230919;1;1;0
Fluminense x Brasil RJ-RJ;20230921;1;1;0
Fluminense x Brasil RS-RS;20230918;1;1;0
Fluminense x Brasiliense-DF;20230919;1;1;0
Fluminense x Brasilia-DF;20230919;1;1;0
Fluminense x Brescia-Italia;20230924;1;1;0
Fluminense x Burgos-Espanha;20230924;1;1;0
Fluminense x C. Potiguar/Baraunas-CS;20230924;1;1;0
Fluminense x C. Rio Branco/S. Ant.-ES;20230924;1;1;0
Fluminense x CEUB-DF;20230918;1;1;0
Fluminense x CEUB-DF;20230919;1;1;0
Fluminense x CRB-AL;20230919;1;1;0
Fluminense x Cabofriense-RJ;20230919;1;1;0
Fluminense x Caiano-PE;20230918;1;1;0
Fluminense x Caracas-Venezuela;20230924;1;1;0
Fluminense x Cardoso Moreira-RJ;20230918;1;1;0
Fluminense x Carioca-RJ;20230924;1;1;0
Fluminense x Caxias ES-ES;20230918;1;1;0
Fluminense x Ceara-CE;20230919;1;1;0
Fluminense x Ceara-CE;20230921;1;1;0
Fluminense x Celta de Vigo-Espanha;20230921;1;1;0
Fluminense x Celta de Vigo-Espanha;20230924;1;1;0
Fluminense x Cerro Portenho-Paraguai;20230921;1;1;0
Fluminense x Cerro Portenho-Paraguai;20230924;1;1;0
Fluminense x Chapecoense-SC;20230919;1;1;0
Fluminense x Colo Colo-Chile;20230924;1;1;0
Fluminense x Colonia-Alemanha;20230921;1;1;0
Fluminense x Colonia-Alemanha;20230924;1;1;0
Fluminense x Comb Icasa/guarani-CS;20230924;1;1;0
Fluminense x Comb Renner/Internacional-CS;20230921;1;1;0
Fluminense x Comb Renner/Internacional-CS;20230924;1;1;0
Fluminense x Comb. Becar/Varella-CS;20230924;1;1;0
Fluminense x Comb. Cerro/Sol de America-Paraguai;20230924;1;1;0
Fluminense x Comb. Municipal-Amer-CS;20230924;1;1;0
Fluminense x Comb. Paranaense-CS;20230919;1;1;0
Fluminense x Comb. Paranaense-CS;20230924;1;1;0
Fluminense x Comb. Pelotas/Farrou-RS;20230924;1;1;0
Fluminense x Combinado Baiano-CS;20230919;1;1;0
Fluminense x Combinado Baiano-CS;20230924;1;1;0
Fluminense x Combinado Borlange-CS;20230920;1;1;0
Fluminense x Combinado Borlange-CS;20230924;1;1;0
Fluminense x Combinado Catarinense-CS;20230924;1;1;0
Fluminense x Combinado Europeu-CS;20230921;1;1;0
Fluminense x Combinado Europeu-CS;20230924;1;1;0
Fluminense x Combinado Helsinki-CS;20230924;1;1;0
Fluminense x Combinado Lyn Skeid-CS;20230921;1;1;0
Fluminense x Combinado Lyn Skeid-CS;20230924;1;1;0
Fluminense x Combinado Maseru-CS;20230921;1;1;0
Fluminense x Combinado Maseru-CS;20230924;1;1;0
Fluminense x Combinado Recife-CS;20230924;1;1;0
Fluminense x Combinado Rivengo-CS;20230924;1;1;0
Fluminense x Combinado Rosario-CS;20230921;1;1;0
Fluminense x Combinado Rosario-CS;20230924;1;1;0
