Cidade;Data;Usuarios;Novos usuarios;Total;DT
Rio de Janeiro;20231003;38;15;40;2023-10-03
Rio de Janeiro;20231007;38;17;41;2023-10-07
Rio de Janeiro;20231002;35;15;44;2023-10-02
Rio de Janeiro;20231004;34;21;35;2023-10-04
Rio de Janeiro;20231008;34;14;37;2023-10-08
Sao Paulo;20231004;14;13;7;2023-10-04
Sao Paulo;20231003;13;10;10;2023-10-03
(not set);20231007;11;11;8;2023-10-07
(not set);20231005;10;9;9;2023-10-05
(not set);20231008;9;7;9;2023-10-08
Sao Paulo;20231005;9;7;8;2023-10-05
Belo Horizonte;20231005;8;7;6;2023-10-05
Brasilia;20231005;8;4;9;2023-10-05
Brasilia;20231006;8;3;7;2023-10-06
(not set);20231006;7;5;6;2023-10-06
Niteroi;20231008;7;3;8;2023-10-08
Sao Paulo;20231002;7;7;6;2023-10-02
Sao Paulo;20231007;6;2;9;2023-10-07
Sao Paulo;20231008;6;2;4;2023-10-08
(not set);20231003;5;4;4;2023-10-03
Brasilia;20231004;5;3;8;2023-10-04
Manaus;20231003;5;4;6;2023-10-03
Niteroi;20231005;5;1;7;2023-10-05
Porto Alegre;20231005;5;3;3;2023-10-05
Sao Paulo;20231006;5;3;6;2023-10-06
(not set);20231004;4;4;1;2023-10-04
Brasilia;20231002;4;3;4;2023-10-02
Brasilia;20231007;4;3;3;2023-10-07
Juiz de Fora;20231005;4;1;5;2023-10-05
Manaus;20231002;4;3;4;2023-10-02
Niteroi;20231006;4;2;4;2023-10-06
(not set);20231002;3;3;2;2023-10-02
Belem;20231006;3;2;3;2023-10-06
Belo Horizonte;20231008;3;2;2;2023-10-08
Brasilia;20231003;3;0;4;2023-10-03
Duque de Caxias;20231008;3;1;2;2023-10-08
Fortaleza;20231004;3;2;3;2023-10-04
Fortaleza;20231005;3;2;2;2023-10-05
Fortaleza;20231006;3;2;3;2023-10-06
Goiania;20231004;3;2;2;2023-10-04
Macae;20231005;3;2;2;2023-10-05
Manaus;20231007;3;3;3;2023-10-07
Niteroi;20231003;3;0;3;2023-10-03
Niteroi;20231004;3;1;3;2023-10-04
Porto Alegre;20231004;3;1;2;2023-10-04
Vitoria;20231004;3;1;3;2023-10-04
Angra dos Reis;20231005;2;1;2;2023-10-05
Araruama;20231006;2;0;2;2023-10-06
Belo Horizonte;20231003;2;2;1;2023-10-03
Belo Horizonte;20231004;2;2;2;2023-10-04
Belo Horizonte;20231006;2;1;3;2023-10-06
Caraguatatuba;20231002;2;1;3;2023-10-02
Caxias do Sul;20231004;2;2;2;2023-10-04
Caxias do Sul;20231008;2;2;1;2023-10-08
Curitiba;20231008;2;2;0;2023-10-08
Duque de Caxias;20231004;2;0;2;2023-10-04
Goiania;20231008;2;2;2;2023-10-08
Itanhaem;20231005;2;1;1;2023-10-05
Itapemirim;20231007;2;2;1;2023-10-07
Macae;20231006;2;1;2;2023-10-06
Manaus;20231006;2;1;1;2023-10-06
Natal;20231003;2;1;2;2023-10-03
Natal;20231004;2;1;1;2023-10-04
Natal;20231005;2;2;1;2023-10-05
Nova Friburgo;20231005;2;2;3;2023-10-05
Nova Friburgo;20231006;2;1;2;2023-10-06
Nova Iguacu;20231008;2;2;2;2023-10-08
Porto Alegre;20231002;2;1;1;2023-10-02
Porto Alegre;20231003;2;0;7;2023-10-03
Porto Alegre;20231006;2;1;2;2023-10-06
Recife;20231008;2;2;1;2023-10-08
Rolandia;20231006;2;1;1;2023-10-06
Salvador;20231005;2;0;2;2023-10-05
Sao Goncalo;20231002;2;1;3;2023-10-02
Sao Goncalo;20231008;2;2;1;2023-10-08
Vila Velha;20231002;2;1;2;2023-10-02
Vila Velha;20231003;2;2;2;2023-10-03
Vila Velha;20231005;2;1;3;2023-10-05
Vila Velha;20231008;2;2;2;2023-10-08
Vitoria;20231007;2;0;2;2023-10-07
Vitoria;20231008;2;1;1;2023-10-08
89032;20231008;1;1;1;2023-10-08
92364;20231008;1;0;1;2023-10-08
Acarau;20231004;1;1;0;2023-10-04
Angra dos Reis;20231006;1;1;1;2023-10-06
Araguaina;20231003;1;1;1;2023-10-03
Araraquara;20231002;1;0;2;2023-10-02
Araruama;20231005;1;0;1;2023-10-05
Assis;20231008;1;1;1;2023-10-08
Atibaia;20231005;1;1;1;2023-10-05
Bambui;20231005;1;0;1;2023-10-05
Barao de Cocais;20231004;1;1;0;2023-10-04
Barra do Garcas;20231007;1;1;0;2023-10-07
Barra do Garcas;20231008;1;1;0;2023-10-08
Bauru;20231005;1;1;1;2023-10-05
Belem;20231003;1;1;1;2023-10-03
Belem;20231005;1;0;2;2023-10-05
Belford Roxo;20231004;1;1;1;2023-10-04
Bergamo;20231007;1;1;1;2023-10-07
Blumenau;20231003;1;1;1;2023-10-03
Blumenau;20231005;1;1;1;2023-10-05
Boa Esperanca;20231007;1;1;1;2023-10-07
Bom Jesus do Itabapoana;20231005;1;0;1;2023-10-05
Braco do Norte;20231007;1;0;1;2023-10-07
Brasilia;20231008;1;0;1;2023-10-08
Buenos Aires;20231006;1;1;1;2023-10-06
Cabo Frio;20231007;1;1;1;2023-10-07
Cabo Frio;20231008;1;1;0;2023-10-08
Cachoeiro de Itapemirim;20231004;1;1;1;2023-10-04
Cachoeiro de Itapemirim;20231008;1;1;1;2023-10-08
Campina Grande;20231004;1;1;1;2023-10-04
Campinas;20231003;1;1;1;2023-10-03
Campinas;20231004;1;1;1;2023-10-04
Campinas;20231005;1;1;0;2023-10-05
Campinas;20231006;1;1;1;2023-10-06
Campinas;20231008;1;1;1;2023-10-08
Campo Grande;20231007;1;0;1;2023-10-07
Campo Grande;20231008;1;0;1;2023-10-08
Campos dos Goytacazes;20231006;1;0;1;2023-10-06
Campos dos Goytacazes;20231008;1;1;1;2023-10-08
Canela;20231004;1;1;1;2023-10-04
Canoas;20231006;1;0;1;2023-10-06
Caraguatatuba;20231004;1;0;1;2023-10-04
Caraguatatuba;20231005;1;1;1;2023-10-05
Caxias do Sul;20231002;1;0;0;2023-10-02
Chennai;20231004;1;1;1;2023-10-04
Colatina;20231004;1;1;0;2023-10-04
Concordia;20231006;1;1;1;2023-10-06
Curitiba;20231002;1;0;1;2023-10-02
Curitiba;20231003;1;0;1;2023-10-03
Curitiba;20231005;1;0;0;2023-10-05
Curitiba;20231006;1;1;1;2023-10-06
Currais Novos;20231007;1;1;1;2023-10-07
Divinopolis;20231005;1;1;1;2023-10-05
Divinopolis;20231007;1;1;1;2023-10-07
Duque de Caxias;20231002;1;1;1;2023-10-02
Esmeraldas;20231004;1;1;1;2023-10-04
Esmeraldas;20231005;1;0;0;2023-10-05
Faro;20231007;1;1;1;2023-10-07
Feira de Santana;20231005;1;1;1;2023-10-05
Flores da Cunha;20231007;1;1;1;2023-10-07
Florianopolis;20231004;1;0;1;2023-10-04
Florianopolis;20231005;1;1;0;2023-10-05
Fortaleza;20231002;1;0;1;2023-10-02
Fortaleza;20231003;1;0;1;2023-10-03
Franca;20231005;1;0;2;2023-10-05
Franca;20231007;1;1;1;2023-10-07
Fredericton;20231004;1;1;0;2023-10-04
Goiania;20231005;1;0;1;2023-10-05
Governador Valadares;20231007;1;1;1;2023-10-07
Guarabira;20231007;1;1;1;2023-10-07
Guarapari;20231002;1;0;1;2023-10-02
Guarulhos;20231005;1;1;0;2023-10-05
Guelph;20231003;1;0;0;2023-10-03
Ilheus;20231006;1;0;1;2023-10-06
Imperatriz;20231002;1;1;1;2023-10-02
Indio;20231008;1;1;0;2023-10-08
Itabira;20231005;1;0;1;2023-10-05
Itaborai;20231005;1;0;1;2023-10-05
Itaborai;20231006;1;0;1;2023-10-06
Itaborai;20231007;1;0;1;2023-10-07
Itacoatiara;20231006;1;1;1;2023-10-06
Itajuba;20231002;1;0;1;2023-10-02
Itaperuna;20231003;1;0;1;2023-10-03
Itaperuna;20231004;1;1;1;2023-10-04
Itaperuna;20231005;1;0;1;2023-10-05
Jaboatao dos Guararapes;20231003;1;1;1;2023-10-03
Jaboatao dos Guararapes;20231004;1;1;1;2023-10-04
Jequie;20231003;1;1;1;2023-10-03
Jequie;20231007;1;1;0;2023-10-07
Ji-Parana;20231002;1;1;0;2023-10-02
Joanopolis;20231006;1;1;0;2023-10-06
Joao Pessoa;20231003;1;0;1;2023-10-03
Joao Pessoa;20231005;1;1;1;2023-10-05
Joao Pessoa;20231007;1;1;1;2023-10-07
Joinville;20231006;1;1;1;2023-10-06
Jose Bonifacio;20231005;1;0;1;2023-10-05
Juiz de Fora;20231003;1;0;1;2023-10-03
Juiz de Fora;20231004;1;1;1;2023-10-04
Juiz de Fora;20231006;1;0;1;2023-10-06
Juiz de Fora;20231008;1;1;0;2023-10-08
Kuala Lumpur;20231006;1;1;0;2023-10-06
Lajeado;20231004;1;1;1;2023-10-04
Leopoldina;20231008;1;0;1;2023-10-08
Liverpool;20231005;1;1;1;2023-10-05
London;20231002;1;1;1;2023-10-02
Macae;20231003;1;0;1;2023-10-03
Macaiba;20231008;1;0;1;2023-10-08
Maceio;20231007;1;0;6;2023-10-07
Maceio;20231008;1;0;4;2023-10-08
Mage;20231004;1;1;1;2023-10-04
Mage;20231007;1;1;0;2023-10-07
Manaus;20231004;1;0;2;2023-10-04
Manaus;20231005;1;0;2;2023-10-05
Marechal Deodoro;20231005;1;0;1;2023-10-05
Marica;20231002;1;0;1;2023-10-02
Marica;20231003;1;0;2;2023-10-03
Marica;20231005;1;0;3;2023-10-05
Marica;20231006;1;0;3;2023-10-06
Marica;20231007;1;0;1;2023-10-07
Muriae;20231006;1;1;1;2023-10-06
Natal;20231002;1;1;1;2023-10-02
Natal;20231008;1;1;1;2023-10-08
Nilopolis;20231005;1;1;1;2023-10-05
Nilopolis;20231006;1;0;1;2023-10-06
Nilopolis;20231007;1;0;1;2023-10-07
Niteroi;20231002;1;0;1;2023-10-02
Niteroi;20231007;1;1;1;2023-10-07
Nova Iguacu;20231002;1;1;1;2023-10-02
Nova Iguacu;20231007;1;1;1;2023-10-07
Novo Gama;20231003;1;0;1;2023-10-03
Paraiba do Sul;20231007;1;1;1;2023-10-07
Paranavai;20231003;1;1;0;2023-10-03
Paraty;20231008;1;1;1;2023-10-08
Parnamirim;20231005;1;0;1;2023-10-05
Patos;20231007;1;1;0;2023-10-07
Peruibe;20231005;1;0;1;2023-10-05
Petropolis;20231003;1;1;1;2023-10-03
Petropolis;20231006;1;0;1;2023-10-06
Piracicaba;20231002;1;1;1;2023-10-02
Pirassununga;20231006;1;1;1;2023-10-06
Piuma;20231005;1;1;1;2023-10-05
Porto;20231004;1;0;1;2023-10-04
Porto Alegre;20231007;1;1;1;2023-10-07
Porto Real;20231002;1;1;1;2023-10-02
Porto Seguro;20231008;1;1;1;2023-10-08
Pouso Alegre;20231002;1;1;1;2023-10-02
Queimados;20231008;1;1;1;2023-10-08
Recife;20231007;1;0;1;2023-10-07
Resende;20231008;1;1;1;2023-10-08
Ribeirao Preto;20231004;1;1;0;2023-10-04
Ribeirao Preto;20231006;1;0;0;2023-10-06
Ribeirao Preto;20231008;1;1;1;2023-10-08
Rio Bonito;20231008;1;0;2;2023-10-08
Rio das Ostras;20231006;1;0;0;2023-10-06
Rio das Ostras;20231007;1;1;1;2023-10-07
Salvador;20231002;1;0;1;2023-10-02
Salvador;20231003;1;0;1;2023-10-03
Salvador;20231004;1;1;1;2023-10-04
Salvador;20231006;1;1;0;2023-10-06
Santa Cruz do Capibaribe;20231006;1;1;1;2023-10-06
Santa Maria;20231003;1;1;1;2023-10-03
Santa Maria;20231008;1;1;1;2023-10-08
Santo Andre;20231002;1;0;1;2023-10-02
Sao Bernardo do Campo;20231002;1;0;1;2023-10-02
Sao Carlos;20231005;1;0;1;2023-10-05
Sao Goncalo;20231004;1;1;1;2023-10-04
Sao Goncalo;20231005;1;1;1;2023-10-05
Sao Goncalo;20231006;1;1;1;2023-10-06
Sao Luis;20231008;1;1;1;2023-10-08
Sao Mateus do Sul;20231006;1;1;1;2023-10-06
Sao Mateus do Sul;20231008;1;0;1;2023-10-08
Sao Pedro da Aldeia;20231005;1;0;1;2023-10-05
Sao Sebastiao;20231007;1;0;2;2023-10-07
Serra;20231002;1;0;1;2023-10-02
Serra;20231007;1;1;1;2023-10-07
Sete Lagoas;20231005;1;1;2;2023-10-05
Setubal;20231005;1;1;1;2023-10-05
Shrewsbury;20231005;1;0;1;2023-10-05
Shrewsbury;20231006;1;0;1;2023-10-06
Sobral;20231004;1;1;1;2023-10-04
Sumare;20231004;1;1;1;2023-10-04
Teresina;20231004;1;0;1;2023-10-04
Teresina;20231006;1;1;1;2023-10-06
Teresopolis;20231005;1;0;1;2023-10-05
Tiangua;20231003;1;1;1;2023-10-03
Uberlandia;20231004;1;1;1;2023-10-04
Uberlandia;20231006;1;0;0;2023-10-06
Varginha;20231005;1;0;1;2023-10-05
Viamao;20231005;1;0;1;2023-10-05
Viana;20231002;1;1;1;2023-10-02
Vicosa;20231002;1;1;1;2023-10-02
Vila Nova de Gaia;20231005;1;1;0;2023-10-05
Vila Velha;20231004;1;0;1;2023-10-04
Vitoria;20231003;1;1;2;2023-10-03
Vitoria;20231005;1;1;1;2023-10-05
Vitoria;20231006;1;0;1;2023-10-06
Vitoria da Conquista;20231008;1;0;1;2023-10-08
Volta Redonda;20231004;1;1;0;2023-10-04
Volta Redonda;20231005;1;1;1;2023-10-05
Wroclaw;20231007;1;1;1;2023-10-07
Goiania;20231002;0;0;0;2023-10-02
Joao Pessoa;20231002;0;0;0;2023-10-02
Joao Pessoa;20231004;0;0;0;2023-10-04
Joao Pessoa;20231006;0;0;0;2023-10-06
Jundiai;20231005;0;0;0;2023-10-05
Macae;20231004;0;0;0;2023-10-04
Recife;20231003;0;0;0;2023-10-03
Recife;20231006;0;0;0;2023-10-06
Shrewsbury;20231007;0;0;0;2023-10-07
Taubate;20231007;0;0;0;2023-10-07
