Título;Extenso;Sessões;Usuários;Novos usuários;Data
Ranking de Camisas;20230927;1;1;0;27/09/2023
Ranking de Camisas;20230930;1;1;0;30/09/2023
Ranking de Campanhas;20230929;1;1;0;29/09/2023
Ranking de gols por tipo;20230928;1;1;0;28/09/2023
Raphael Claus;20230925;1;1;0;25/09/2023
Raulino de Oliveira;20230926;1;1;0;26/09/2023
Rayo Vallecano 2 X 2 Fluminense;20230930;1;1;0;30/09/2023
Real Madrid 0 X 2 Fluminense;20230927;1;1;0;27/09/2023
Real Madrid 0 X 2 Fluminense;20230930;1;1;0;30/09/2023
Real Madrid 2 X 0 Fluminense;20230930;1;1;0;30/09/2023
Reginaldo 2018;20231001;1;1;0;01/10/2023
Remo 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Renato Chaves 2018;20230925;1;1;0;25/09/2023
Renato Gaucho 1997;20230925;1;1;0;25/09/2023
Renato Gaucho 1997;20230926;1;1;0;26/09/2023
Rene 1992;20230927;1;1;0;27/09/2023
Resende 0 X 2 Fluminense;20230927;1;1;0;27/09/2023
Rhayner 2013;20230925;1;1;0;25/09/2023
Rhayner 2013;20231001;1;1;0;01/10/2023
Riazor;20230930;1;1;1;30/09/2023
Ribeiro Junqueira 0 X 3 Fluminense;20231001;1;1;0;01/10/2023
Ricardo Lopes 1986;20230929;1;1;1;29/09/2023
Ricardo Lopes 1986;20231002;1;1;1;02/10/2023
Ricardo Rocha 1996;20231001;1;1;1;01/10/2023
Rio Branco 2 X 0 Fluminense;20230925;1;1;0;25/09/2023
Rio Branco 4 X 4 Fluminense;20230928;1;1;0;28/09/2023
Rio Cricket 0 X 3 Fluminense;20230925;1;1;1;25/09/2023
Rio Cricket 1 X 3 Fluminense;20230926;1;1;0;26/09/2023
Rio Football Club 0 X 8 Fluminense;20230925;1;1;0;25/09/2023
Rio Football Club 0 X 8 Fluminense;20230926;1;1;0;26/09/2023
Rio Football Club 0 X 8 Fluminense;20231001;1;1;0;01/10/2023
River 0 X 5 Fluminense;20231001;1;1;0;01/10/2023
River Plate 2 X 0 Fluminense;20230927;1;1;0;27/09/2023
Robertinho 1982;20230926;1;1;0;26/09/2023
Robinho 2018;20231001;1;1;0;01/10/2023
Robson 1999;20230925;1;1;0;25/09/2023
Robson 1999;20230926;1;1;0;26/09/2023
Robson 1999;20230927;1;1;1;27/09/2023
Robson 1999;20230928;1;1;1;28/09/2023
Rodolfo Soares 2006;20231001;1;1;0;01/10/2023
Rodrigo 1963;20230930;1;1;0;30/09/2023
Rodrigo Carbone 1996;20230929;1;1;1;29/09/2023
Rodrigues Neto 1977;20231001;1;1;0;01/10/2023
Roger 2008;20230926;1;1;0;26/09/2023
Roger 2009;20230926;1;1;0;26/09/2023
Rogerinho 1997;20230926;1;1;0;26/09/2023
Roma 0 X 1 Fluminense;20230925;1;1;0;25/09/2023
Roma 0 X 1 Fluminense;20231001;1;1;0;01/10/2023
Romeu 2009;20231002;1;1;0;02/10/2023
Romario 2004;20230925;1;1;0;25/09/2023
Ronald 1997;20230926;1;1;0;26/09/2023
Ronald 1997;20230929;1;1;0;29/09/2023
Ronaldo 1998;20230925;1;1;0;25/09/2023
Royal 0 X 2 Fluminense;20230928;1;1;0;28/09/2023
Royal 0 X 3 Fluminense;20230930;1;1;0;30/09/2023
Royal Antwerp 0 X 0 Fluminense;20231001;1;1;0;01/10/2023
Rua Ferrer;20230925;1;1;0;25/09/2023
Rubens de Souza Carvalho;20230926;1;1;0;26/09/2023
Regis 1988;20230926;1;1;0;26/09/2023
Regis 2002;20230926;1;1;0;26/09/2023
Regis 2002;20231001;1;1;0;01/10/2023
SSV 05 Reutlinger 0 X 2 Fluminense;20231001;1;1;0;01/10/2023
Saldo de placar em estadio;20230930;1;1;0;30/09/2023
Samarone 1971;20230929;1;1;0;29/09/2023
Samarone 1971;20230930;1;1;0;30/09/2023
Samuel Xavier 2023;20230925;1;1;0;25/09/2023
Sandro 1992;20230930;1;1;1;30/09/2023
Sandro Meira Ricci;20230928;1;1;0;28/09/2023
Santa Cruz 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Santa Cruz 1 X 2 Fluminense;20230929;1;1;1;29/09/2023
Santa Cruz 2 X 0 Fluminense;20231001;1;1;0;01/10/2023
Santo Andre 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Santos 1 X 1 Fluminense;20230927;1;1;0;27/09/2023
Santos 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Santos 1 X 1 Fluminense;20231001;1;1;0;01/10/2023
Santos 2 X 1 Fluminense;20230930;1;1;0;30/09/2023
Santos 2 X 1 Fluminense;20231001;1;1;0;01/10/2023
Santos 2 X 2 Fluminense;20230930;1;1;0;30/09/2023
Santos 2 X 2 Fluminense;20231001;1;1;0;01/10/2023
Santos 2 X 4 Fluminense;20230930;1;1;0;30/09/2023
Santos 3 X 0 Fluminense;20230926;1;1;0;26/09/2023
Santos 4 X 1 Fluminense;20230925;1;1;0;25/09/2023
Schuback 1904;20230926;1;1;0;26/09/2023
Schuback 1904;20230928;1;1;0;28/09/2023
Sebastiao Rufino;20230925;1;1;0;25/09/2023
Sel. Miguel Pereira 0 X 4 Fluminense;20230930;1;1;0;30/09/2023
Sel. Vale do Paraiba 0 X 9 Fluminense;20230930;1;1;0;30/09/2023
Selecao Argelia 0 X 0 Fluminense;20230930;1;1;0;30/09/2023
Selecao Argelia 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Selecao Ariquemes 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Selecao Barreiras 1 X 3 Fluminense;20230930;1;1;0;30/09/2023
Selecao Camaroes 1 X 3 Fluminense;20230930;1;1;0;30/09/2023
Selecao Coreia 0 X 0 Fluminense;20230930;1;1;0;30/09/2023
Selecao Cuiaba 1 X 2 Fluminense;20230925;1;1;0;25/09/2023
Selecao El Salvador 2 X 3 Fluminense;20231002;1;1;0;02/10/2023
Selecao Huambo 1 X 2 Fluminense;20230930;1;1;0;30/09/2023
Selecao Ilheus 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Selecao Japao 0 X 0 Fluminense;20230930;1;1;0;30/09/2023
Selecao Martinica 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Selecao Martinica 1 X 1 Fluminense;20231001;1;1;0;01/10/2023
Selecao Olimpica Coreia do Sul 0 X 3 Fluminense;20230929;1;1;0;29/09/2023
Selecao Olimpica Coreia do Sul 0 X 3 Fluminense;20230930;1;1;0;30/09/2023
Selecao Paraguai 0 X 0 Fluminense;20230930;1;1;0;30/09/2023
Selecao Porto Seguro 1 X 9 Fluminense;20231001;1;1;0;01/10/2023
Selecao Rondonia 1 X 2 Fluminense;20231001;1;1;0;01/10/2023
Selecao Senegal 0 X 7 Fluminense;20230930;1;1;0;30/09/2023
Sequencia de Camisa;20230925;1;1;0;25/09/2023
Sequencia de Placar por ano;20230927;1;1;0;27/09/2023
Sequencias;20230927;1;1;0;27/09/2023
Sequencias como mandante;20230928;1;1;0;28/09/2023
Sequencias da Tricolor 1980 - 1981;20230925;1;1;0;25/09/2023
Sequencias em 2023;20230927;1;1;0;27/09/2023
Serginho 1993;20230926;1;1;0;26/09/2023
Sergio Americo 1970;20230925;1;1;1;25/09/2023
Sergio Americo 1970;20230927;1;1;1;27/09/2023
Sergio Americo 1970;20230928;1;1;1;28/09/2023
Serra 0 X 1 Fluminense;20231001;1;1;0;01/10/2023
Serrano 0 X 3 Fluminense;20230926;1;1;1;26/09/2023
Servette 1 X 2 Fluminense;20230930;1;1;0;30/09/2023
Sobradinho 0 X 1 Fluminense;20230930;1;1;0;30/09/2023
Somalia 2008;20230929;1;1;0;29/09/2023
Sorlei 1995;20230926;1;1;0;26/09/2023
Sornoza 2018;20231001;1;1;0;01/10/2023
Spal 2 X 3 Fluminense;20230930;1;1;0;30/09/2023
Sport 1 X 0 Fluminense;20230926;1;1;0;26/09/2023
Sport 1 X 1 Fluminense;20230925;1;1;0;25/09/2023
Sport 1 X 1 Fluminense;20231001;1;1;0;01/10/2023
Sport 2 X 1 Fluminense;20230930;1;1;0;30/09/2023
Sporting 0 X 3 Fluminense;20230925;1;1;0;25/09/2023
Sporting Cristal 1 X 3 Fluminense;20230927;1;1;0;27/09/2023
Sporting Cristal 1 X 3 Fluminense;20230928;1;1;0;28/09/2023
Sporting Cristal 1 X 3 Fluminense;20230929;1;1;0;29/09/2023
Sporting Gijon 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Standard Liege 3 X 4 Fluminense;20231001;1;1;0;01/10/2023
Salvyo 1934;20230927;1;1;0;27/09/2023
Sao Caetano 1 X 1 Fluminense;20231001;1;1;0;01/10/2023
Sao Cristovao 0 X 1 Fluminense;20230928;1;1;0;28/09/2023
Sao Cristovao 0 X 1 Fluminense;20230929;1;1;0;29/09/2023
Sao Cristovao 0 X 3 Fluminense;20230925;1;1;0;25/09/2023
Sao Cristovao 0 X 3 Fluminense;20230929;1;1;0;29/09/2023
Sao Cristovao 0 X 3 Fluminense;20230930;1;1;0;30/09/2023
Sao Cristovao 1 X 1 Fluminense;20230925;1;1;0;25/09/2023
Sao Cristovao 1 X 3 Fluminense;20231001;1;1;0;01/10/2023
Sao Cristovao 1 X 8 Fluminense;20230930;1;1;1;30/09/2023
Sao Paulo 0 X 2 Fluminense;20230930;1;1;0;30/09/2023
Sao Paulo 1 X 0 Fluminense;20231001;1;1;0;01/10/2023
Sao Paulo 1 X 1 Fluminense;20230925;1;1;0;25/09/2023
Sao Paulo 2 X 0 Fluminense;20230927;1;1;0;27/09/2023
Sao Paulo 2 X 0 Fluminense;20230930;1;1;0;30/09/2023
Sao Paulo 2 X 1 Fluminense;20230930;1;1;0;30/09/2023
Sao Paulo 2 X 2 Fluminense;20230930;1;1;0;30/09/2023
Sao Raimundo 0 X 1 Fluminense;20231001;1;1;0;01/10/2023
Sao Raimundo PA 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Sergio Araujo 1990;20231001;1;1;0;01/10/2023
Sergio Cosme 1972;20230928;1;1;1;28/09/2023
Sergio Manoel 1993;20230926;1;1;0;26/09/2023
Sergio Manoel 1993;20230929;1;1;0;29/09/2023
Sirio Libanes-GO 1 X 8 Fluminense;20230930;1;1;0;30/09/2023
Taguatinga 2 X 2 Fluminense;20230930;1;1;0;30/09/2023
Tarancon 1 X 12 Fluminense;20230930;1;1;0;30/09/2023
Tato 1988;20230926;1;1;0;26/09/2023
Taca Arnaldo Guinle e Taca Fla 1935;20230926;1;1;0;26/09/2023
Taca Centenario do Fluminense 2002;20230926;1;1;0;26/09/2023
Taca Rivadavia Correia Meyer;20230929;1;1;0;29/09/2023
Taca Robinwood 1981;20230926;1;1;0;26/09/2023
Taca dos Campeoes;20230929;1;1;0;29/09/2023
Team Buchan 2 X 3 Fluminense;20230926;1;1;0;26/09/2023
Tec - Abel;20230925;1;1;0;25/09/2023
Tec - Abel;20230930;1;1;0;30/09/2023
Tec - Admildo Chirol;20231001;1;1;1;01/10/2023
Tec - Gilson Nunes;20230930;1;1;0;30/09/2023
Tec - Oswaldo de Oliveira;20230926;1;1;0;26/09/2023
Tec - Paulo Emilio;20231001;1;1;0;01/10/2023
Tec - Roger Machado;20230926;1;1;0;26/09/2023
Tec - Sergio Cosme;20230929;1;1;0;29/09/2023
Tec - Tim;20230929;1;1;0;29/09/2023
Telles 1931;20230927;1;1;0;27/09/2023
Tele 1961;20230926;1;1;0;26/09/2023
Tele 1961;20230930;1;1;0;30/09/2023
Temporada 1997;20230930;1;1;0;30/09/2023
Temporada 1998;20230930;1;1;0;30/09/2023
Temporada 1999;20230930;1;1;0;30/09/2023
Temporada 2010;20230930;1;1;0;30/09/2023
Temporada 2012;20230930;1;1;0;30/09/2023
Temporada 2014;20230930;1;1;0;30/09/2023
Temporada 2016;20230930;1;1;0;30/09/2023
Temporada 2017;20230930;1;1;0;30/09/2023
Temporada 2019;20231001;1;1;0;01/10/2023
Terceira 2022;20230928;1;1;0;28/09/2023
The Strongest 1 X 0 Fluminense;20230927;1;1;0;27/09/2023
The Strongest 1 X 0 Fluminense;20230928;1;1;0;28/09/2023
Thiago Neves 2013;20230928;1;1;0;28/09/2023
Thiago Silva 2008;20230928;1;1;0;28/09/2023
Thiaguinho 2010;20230926;1;1;0;26/09/2023
Tiguta 1968;20230926;1;1;1;26/09/2023
Time Base;20230926;1;1;0;26/09/2023
Time Base;20230927;1;1;0;27/09/2023
Time Base;20231001;1;1;0;01/10/2023
Time Base de 1941;20231001;1;1;0;01/10/2023
Time Base de 1942;20231001;1;1;0;01/10/2023
Time Base de 1970;20230927;1;1;0;27/09/2023
Time Base de 1984;20230927;1;1;0;27/09/2023
Time Base de 1995;20230927;1;1;0;27/09/2023
Time Base de 1995;20231001;1;1;0;01/10/2023
Time Base de 2002;20230927;1;1;0;27/09/2023
Time Base de 2003;20230927;1;1;0;27/09/2023
Time Base de 2004;20230927;1;1;0;27/09/2023
Time Base de 2005;20230927;1;1;0;27/09/2023
Time Base de 2006;20230927;1;1;0;27/09/2023
Time Base de 2007;20230927;1;1;0;27/09/2023
Time Base de 2010;20231001;1;1;0;01/10/2023
Time Base de 2012;20231001;1;1;0;01/10/2023
Time Base de 2018;20230926;1;1;0;26/09/2023
Time Base de 2019;20230926;1;1;0;26/09/2023
Times do Sul;20230925;1;1;0;25/09/2023
Todas as camisas;20230928;1;1;0;28/09/2023
Todos os Jogos apitados por Anderson Daronco;20231001;1;1;0;01/10/2023
Todos os Jogos apitados por Wagner Tardelli;20230929;1;1;0;29/09/2023
Todos os Jogos contra Athletico PR-PR;20230929;1;1;0;29/09/2023
Todos os Jogos contra Botafogo-RJ;20231002;1;1;0;02/10/2023
Todos os Jogos contra Bragantino-SP;20231001;1;1;0;01/10/2023
Todos os Jogos contra Campo Grande-RJ;20230929;1;1;0;29/09/2023
Todos os Jogos contra Chapecoense-SC;20231001;1;1;0;01/10/2023
Todos os Jogos contra Cruzeiro-MG;20230926;1;1;0;26/09/2023
Todos os Jogos contra Cruzeiro-MG;20231001;1;1;0;01/10/2023
Todos os Jogos contra Deportivo Galicia-Venezuela;20231001;1;1;1;01/10/2023
Todos os Jogos contra Eduardo Coudet;20230928;1;1;0;28/09/2023
Todos os Jogos contra Eduardo Coudet;20230929;1;1;0;29/09/2023
Todos os Jogos contra Flamengo-RJ;20230929;1;1;0;29/09/2023
Todos os Jogos contra Francisco Campos;20230927;1;1;0;27/09/2023
Todos os Jogos contra Juiz de Fora-MG;20230926;1;1;0;26/09/2023
Todos os Jogos contra Mario Sergio;20230926;1;1;0;26/09/2023
Todos os Jogos contra Vagner Mancini;20230929;1;1;0;29/09/2023
Todos os Jogos contra Vasco-RJ;20230925;1;1;0;25/09/2023
Todos os Jogos contra Vasco-RJ;20230927;1;1;0;27/09/2023
Todos os Jogos contra Vasco-RJ;20230928;1;1;0;28/09/2023
Todos os Jogos contra Vasco-RJ;20230929;1;1;0;29/09/2023
Todos os Jogos de Fernando Diniz;20230930;1;1;0;30/09/2023
Todos os Jogos de Fernando Diniz;20231001;1;1;0;01/10/2023
Todos os Jogos do Fred;20230929;1;1;0;29/09/2023
Todos os Jogos do German Cano;20230930;1;1;0;30/09/2023
Todos os Jogos do Guga;20230928;1;1;0;28/09/2023
Todos os Jogos do Hercules;20230928;1;1;0;28/09/2023
Todos os Jogos no(a) Arena Pantanal;20230929;1;1;0;29/09/2023
Todos os Jogos no(a) Engenheiro Araripe;20230929;1;1;1;29/09/2023
Todos os Jogos no(a) Maracana;20230928;1;1;0;28/09/2023
Todos os Jogos no(a) Maracana;20231001;1;1;0;01/10/2023
Todos os Jogos no(a) Rua Bariri;20230928;1;1;1;28/09/2023
Todos os Jogos no(a) Rua Bariri;20230930;1;1;1;30/09/2023
Todos os jogos contra Adversario em campeonato;20230929;1;1;0;29/09/2023
Todos os jogos em campeonato;20230927;1;1;0;27/09/2023
Todos os jogos em campeonato;20230929;1;1;0;29/09/2023
Todos os jogos em campeonato;20230930;1;1;0;30/09/2023
Todos os jogos em estadio;20230928;1;1;0;28/09/2023
Todos os jogos em estadio;20230929;1;1;0;29/09/2023
Todos os jogos no(a) Brasileiro;20230927;1;1;0;27/09/2023
Todos os jogos no(a) Conmebol;20230925;1;1;0;25/09/2023
Todos os jogos no(a) Conmebol;20230928;1;1;0;28/09/2023
Todos os jogos no(a) Copa Sul Americana;20230925;1;1;0;25/09/2023
Todos os jogos no(a) Copa Sul Americana;20230928;1;1;0;28/09/2023
Todos os jogos no(a) Copa do Brasil;20230926;1;1;0;26/09/2023
Todos os jogos no(a) Copa do Brasil;20230930;1;1;0;30/09/2023
Torino 0 X 2 Fluminense;20230930;1;1;0;30/09/2023
Torino 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Torneio Colombino;20230929;1;1;0;29/09/2023
Torneio IV Centenario;20230929;1;1;0;29/09/2023
Torneio IV Centenario 1965;20230929;1;1;0;29/09/2023
Torneio Quadrangular;20230929;1;1;0;29/09/2023
Torneio Rio-Sao Paulo;20230929;1;1;0;29/09/2023
Torneio Rio-Sao Paulo 1960;20230926;1;1;0;26/09/2023
Torneio Rio-Sao Paulo 1962;20230928;1;1;0;28/09/2023
Torneio Roberto Gomes Pedrosa;20230929;1;1;0;29/09/2023
Torneio de Kiev;20231001;1;1;0;01/10/2023
Torneio de Kiev 1989;20230925;1;1;0;25/09/2023
Torneio de Verao Rio;20230929;1;1;0;29/09/2023
Torneio de Zurich;20230926;1;1;0;26/09/2023
Treinador com mais jogos;20230927;1;1;0;27/09/2023
Treinador com mais jogos;20231002;1;1;0;02/10/2023
Triangular Rio 1954;20230929;1;1;0;29/09/2023
Tricolor 1905;20230925;1;1;0;25/09/2023
Tricolor 1906 - 1912;20230926;1;1;0;26/09/2023
Tricolor 1974 - 1978;20230930;1;1;0;30/09/2023
Tricolor 1987 - 1990;20230927;1;1;0;27/09/2023
Tricolor 1995;20230928;1;1;0;28/09/2023
Tricolor 1998;20230930;1;1;1;30/09/2023
Tricolor 1999 - 2000 em 2000;20230925;1;1;0;25/09/2023
Tricolor 1999 - 2000 em 2001;20230925;1;1;0;25/09/2023
Tricolor 2001 - 2002 em 2001;20230925;1;1;0;25/09/2023
Tricolor 2008 em 2008;20230925;1;1;0;25/09/2023
Tricolor 2008 em 2009;20230925;1;1;0;25/09/2023
Tricolor 2009;20230927;1;1;0;27/09/2023
Tricolor 2009 em 2009;20230925;1;1;0;25/09/2023
Tricolor 2013 - 2014 em 2013;20230925;1;1;0;25/09/2023
Tricolor 2016 em 2017;20230925;1;1;0;25/09/2023
Tricolor 2017-2018 em 2017;20230925;1;1;0;25/09/2023
Tricolor 2017-2018 em 2018;20230925;1;1;0;25/09/2023
Tricolor 2017-2018 em 2019;20230925;1;1;0;25/09/2023
Tricolor 2019 em 2019;20230925;1;1;0;25/09/2023
Tricolor 2021;20230928;1;1;0;28/09/2023
Tricolor 2023;20230928;1;1;0;28/09/2023
Tricolor 2023 no(a) Brasileiro;20230925;1;1;0;25/09/2023
Trofeu Teresa Herrera;20230929;1;1;0;29/09/2023
Trofeu Luiz Penido;20230929;1;1;0;29/09/2023
Trofeu Luiz Penido 2012;20230925;1;1;0;25/09/2023
Tupinambas 2 X 3 Fluminense;20231001;1;1;0;01/10/2023
Tuta 2006;20230929;1;1;0;29/09/2023
Te 1975;20230929;1;1;1;29/09/2023
Te 1975;20231001;1;1;0;01/10/2023
Tecnico por tempo determinado;20231001;1;1;0;01/10/2023
Tecnico x Adversario;20230928;1;1;0;28/09/2023
Tecnico x Adversario;20230930;1;1;0;30/09/2023
Tecnicos;20231001;1;1;0;01/10/2023
Titulos em 1987;20230925;1;1;0;25/09/2023
Titulos em 1989;20230925;1;1;0;25/09/2023
Titulos em 1995;20230925;1;1;0;25/09/2023
Titulos em 1998;20230925;1;1;0;25/09/2023
Titulos em 1999;20230925;1;1;0;25/09/2023
Titulos em 2002;20230925;1;1;0;25/09/2023
Titulos em 2005;20230925;1;1;0;25/09/2023
Titulos em 2007;20230925;1;1;0;25/09/2023
Titulos em 2010;20230925;1;1;0;25/09/2023
Titulos em 2012;20230925;1;1;0;25/09/2023
Titulos em 2016;20230925;1;1;0;25/09/2023
Titulos por Campeonato;20230925;1;1;0;25/09/2023
Titulos por Campeonato;20230928;1;1;0;28/09/2023
Titulos por ano;20230925;1;1;0;25/09/2023
Tulio 1999;20230925;1;1;0;25/09/2023
Uberlandia 2 X 3 Fluminense;20230927;1;1;0;27/09/2023
Ubiraci 1965;20230930;1;1;1;30/09/2023
Udinese 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Union Santa Fe 0 X 0 Fluminense;20230930;1;1;0;30/09/2023
Union Santa Fe 0 X 0 Fluminense;20231001;1;1;0;01/10/2023
Universidad de Quito 1 X 2 Fluminense;20230926;1;1;0;26/09/2023
Universidad de Quito 1 X 2 Fluminense;20230928;1;1;0;28/09/2023
Valdeir 1996;20230925;1;1;0;25/09/2023
Valdeir 1996;20230926;1;1;0;26/09/2023
Valdez 1968;20230925;1;1;1;25/09/2023
Valdez 1968;20230926;1;1;0;26/09/2023
Valdir 1963;20230930;1;1;0;30/09/2023
Valencia 2014;20230926;1;1;0;26/09/2023
Valladolid 0 X 0 Fluminense;20230930;1;1;0;30/09/2023
Valter Senra;20230930;1;1;0;30/09/2023
Valencia 1 X 0 Fluminense;20230925;1;1;0;25/09/2023
Vampeta 1996;20230926;1;1;0;26/09/2023
Vancouver Whitecaps 3 X 1 Fluminense;20230930;1;1;0;30/09/2023
Vasco - Engenhao;20230930;1;1;0;30/09/2023
Vasco - General Severiano;20230930;1;1;0;30/09/2023
Vasco - Laranjeiras;20230930;1;1;0;30/09/2023
Vasco - Maracana;20230930;1;1;0;30/09/2023
Vasco - Raulino de Oliveira;20230930;1;1;0;30/09/2023
Vasco - Sao Januario;20230930;1;1;0;30/09/2023
Vasco 0 X 0 Fluminense;20230926;1;1;0;26/09/2023
Vasco 0 X 1 Fluminense;20230930;1;1;0;30/09/2023
Vasco 0 X 1 Fluminense;20231001;1;1;0;01/10/2023
Vasco 0 X 2 Fluminense;20230928;1;1;0;28/09/2023
Vasco 0 X 3 Fluminense;20230930;1;1;0;30/09/2023
Vasco 1 X 0 Fluminense;20230930;1;1;0;30/09/2023
Vasco 1 X 1 Fluminense;20230927;1;1;0;27/09/2023
Vasco 1 X 1 Fluminense;20230929;1;1;0;29/09/2023
Vasco 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Vasco 1 X 2 Fluminense;20230926;1;1;0;26/09/2023
Vasco 1 X 4 Fluminense;20230925;1;1;0;25/09/2023
Vasco 1 X 5 Fluminense;20231001;1;1;1;01/10/2023
Vasco 2 X 0 Fluminense;20230930;1;1;0;30/09/2023
Vasco 2 X 4 Fluminense;20230925;1;1;0;25/09/2023
Vasco 4 X 0 Fluminense;20231001;1;1;0;01/10/2023
Vasco 4 X 2 Fluminense;20230925;1;1;0;25/09/2023
Vasco 4 X 2 Fluminense;20230927;1;1;0;27/09/2023
Vasco 4 X 3 Fluminense;20230927;1;1;0;27/09/2023
Vasco 5 X 3 Fluminense;20230930;1;1;0;30/09/2023
Veludo 1956;20230928;1;1;0;28/09/2023
Verde 2015 - 2016 em 2015;20230925;1;1;0;25/09/2023
Verde 2015 - 2016 em 2015;20230927;1;1;0;27/09/2023
Vermelhos do Abel Hernandez - 2021;20231001;1;1;0;01/10/2023
Vermelhos do Agenor - 2019;20230930;1;1;0;30/09/2023
Vermelhos do Agenor - 2019;20231001;1;1;0;01/10/2023
Vermelhos do Airton - 2019;20230930;1;1;0;30/09/2023
Vermelhos do Airton - 2019;20231001;1;1;0;01/10/2023
Vermelhos do Allan - 2019;20230930;1;1;0;30/09/2023
Vermelhos do Allan - 2019;20231001;1;1;0;01/10/2023
Vermelhos do Anderson - 2013;20231001;1;1;0;01/10/2023
Vermelhos do Andre - 2023;20230926;1;1;0;26/09/2023
Vermelhos do Andre - 2023;20230930;1;1;0;30/09/2023
Vermelhos do Andre - 2023;20231001;1;1;0;01/10/2023
Vermelhos do Antonio Carlos - 2015;20231001;1;1;0;01/10/2023
Vermelhos do Biro Biro - 2014;20231001;1;1;0;01/10/2023
Vermelhos do Bruno - 2014;20231001;1;1;0;01/10/2023
Vermelhos do Caio Paulista - 2023;20230930;1;1;0;30/09/2023
Vermelhos do Caio Paulista - 2023;20231001;1;1;0;01/10/2023
Vermelhos do Calegari - 2023;20230930;1;1;0;30/09/2023
Vermelhos do Calegari - 2023;20231001;1;1;0;01/10/2023
Vermelhos do Carlinhos - 2014;20231001;1;1;0;01/10/2023
Vermelhos do Danilo Barcelos - 2021;20231001;1;1;0;01/10/2023
Vermelhos do David Braz - 2023;20230930;1;1;0;30/09/2023
Vermelhos do David Braz - 2023;20231001;1;1;0;01/10/2023
Vermelhos do Diego Cavalieri - 2017;20231001;1;1;0;01/10/2023
Vermelhos do Digao - 2020;20230930;1;1;0;30/09/2023
Vermelhos do Digao - 2020;20231001;1;1;0;01/10/2023
Vermelhos do Dodi - 2020;20230930;1;1;0;30/09/2023
Vermelhos do Dodi - 2020;20231001;1;1;0;01/10/2023
Vermelhos do Douglas - 2018;20231001;1;1;0;01/10/2023
Vermelhos do Egidio - 2021;20231001;1;1;0;01/10/2023
Vermelhos do Elivelton - 2014;20231001;1;1;0;01/10/2023
Vermelhos do Everaldo - 2019;20231001;1;1;0;01/10/2023
Vermelhos do Felipe Melo - 2023;20230926;1;1;0;26/09/2023
Vermelhos do Felipe Melo - 2023;20230930;1;1;0;30/09/2023
Vermelhos do Felipe Melo - 2023;20231001;1;1;0;01/10/2023
Vermelhos do Frazan - 2021;20230930;1;1;0;30/09/2023
Vermelhos do Frazan - 2021;20231001;1;1;0;01/10/2023
Vermelhos do Fred - 2022;20230930;1;1;0;30/09/2023
Vermelhos do Fred - 2022;20231001;1;1;0;01/10/2023
Vermelhos do Fabio Braga - 2013;20231001;1;1;0;01/10/2023
Vermelhos do Gerson - 2016;20231001;1;1;0;01/10/2023
Vermelhos do Gilberto - 2020;20231001;1;1;0;01/10/2023
Vermelhos do Giovanni - 2016;20231001;1;1;0;01/10/2023
Vermelhos do Gum - 2018;20231001;1;1;0;01/10/2023
Vermelhos do Henrique - 2017;20231001;1;1;0;01/10/2023
Vermelhos do Higor Leite - 2016;20231001;1;1;0;01/10/2023
Vermelhos do Hudson - 2021;20231001;1;1;0;01/10/2023
Vermelhos do Jadson - 2018;20231001;1;1;0;01/10/2023
Vermelhos do Jean - 2015;20231001;1;1;0;01/10/2023
Vermelhos do Klever - 2015;20231001;1;1;0;01/10/2023
Vermelhos do Leo - 2018;20231001;1;1;0;01/10/2023
Vermelhos do Lucas Gomes - 2015;20231001;1;1;0;01/10/2023
Vermelhos do Luciano - 2019;20231001;1;1;0;01/10/2023
Vermelhos do Magno Alves - 2016;20231001;1;1;0;01/10/2023
Vermelhos do Manoel - 2023;20230930;1;1;0;30/09/2023
Vermelhos do Manoel - 2023;20231001;1;1;0;01/10/2023
Vermelhos do Marcos Junior - 2018;20231001;1;1;0;01/10/2023
Vermelhos do Marlon - 2022;20231001;1;1;0;01/10/2023
Vermelhos do Marlon - 2023;20231001;1;1;0;01/10/2023
Vermelhos do Marquinho - 2017;20231001;1;1;0;01/10/2023
Vermelhos do Marrony - 2023;20231001;1;1;0;01/10/2023
Vermelhos do Matheus Alessandro - 2020;20231001;1;1;0;01/10/2023
Vermelhos do Michael - 2015;20231001;1;1;0;01/10/2023
Vermelhos do Nene - 2021;20230929;1;1;0;29/09/2023
Vermelhos do Nene - 2021;20231001;1;1;0;01/10/2023
Vermelhos do Nino - 2023;20230927;1;1;0;27/09/2023
Vermelhos do Nino - 2023;20230930;1;1;0;30/09/2023
