Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios
/link_campeonato/489;20230905;1;1;0
/link_campeonato/497;20230907;1;1;0
/link_campeonato/501;20230826;1;1;0
/link_campeonato/501;20230829;1;1;0
/link_campeonato/505;20230831;1;1;0
/link_campeonato/51;20230821;1;1;1
/link_campeonato/51;20230823;1;1;1
/link_campeonato/573;20230826;1;1;1
/link_campeonato/637;20230902;1;1;0
/link_campeonato/64;20230904;1;1;1
/link_campeonato/65;20230829;1;1;0
/link_campeonato/656;20230818;1;1;0
/link_campeonato/657;20230829;1;1;0
/link_campeonato/658;20230830;1;1;0
/link_campeonato/661;20230814;1;1;0
/link_campeonato/661;20230825;1;1;0
/link_campeonato/661;20230828;1;1;0
/link_campeonato/666;20230823;1;1;0
/link_campeonato/666;20230829;1;1;1
/link_campeonato/68;20230910;1;1;1
/link_campeonato/686;20230828;1;1;0
/link_campeonato/691;20230814;1;1;0
/link_campeonato/693;20230829;1;1;0
/link_campeonato/706;20230830;1;1;0
/link_campeonato/742;20230830;1;1;0
/link_campeonato/799;20230827;1;1;0
/link_campeonato/800;20230830;1;1;0
/link_campeonato/801;20230819;1;1;0
/link_campeonato/801;20230821;1;1;0
/link_campeonato/801;20230905;1;1;0
/link_campeonato/92;20230826;1;1;0
/link_campeonato/92;20230829;1;0;0
/link_detgol/10000;20230818;1;1;0
/link_detgol/10100;20230818;1;1;0
/link_detgol/10300;20230818;1;1;0
/link_detgol/11000;20230818;1;1;0
/link_detgol/11101;20230818;1;1;0
/link_detgol/11201;20230818;1;1;0
/link_detgol/5980;20230818;1;1;0
/link_detgol/6000;20230818;1;1;0
/link_detgol/7244;20230819;1;1;0
/link_detgol/7281;20230826;1;1;1
/link_detgol/7287;20230826;1;1;0
/link_detgol/8000;20230818;1;1;0
/link_detgol/9000;20230818;1;1;0
/link_estadio/100;20230905;1;1;0
/link_estadio/102;20230815;1;1;0
/link_estadio/102;20230817;1;1;0
/link_estadio/108;20230817;1;1;0
/link_estadio/109;20230830;1;1;0
/link_estadio/116;20230815;1;1;1
/link_estadio/116;20230818;1;1;1
/link_estadio/116;20230822;1;1;1
/link_estadio/116;20230905;1;1;1
/link_estadio/125;20230905;1;1;0
/link_estadio/129;20230822;1;1;0
/link_estadio/141;20230828;1;1;0
/link_estadio/141;20230831;1;1;0
/link_estadio/141;20230905;1;1;0
/link_estadio/141;20230907;1;1;0
/link_estadio/141;20230910;1;1;0
/link_estadio/142;20230905;1;1;0
/link_estadio/146;20230831;1;1;1
/link_estadio/149;20230827;1;1;0
/link_estadio/149;20230830;1;1;0
/link_estadio/149;20230831;1;1;0
/link_estadio/150;20230815;1;1;0
/link_estadio/150;20230830;1;1;0
/link_estadio/150;20230904;1;1;0
/link_estadio/155;20230830;1;1;1
/link_estadio/158;20230824;1;1;1
/link_estadio/159;20230908;1;1;1
/link_estadio/159;20230910;1;1;1
/link_estadio/166;20230828;1;1;0
/link_estadio/181;20230908;1;1;0
/link_estadio/208;20230901;1;1;0
/link_estadio/210;20230818;1;1;0
/link_estadio/210;20230825;1;1;0
/link_estadio/210;20230904;1;1;0
/link_estadio/23;20230822;1;1;1
/link_estadio/23;20230826;1;1;1
/link_estadio/23;20230903;1;1;0
/link_estadio/233;20230901;1;1;0
/link_estadio/239;20230909;1;1;0
/link_estadio/24;20230820;1;1;0
/link_estadio/24;20230904;1;1;0
/link_estadio/245;20230829;1;1;0
/link_estadio/249;20230815;1;1;1
/link_estadio/25;20230824;1;1;0
/link_estadio/25;20230905;1;1;0
/link_estadio/252;20230822;1;1;0
/link_estadio/288;20230821;1;1;1
/link_estadio/29;20230904;1;1;0
/link_estadio/290;20230901;1;1;0
/link_estadio/291;20230821;1;1;1
/link_estadio/30;20230815;1;1;0
/link_estadio/30;20230823;1;1;1
/link_estadio/31;20230820;1;1;0
/link_estadio/31;20230829;1;1;0
/link_estadio/312;20230903;1;1;0
/link_estadio/316;20230816;1;1;0
/link_estadio/316;20230820;1;1;0
/link_estadio/316;20230824;1;1;0
/link_estadio/316;20230829;1;1;0
/link_estadio/316;20230830;1;1;0
/link_estadio/316;20230908;1;1;0
/link_estadio/333;20230903;1;1;1
/link_estadio/37;20230815;1;1;0
/link_estadio/37;20230904;1;1;0
/link_estadio/386;20230909;1;1;0
/link_estadio/40;20230901;1;1;0
/link_estadio/40;20230905;1;1;0
/link_estadio/40;20230910;1;1;0
/link_estadio/455;20230907;1;1;0
/link_estadio/46;20230820;1;1;0
/link_estadio/47;20230815;1;1;0
/link_estadio/47;20230904;1;1;0
/link_estadio/48;20230817;1;1;1
/link_estadio/48;20230818;1;1;1
/link_estadio/48;20230830;1;1;1
/link_estadio/48;20230907;1;1;1
/link_estadio/48;20230908;1;1;1
/link_estadio/48;20230910;1;1;1
/link_estadio/482;20230907;1;1;0
/link_estadio/49;20230818;1;1;0
/link_estadio/49;20230821;1;1;1
/link_estadio/49;20230822;1;1;0
/link_estadio/49;20230829;1;1;1
/link_estadio/49;20230907;1;1;0
/link_estadio/518;20230821;1;1;1
/link_estadio/518;20230902;1;1;0
/link_estadio/535;20230910;1;1;0
/link_estadio/54;20230903;1;1;0
/link_estadio/55;20230817;1;1;0
/link_estadio/55;20230825;1;1;0
/link_estadio/55;20230826;1;1;0
/link_estadio/55;20230829;1;1;0
/link_estadio/55;20230830;1;1;0
/link_estadio/55;20230901;1;1;0
/link_estadio/55;20230905;1;1;0
/link_estadio/55;20230906;1;1;0
/link_estadio/55;20230909;1;1;0
/link_estadio/56;20230905;1;1;0
/link_estadio/57;20230909;1;1;0
/link_estadio/574;20230823;1;1;0
/link_estadio/576;20230825;1;1;1
/link_estadio/595;20230905;1;1;0
/link_estadio/596;20230910;1;1;0
/link_estadio/626;20230908;1;1;0
/link_estadio/658;20230823;1;1;0
/link_estadio/661;20230909;1;1;0
/link_estadio/668;20230904;1;1;0
/link_estadio/67;20230816;1;1;1
/link_estadio/67;20230821;1;1;1
/link_estadio/67;20230907;1;1;1
/link_estadio/71;20230828;1;1;0
/link_estadio/72;20230903;1;1;0
/link_estadio/733;20230910;1;1;0
/link_estadio/750;20230909;1;1;0
/link_estadio/76;20230825;1;1;0
/link_estadio/79;20230830;1;1;0
/link_estadio/94;20230819;1;1;0
/link_estadio/94;20230905;1;1;0
/link_estadio/95;20230907;1;1;0
/link_gol/1000;20230909;1;1;0
/link_gol/1018;20230907;1;1;0
/link_gol/1085;20230901;1;1;0
/link_gol/1252;20230825;1;1;0
/link_gol/1295;20230906;1;1;0
/link_gol/2049;20230818;1;1;0
/link_gol/2053;20230827;1;1;0
/link_gol/2070;20230830;1;1;0
/link_gol/2073;20230828;1;1;0
/link_gol/2080;20230828;1;1;0
/link_gol/2084;20230828;1;1;0
/link_gol/2186;20230829;1;1;0
/link_gol/2350;20230909;1;1;0
/link_gol/2351;20230827;1;1;0
/link_gol/2363;20230814;1;1;0
/link_gol/2363;20230824;1;1;0
/link_gol/2363;20230828;1;1;0
/link_gol/2367;20230828;1;1;0
/link_gol/2367;20230901;1;1;0
/link_gol/2374;20230904;1;1;0
/link_gol/2393;20230908;1;1;0
/link_gol/2421;20230818;1;1;0
/link_gol/2421;20230819;1;1;0
/link_gol/2421;20230821;1;1;0
/link_gol/2421;20230822;1;1;0
/link_gol/2421;20230823;1;1;0
/link_gol/2421;20230828;1;1;0
/link_gol/2421;20230829;1;1;0
/link_gol/2421;20230831;1;1;0
/link_gol/2421;20230903;1;1;0
/link_gol/2421;20230904;1;1;0
/link_gol/2421;20230907;1;1;0
/link_gol/2475;20230828;1;1;0
/link_gol/2475;20230909;1;1;0
/link_gol/2476;20230814;1;1;0
/link_gol/2477;20230820;1;1;0
/link_gol/2486;20230909;1;1;0
/link_gol/2487;20230825;1;1;0
/link_gol/2487;20230827;1;1;0
/link_gol/279;20230903;1;1;0
/link_gol/329;20230828;1;1;1
/link_gol/688;20230821;1;1;0
/link_gol/708;20230830;1;1;0
/link_gol/725;20230902;1;1;0
/link_gol/725;20230903;1;0;0
/link_gol/745;20230909;1;1;0
/link_gol/795;20230902;1;1;0
/link_gol/795;20230903;1;1;0
/link_gol/808;20230830;1;1;0
/link_gol/830;20230821;1;1;0
/link_gol/851;20230819;1;1;0
/link_gol/929;20230909;1;1;0
/link_gols/1;20230818;1;1;0
/link_gols/10;20230818;1;1;0
/link_gols/100;20230818;1;1;0
/link_gols/101;20230818;1;1;0
/link_gols/103;20230818;1;1;0
/link_gols/11;20230818;1;1;0
/link_gols/110;20230818;1;1;0
/link_gols/112;20230818;1;1;0
/link_gols/113;20230818;1;1;0
/link_gols/114;20230818;1;1;0
/link_gols/20;20230818;1;1;0
/link_gols/30;20230818;1;1;0
/link_gols/40;20230818;1;1;0
/link_gols/50;20230818;1;1;0
/link_gols/60;20230818;1;1;0
/link_gols/70;20230818;1;1;0
/link_gols/80;20230818;1;1;0
/link_gols/90;20230818;1;1;0
/link_jogador/100;20230826;1;1;0
/link_jogador/1000;20230909;1;1;0
/link_jogador/1002;20230819;1;1;1
/link_jogador/1002;20230824;1;1;1
/link_jogador/1002;20230825;1;0;0
/link_jogador/1002;20230830;1;1;0
/link_jogador/1002;20230907;1;1;0
/link_jogador/1002;20230908;1;1;1
/link_jogador/1006;20230816;1;1;1
/link_jogador/1006;20230901;1;1;1
/link_jogador/1006;20230903;1;1;1
/link_jogador/1006;20230908;1;1;1
/link_jogador/101;20230826;1;1;0
/link_jogador/1014;20230830;1;1;1
/link_jogador/1014;20230906;1;1;1
/link_jogador/1014;20230907;1;1;1
/link_jogador/1017;20230820;1;1;0
/link_jogador/1017;20230831;1;1;1
/link_jogador/1018;20230907;1;1;0
/link_jogador/102;20230910;1;1;0
/link_jogador/1020;20230830;1;1;0
/link_jogador/1022;20230830;1;1;0
/link_jogador/1024;20230830;1;1;0
/link_jogador/1025;20230830;1;1;0
/link_jogador/1027;20230818;1;1;0
/link_jogador/1027;20230826;1;1;0
/link_jogador/1029;20230830;1;1;0
/link_jogador/1030;20230820;1;1;0
/link_jogador/1030;20230830;1;1;0
/link_jogador/1031;20230830;1;1;0
/link_jogador/1032;20230830;1;1;0
/link_jogador/1034;20230830;1;1;0
/link_jogador/1036;20230908;1;1;1
/link_jogador/1038;20230830;1;1;0
/link_jogador/1039;20230901;1;1;0
/link_jogador/1041;20230816;1;1;1
/link_jogador/1047;20230817;1;1;0
/link_jogador/1047;20230901;1;1;0
/link_jogador/105;20230910;1;1;0
/link_jogador/1050;20230901;1;1;0
/link_jogador/1057;20230822;1;1;1
/link_jogador/1057;20230831;1;1;1
/link_jogador/1057;20230905;1;1;1
/link_jogador/1067;20230817;1;1;0
/link_jogador/1067;20230820;1;1;0
/link_jogador/1069;20230824;1;1;1
/link_jogador/1069;20230906;1;1;1
/link_jogador/107;20230822;1;1;0
/link_jogador/107;20230909;1;1;0
/link_jogador/1070;20230816;1;1;0
/link_jogador/1075;20230820;1;1;0
/link_jogador/1085;20230817;1;1;0
/link_jogador/1086;20230815;1;1;1
/link_jogador/1086;20230817;1;1;1
/link_jogador/1086;20230819;1;1;0
/link_jogador/1086;20230904;1;1;1
/link_jogador/1086;20230910;1;1;1
/link_jogador/1087;20230825;1;1;1
/link_jogador/1087;20230830;1;1;0
/link_jogador/1105;20230818;1;1;0
/link_jogador/1105;20230831;1;1;1
/link_jogador/1105;20230906;1;1;0
/link_jogador/1105;20230908;1;1;0
/link_jogador/1105;20230910;1;1;1
/link_jogador/1106;20230820;1;1;0
/link_jogador/1110;20230831;1;1;0
/link_jogador/1117;20230818;1;1;0
/link_jogador/1117;20230905;1;1;0
/link_jogador/1119;20230818;1;1;0
/link_jogador/1120;20230904;1;1;1
/link_jogador/1123;20230818;1;1;0
/link_jogador/1123;20230908;1;1;0
/link_jogador/1136;20230818;1;1;0
/link_jogador/1136;20230908;1;1;0
/link_jogador/1141;20230829;1;1;1
/link_jogador/1142;20230816;1;1;1
/link_jogador/1144;20230905;1;1;0
/link_jogador/1145;20230818;1;1;0
/link_jogador/1149;20230905;1;1;0
/link_jogador/1149;20230906;1;1;0
/link_jogador/1153;20230818;1;1;0
/link_jogador/1154;20230818;1;1;0
/link_jogador/1154;20230908;1;1;0
/link_jogador/1157;20230906;1;1;0
/link_jogador/1159;20230818;1;1;0
/link_jogador/1160;20230908;1;1;0
/link_jogador/1164;20230818;1;1;0
/link_jogador/1164;20230908;1;1;0
/link_jogador/1167;20230815;1;1;1
/link_jogador/1167;20230821;1;1;1
/link_jogador/1167;20230822;1;1;1
/link_jogador/1167;20230829;1;1;1
/link_jogador/1167;20230831;1;1;1
/link_jogador/1167;20230908;1;1;1
/link_jogador/1169;20230908;1;1;0
/link_jogador/1172;20230818;1;1;0
/link_jogador/1184;20230817;1;1;0
/link_jogador/1189;20230820;1;1;0
/link_jogador/1189;20230822;1;1;1
/link_jogador/1189;20230903;1;1;1
/link_jogador/1192;20230820;1;1;1
/link_jogador/1193;20230830;1;1;1
/link_jogador/1194;20230903;1;1;0
/link_jogador/1196;20230901;1;1;0
/link_jogador/1196;20230904;1;1;0
/link_jogador/1211;20230817;1;1;0
/link_jogador/1220;20230831;1;1;0
/link_jogador/1227;20230817;1;1;0
/link_jogador/1229;20230817;1;1;0
/link_jogador/1230;20230817;1;1;0
/link_jogador/1237;20230906;1;1;0
/link_jogador/1240;20230824;1;1;0
/link_jogador/1240;20230831;1;1;1
/link_jogador/1242;20230820;1;1;1
/link_jogador/1242;20230823;1;1;0
/link_jogador/1242;20230824;1;1;0
/link_jogador/1242;20230829;1;1;1
/link_jogador/1244;20230817;1;1;0
/link_jogador/1244;20230830;1;1;0
/link_jogador/1245;20230817;1;1;0
/link_jogador/1245;20230908;1;1;1
/link_jogador/1248;20230817;1;1;0
/link_jogador/1249;20230818;1;1;0
/link_jogador/1250;20230824;1;1;0
/link_jogador/1253;20230823;1;1;0
/link_jogador/1257;20230814;1;1;1
/link_jogador/1257;20230823;1;1;0
/link_jogador/1260;20230818;1;1;1
/link_jogador/1260;20230824;1;1;0
/link_jogador/1260;20230903;1;1;1
/link_jogador/1262;20230824;1;1;0
/link_jogador/1269;20230831;1;1;0
/link_jogador/1271;20230908;1;1;1
/link_jogador/1275;20230814;1;1;1
/link_jogador/1275;20230819;1;1;1
/link_jogador/1275;20230820;1;1;1
/link_jogador/1275;20230826;1;1;1
/link_jogador/1275;20230907;1;1;1
/link_jogador/1275;20230910;1;1;1
/link_jogador/1293;20230902;1;1;0
/link_jogador/1296;20230814;1;1;0
/link_jogador/1299;20230820;1;1;0
/link_jogador/1303;20230824;1;1;1
/link_jogador/1303;20230829;1;1;0
/link_jogador/1303;20230906;1;1;1
/link_jogador/1312;20230814;1;1;0
/link_jogador/1319;20230817;1;1;0
/link_jogador/1323;20230815;1;1;0
/link_jogador/1327;20230826;1;1;0
/link_jogador/1327;20230827;1;1;0
/link_jogador/1328;20230907;1;1;0
/link_jogador/1331;20230907;1;1;0
/link_jogador/1332;20230817;1;1;0
/link_jogador/1334;20230815;1;1;0
/link_jogador/1393;20230907;1;1;0
/link_jogador/1416;20230815;1;1;1
/link_jogador/1416;20230820;1;1;0
/link_jogador/1426;20230825;1;1;0
/link_jogador/1477;20230820;1;1;0
/link_jogador/1545;20230907;1;1;0
/link_jogador/1546;20230821;1;1;0
/link_jogador/1546;20230827;1;1;0
/link_jogador/1555;20230829;1;1;0
/link_jogador/1571;20230815;1;1;0
/link_jogador/1578;20230910;1;1;0
/link_jogador/1579;20230910;1;1;0
/link_jogador/1580;20230827;1;1;0
/link_jogador/1610;20230827;1;1;0
/link_jogador/1613;20230828;1;1;0
/link_jogador/1625;20230815;1;1;0
/link_jogador/1625;20230816;1;1;0
/link_jogador/1625;20230817;1;1;0
/link_jogador/1625;20230822;1;1;0
/link_jogador/1625;20230827;1;1;1
/link_jogador/1625;20230830;1;1;0
/link_jogador/170;20230826;1;1;0
/link_jogador/1715;20230827;1;1;0
/link_jogador/174;20230818;1;1;0
/link_jogador/1741;20230820;1;1;0
/link_jogador/179;20230907;1;1;0
/link_jogador/1790;20230905;1;1;0
/link_jogador/1851;20230823;1;1;0
/link_jogador/1851;20230827;1;1;0
/link_jogador/1901;20230823;1;1;0
/link_jogador/1905;20230830;1;1;0
/link_jogador/1911;20230830;1;1;0
/link_jogador/1920;20230816;1;1;0
/link_jogador/1925;20230818;1;1;0
/link_jogador/1957;20230825;1;1;0
/link_jogador/1975;20230830;1;1;0
/link_jogador/2010;20230814;1;1;0
/link_jogador/2010;20230828;1;1;0
/link_jogador/2012;20230830;1;1;0
/link_jogador/2012;20230831;1;1;0
/link_jogador/2015;20230821;1;1;0
/link_jogador/2015;20230822;1;1;0
/link_jogador/2015;20230826;1;1;0
/link_jogador/2015;20230828;1;1;0
/link_jogador/2015;20230831;1;1;0
/link_jogador/2026;20230828;1;1;0
/link_jogador/2026;20230829;1;1;0
/link_jogador/2030;20230815;1;1;0
/link_jogador/2030;20230816;1;1;0
/link_jogador/2034;20230827;1;1;0
/link_jogador/2040;20230820;1;1;0
/link_jogador/2040;20230827;1;1;0
/link_jogador/2042;20230830;1;1;0
/link_jogador/2043;20230828;1;1;0
/link_jogador/2044;20230827;1;1;0
/link_jogador/2047;20230817;1;1;0
/link_jogador/2049;20230827;1;1;0
/link_jogador/2051;20230820;1;1;0
/link_jogador/2053;20230827;1;1;0
/link_jogador/2059;20230825;1;1;0
/link_jogador/206;20230829;1;1;0
/link_jogador/2061;20230905;1;1;0
/link_jogador/2071;20230826;1;1;1
/link_jogador/2073;20230816;1;1;0
/link_jogador/2074;20230828;1;1;0
/link_jogador/2075;20230827;1;1;0
/link_jogador/2080;20230825;1;1;0
/link_jogador/2080;20230828;1;1;0
/link_jogador/2082;20230825;1;1;0
/link_jogador/2084;20230828;1;1;0
/link_jogador/2089;20230827;1;1;0
/link_jogador/2093;20230825;1;1;0
/link_jogador/2095;20230828;1;1;0
/link_jogador/2102;20230823;1;1;0
/link_jogador/2102;20230826;1;1;0
/link_jogador/2102;20230827;1;1;0
/link_jogador/2102;20230901;1;1;0
/link_jogador/2104;20230828;1;1;0
/link_jogador/2104;20230906;1;1;0
/link_jogador/2108;20230827;1;1;0
/link_jogador/2110;20230827;1;1;0
/link_jogador/2111;20230825;1;1;0
/link_jogador/2114;20230827;1;1;0
/link_jogador/2118;20230825;1;1;0
/link_jogador/2119;20230824;1;1;0
/link_jogador/2119;20230828;1;1;0
/link_jogador/2135;20230901;1;1;0
/link_jogador/2137;20230820;1;1;0
/link_jogador/2137;20230823;1;1;0
/link_jogador/2137;20230824;1;1;0
/link_jogador/2137;20230826;1;1;0
/link_jogador/2137;20230827;1;1;0
/link_jogador/2149;20230814;1;1;0
/link_jogador/2163;20230827;1;1;0
/link_jogador/2165;20230825;1;1;0
/link_jogador/2165;20230831;1;1;0
/link_jogador/2168;20230825;1;1;0
/link_jogador/2175;20230827;1;1;0
/link_jogador/218;20230907;1;1;0
/link_jogador/2188;20230816;1;1;0
/link_jogador/2189;20230901;1;1;0
/link_jogador/2197;20230815;1;1;0
/link_jogador/2197;20230817;1;1;0
/link_jogador/220;20230901;1;1;0
/link_jogador/2200;20230826;1;1;0
/link_jogador/2200;20230831;1;1;0
/link_jogador/2200;20230903;1;1;0
/link_jogador/2200;20230905;1;1;0
/link_jogador/2203;20230826;1;1;0
/link_jogador/2203;20230827;1;1;0
/link_jogador/2204;20230818;1;1;0
/link_jogador/2204;20230824;1;1;0
/link_jogador/2204;20230827;1;1;0
/link_jogador/2204;20230829;1;1;0
/link_jogador/2204;20230831;1;1;0
/link_jogador/2204;20230901;1;1;0
/link_jogador/2204;20230902;1;1;0
/link_jogador/2207;20230825;1;1;0
/link_jogador/2208;20230819;1;1;0
/link_jogador/2208;20230827;1;1;0
/link_jogador/2208;20230829;1;1;0
/link_jogador/2208;20230831;1;1;0
/link_jogador/2208;20230901;1;1;0
/link_jogador/2208;20230903;1;1;0
/link_jogador/2208;20230907;1;1;0
/link_jogador/2215;20230825;1;1;0
/link_jogador/2216;20230828;1;1;0
/link_jogador/2217;20230901;1;1;0
/link_jogador/2222;20230827;1;1;0
/link_jogador/2224;20230825;1;1;0
/link_jogador/2228;20230819;1;1;0
/link_jogador/2228;20230827;1;1;0
/link_jogador/2228;20230828;1;1;0
/link_jogador/2231;20230905;1;1;0
/link_jogador/232;20230821;1;1;0
/link_jogador/2350;20230814;1;1;0
/link_jogador/2350;20230820;1;1;0
/link_jogador/2350;20230824;1;1;0
/link_jogador/2350;20230827;1;1;0
/link_jogador/2350;20230904;1;1;0
/link_jogador/2350;20230909;1;1;0
/link_jogador/2351;20230827;1;1;0
/link_jogador/2352;20230828;1;1;0
/link_jogador/2353;20230816;1;1;0
/link_jogador/2363;20230814;1;1;0
/link_jogador/2363;20230827;1;1;0
/link_jogador/2363;20230828;1;1;0
/link_jogador/2363;20230829;1;1;0
/link_jogador/2363;20230901;1;1;0
/link_jogador/2363;20230904;1;1;0
/link_jogador/2367;20230816;1;1;0
/link_jogador/2367;20230820;1;1;0
/link_jogador/2367;20230829;1;1;0
/link_jogador/2367;20230904;1;1;0
/link_jogador/2374;20230904;1;1;0
/link_jogador/2376;20230825;1;1;0
/link_jogador/2380;20230827;1;1;0
/link_jogador/2380;20230829;1;1;0
/link_jogador/2382;20230830;1;1;0
/link_jogador/2385;20230827;1;1;0
/link_jogador/2386;20230827;1;1;0
/link_jogador/2386;20230904;1;1;0
/link_jogador/2387;20230827;1;1;0
/link_jogador/2392;20230902;1;1;0
/link_jogador/2393;20230827;1;1;0
/link_jogador/2404;20230815;1;1;0
/link_jogador/2404;20230819;1;1;1
/link_jogador/2404;20230820;1;1;0
/link_jogador/2404;20230821;1;1;1
/link_jogador/2404;20230826;1;1;0
/link_jogador/2404;20230828;1;1;0
/link_jogador/2404;20230829;1;1;0
/link_jogador/2404;20230904;1;1;0
/link_jogador/2405;20230825;1;1;1
/link_jogador/2406;20230818;1;1;1
/link_jogador/2406;20230830;1;1;0
/link_jogador/2406;20230902;1;1;0
/link_jogador/2406;20230907;1;1;1
/link_jogador/2407;20230823;1;1;0
/link_jogador/2407;20230825;1;1;0
/link_jogador/2407;20230827;1;1;0
/link_jogador/2408;20230830;1;1;0
/link_jogador/2409;20230829;1;1;0
/link_jogador/2409;20230903;1;1;0
/link_jogador/2409;20230905;1;1;0
/link_jogador/2411;20230825;1;1;0
/link_jogador/2411;20230827;1;1;0
/link_jogador/2415;20230819;1;1;0
/link_jogador/2415;20230827;1;1;0
/link_jogador/2415;20230828;1;1;0
/link_jogador/2415;20230829;1;1;0
/link_jogador/2415;20230904;1;1;0
/link_jogador/2416;20230825;1;1;0
/link_jogador/2416;20230830;1;1;0
/link_jogador/2417;20230828;1;1;0
/link_jogador/2418;20230820;1;1;0
/link_jogador/2418;20230827;1;1;0
/link_jogador/2418;20230829;1;1;0
/link_jogador/2418;20230901;1;1;0
/link_jogador/2418;20230903;1;1;0
/link_jogador/2418;20230904;1;1;0
/link_jogador/2418;20230907;1;1;0
/link_jogador/2420;20230830;1;1;0
/link_jogador/2420;20230905;1;1;0
/link_jogador/2421;20230816;1;1;0
/link_jogador/2421;20230817;1;1;1
/link_jogador/2421;20230818;1;1;0
/link_jogador/2421;20230822;1;1;0
/link_jogador/2421;20230829;1;1;0
/link_jogador/2421;20230902;1;1;0
/link_jogador/2421;20230904;1;1;0
/link_jogador/2421;20230905;1;1;0
/link_jogador/2421;20230906;1;1;0
/link_jogador/2421;20230908;1;1;0
/link_jogador/2421;20230910;1;1;0
/link_jogador/2422;20230814;1;1;0
/link_jogador/2422;20230825;1;1;0
/link_jogador/2422;20230826;1;1;0
/link_jogador/2422;20230827;1;1;0
/link_jogador/2422;20230903;1;1;0
/link_jogador/2422;20230907;1;1;0
/link_jogador/2424;20230820;1;1;0
/link_jogador/245;20230909;1;1;1
/link_jogador/2460;20230904;1;1;0
/link_jogador/2465;20230814;1;1;0
/link_jogador/2475;20230814;1;1;0
/link_jogador/2475;20230820;1;1;0
/link_jogador/2475;20230825;1;1;0
/link_jogador/2475;20230826;1;1;0
/link_jogador/2475;20230827;1;1;0
/link_jogador/2475;20230901;1;1;0
/link_jogador/2475;20230905;1;1;0
/link_jogador/2475;20230909;1;1;0
/link_jogador/2476;20230814;1;1;0
/link_jogador/2476;20230819;1;1;0
/link_jogador/2476;20230820;1;1;0
/link_jogador/2476;20230822;1;0;0
/link_jogador/2476;20230825;1;1;0
/link_jogador/2476;20230829;1;1;0
/link_jogador/2476;20230903;1;1;0
/link_jogador/2476;20230904;1;1;0
/link_jogador/2476;20230905;1;1;0
/link_jogador/2477;20230819;1;1;0
/link_jogador/2477;20230826;1;1;0
/link_jogador/2477;20230829;1;1;0
/link_jogador/2477;20230901;1;1;0
/link_jogador/2479;20230829;1;1;0
/link_jogador/2482;20230827;1;1;0
/link_jogador/2483;20230827;1;1;0
/link_jogador/2483;20230828;1;1;0
/link_jogador/2484;20230825;1;1;0
/link_jogador/2486;20230909;1;1;0
/link_jogador/2487;20230823;1;1;0
/link_jogador/2487;20230825;1;1;0
/link_jogador/2487;20230829;1;1;0
/link_jogador/2487;20230906;1;1;0
/link_jogador/2488;20230825;1;1;0
/link_jogador/2488;20230827;1;1;0
/link_jogador/2489;20230823;1;1;0
/link_jogador/2490;20230823;1;1;0
/link_jogador/2491;20230825;1;1;0
/link_jogador/2491;20230827;1;1;0
/link_jogador/2491;20230905;1;1;0
/link_jogador/2492;20230823;1;1;0
/link_jogador/2492;20230825;1;1;0
/link_jogador/2492;20230827;1;1;0
/link_jogador/2492;20230828;1;1;0
/link_jogador/2492;20230901;1;1;0
/link_jogador/2492;20230903;1;1;0
/link_jogador/2492;20230904;1;1;0
/link_jogador/2493;20230820;1;1;0
/link_jogador/2493;20230824;1;1;0
/link_jogador/2493;20230903;1;1;0
/link_jogador/2493;20230905;1;1;0
/link_jogador/276;20230906;1;1;0
/link_jogador/283;20230901;1;1;0
/link_jogador/288;20230826;1;1;0
/link_jogador/290;20230830;1;1;0
/link_jogador/296;20230825;1;1;0
/link_jogador/296;20230826;1;1;0
/link_jogador/298;20230818;1;1;0
/link_jogador/305;20230820;1;1;0
/link_jogador/305;20230905;1;1;0
/link_jogador/321;20230815;1;1;0
/link_jogador/321;20230816;1;1;0
/link_jogador/323;20230821;1;1;0
/link_jogador/323;20230901;1;1;0
/link_jogador/325;20230827;1;1;1
/link_jogador/325;20230901;1;1;0
/link_jogador/326;20230909;1;1;0
/link_jogador/328;20230830;1;1;0
/link_jogador/328;20230906;1;1;1
/link_jogador/331;20230907;1;1;0
/link_jogador/334;20230815;1;1;0
/link_jogador/335;20230831;1;1;0
/link_jogador/337;20230901;1;1;0
/link_jogador/339;20230821;1;1;1
/link_jogador/339;20230902;1;1;0
/link_jogador/344;20230827;1;1;1
/link_jogador/347;20230829;1;1;1
/link_jogador/347;20230901;1;1;0
/link_jogador/354;20230901;1;1;0
/link_jogador/356;20230901;1;1;0
/link_jogador/360;20230907;1;1;0
/link_jogador/362;20230907;1;1;0
/link_jogador/370;20230826;1;1;0
/link_jogador/375;20230901;1;1;0
/link_jogador/377;20230903;1;1;0
/link_jogador/385;20230819;1;1;0
/link_jogador/385;20230903;1;1;1
/link_jogador/386;20230902;1;1;1
/link_jogador/386;20230909;1;1;1
/link_jogador/388;20230901;1;1;0
/link_jogador/390;20230819;1;1;0
/link_jogador/390;20230824;1;1;1
/link_jogador/390;20230826;1;1;0
/link_jogador/390;20230831;1;1;0
/link_jogador/391;20230905;1;1;0
/link_jogador/392;20230906;1;1;1
/link_jogador/398;20230815;1;1;0
/link_jogador/398;20230822;1;1;0
/link_jogador/398;20230826;1;1;0
/link_jogador/398;20230909;1;1;0
/link_jogador/399;20230901;1;1;0
