Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios
/consulta_especial/100999000;20230826;1;1;0
/consulta_especial/100999000;20230831;1;1;0
/consulta_especial/100999000;20230901;1;1;0
/consulta_especial/100999000;20230906;1;1;0
/consulta_especial/100999000;20230908;1;1;0
/consulta_especial/101999000;20230823;1;1;0
/consulta_especial/102100000;20230816;1;1;0
/consulta_especial/102100000;20230821;1;1;0
/consulta_especial/102100000;20230823;1;1;0
/consulta_especial/102100000;20230827;1;1;0
/consulta_especial/102100000;20230902;1;1;0
/consulta_especial/102100000;20230903;1;1;0
/consulta_especial/102100000;20230906;1;1;0
/consulta_especial/102103000;20230815;1;1;0
/consulta_especial/102103000;20230817;1;1;0
/consulta_especial/102103000;20230822;1;1;0
/consulta_especial/102103000;20230824;1;1;0
/consulta_especial/102103000;20230829;1;1;0
/consulta_especial/102103800;20230815;1;1;0
/consulta_especial/102103900;20230823;1;1;0
/consulta_especial/103100000;20230815;1;1;0
/consulta_especial/103100000;20230819;1;1;0
/consulta_especial/103100000;20230822;1;1;0
/consulta_especial/103100000;20230829;1;1;0
/consulta_especial/103100000;20230901;1;1;0
/consulta_especial/103102000;20230823;1;1;0
/consulta_especial/103102000;20230827;1;1;0
/consulta_especial/103102000;20230903;1;1;0
/consulta_especial/103104000;20230815;1;1;0
/consulta_especial/103104000;20230824;1;1;0
/consulta_especial/103104000;20230901;1;1;0
/consulta_especial/103105000;20230906;1;1;0
/consulta_especial/104102000;20230821;1;1;0
/consulta_especial/104103000;20230823;1;1;0
/consulta_especial/104103000;20230825;1;1;0
/consulta_especial/104103000;20230831;1;1;0
/consulta_especial/104103102;20230822;1;1;0
/consulta_especial/104104000;20230822;1;1;0
/consulta_especial/104104000;20230901;1;1;0
/consulta_especial/104104000;20230904;1;1;0
/consulta_especial/104104000;20230905;1;1;0
/consulta_especial/104104000;20230908;1;1;0
/consulta_especial/104105000;20230901;1;1;0
/consulta_especial/105102000;20230815;1;1;0
/consulta_especial/105102000;20230905;1;1;0
/consulta_especial/105103000;20230820;1;1;0
/consulta_especial/105103000;20230825;1;1;0
/consulta_especial/105103000;20230826;1;1;0
/consulta_especial/105103000;20230831;1;1;0
/consulta_especial/105103000;20230901;1;1;0
/consulta_especial/105103000;20230904;1;1;0
/consulta_especial/105104000;20230905;1;1;0
/consulta_especial/105452000;20230904;1;1;0
/consulta_especial_adversario;20230822;1;1;0
/consulta_especial_adversario;20230825;1;1;0
/consulta_especial_adversario;20230828;1;1;0
/consulta_especial_adversario;20230829;1;1;0
/consulta_especial_adversario;20230909;1;1;0
/consulta_especial_adversario;20230910;1;1;0
/consulta_especial_arbitro;20230814;1;1;0
/consulta_especial_arbitro;20230815;1;1;0
/consulta_especial_arbitro;20230820;1;1;0
/consulta_especial_arbitro;20230823;1;1;0
/consulta_especial_arbitro;20230830;1;1;0
/consulta_especial_arbitro;20230903;1;1;0
/consulta_especial_brasileiro;20230819;1;1;0
/consulta_especial_brasileiro;20230820;1;1;0
/consulta_especial_brasileiro;20230826;1;1;0
/consulta_especial_brasileiro;20230827;1;1;0
/consulta_especial_brasileiro;20230831;1;1;0
/consulta_especial_brasileiro;20230903;1;1;0
/consulta_especial_brasileiro;20230904;1;1;0
/consulta_especial_brasileiro;20230905;1;1;0
/consulta_especial_brasileiro;20230906;1;1;0
/consulta_especial_campeonato;20230822;1;1;0
/consulta_especial_campeonato;20230905;1;1;0
/consulta_especial_campeonato;20230907;1;1;0
/consulta_especial_classico;20230820;1;1;0
/consulta_especial_classico;20230823;1;1;0
/consulta_especial_classico;20230824;1;1;0
/consulta_especial_classico;20230828;1;1;0
/consulta_especial_classico;20230829;1;1;0
/consulta_especial_classico;20230831;1;1;0
/consulta_especial_estadio;20230814;1;1;0
/consulta_especial_estadio;20230816;1;1;0
/consulta_especial_estadio;20230822;1;1;0
/consulta_especial_estadio;20230826;1;1;0
/consulta_especial_estadio;20230827;1;1;0
/consulta_especial_estadio;20230829;1;1;0
/consulta_especial_estadio;20230907;1;1;0
/consulta_especial_gerais;20230816;1;1;0
/consulta_especial_gerais;20230817;1;1;0
/consulta_especial_gerais;20230818;1;1;0
/consulta_especial_gerais;20230822;1;1;0
/consulta_especial_gerais;20230907;1;1;0
/consulta_especial_gerais;20230908;1;1;0
/consulta_especial_jogos;20230818;1;1;0
/consulta_especial_jogos;20230827;1;1;0
/consulta_especial_jogos;20230830;1;1;0
/consulta_especial_jogos;20230910;1;1;0
/consulta_especial_presidente;20230814;1;1;0
/consulta_especial_presidente;20230816;1;1;0
/consulta_especial_presidente;20230820;1;1;0
/consulta_especial_presidente;20230822;1;1;0
/consulta_especial_presidente;20230824;1;1;0
/consulta_especial_presidente;20230825;1;1;0
/consulta_especial_presidente;20230829;1;1;0
/consulta_especial_presidente;20230831;1;1;0
/consulta_especial_presidente;20230906;1;1;0
/consulta_especial_resultados;20230821;1;1;0
/consulta_especial_resultados;20230823;1;1;0
/consulta_especial_resultados;20230826;1;1;0
/consulta_especial_resultados;20230827;1;1;0
/consulta_especial_resultados;20230828;1;1;0
/consulta_especial_resultados;20230902;1;1;0
/consulta_especial_resultados;20230905;1;1;0
/consulta_especial_resultados;20230908;1;1;0
/consulta_especial_sequencia;20230815;1;1;0
/consulta_especial_sequencia;20230820;1;1;0
/consulta_especial_sequencia;20230821;1;1;0
/consulta_especial_sequencia;20230822;1;1;0
/consulta_especial_sequencia;20230824;1;1;0
/consulta_especial_sequencia;20230826;1;1;0
/consulta_especial_sequencia;20230827;1;1;0
/consulta_especial_sequencia;20230828;1;1;0
/consulta_especial_sequencia;20230908;1;1;0
/consulta_especial_sequencia;20230909;1;1;0
/consulta_especial_tecadv;20230814;1;1;0
/consulta_especial_tecadv;20230820;1;1;0
/consulta_especial_tecnico;20230821;1;1;0
/consulta_especial_tecnico;20230828;1;1;0
/consulta_especial_tecnico;20230829;1;1;0
/consulta_especial_tecnico;20230830;1;1;0
/consulta_especial_tecnico;20230906;1;1;0
/consulta_especial_tecnico;20230910;1;1;0
/consulta_estadio/102451000;20230819;1;1;0
/consulta_estadio/102451000;20230903;1;1;0
/consulta_estadio/102452000;20230815;1;1;0
/consulta_estadio/102452000;20230821;1;1;0
/consulta_estadio/102452000;20230903;1;1;0
/consulta_estadio/102472000;20230821;1;1;0
/consulta_estadio/102472000;20230904;1;1;0
/consulta_estadio/102472000;20230905;1;1;0
/consulta_estadio/102999000;20230820;1;1;0
/consulta_estadio/102999000;20230821;1;1;0
/consulta_estadio/102999000;20230823;1;1;0
/consulta_fornecedor/400125000;20230821;1;1;0
/consulta_fornecedor/400125000;20230824;1;1;0
/consulta_fornecedor/400125000;20230825;1;1;0
/consulta_hattrick/750000000000;20230815;1;1;0
/consulta_hattrick/750000000000;20230818;1;1;0
/consulta_hattrick/750000000000;20230823;1;1;0
/consulta_importante/515000000;20230820;1;1;0
/consulta_importante/515000000;20230901;1;1;0
/consulta_importante/515000000;20230905;1;1;0
/consulta_jogador/104999000;20230814;1;1;0
/consulta_jogador/104999000;20230820;1;1;0
/consulta_jogador/104999000;20230821;1;1;0
/consulta_jogador/104999000;20230827;1;1;0
/consulta_jogador/104999000;20230908;1;1;0
/consulta_jogador/268100000;20230814;1;1;0
/consulta_jogador/268100000;20230819;1;1;0
/consulta_jogador/268100000;20230821;1;1;0
/consulta_jogador/268100000;20230823;1;1;0
/consulta_jogador/268100000;20230825;1;1;0
/consulta_jogador/268100000;20230826;1;1;0
/consulta_jogador/268100000;20230827;1;1;0
/consulta_jogador/268100000;20230828;1;1;0
/consulta_jogador/268100000;20230831;1;1;0
/consulta_jogador/268100000;20230901;1;1;0
/consulta_jogador/268100000;20230902;1;1;0
/consulta_jogador/268100000;20230905;1;1;0
/consulta_jogador/268100000;20230906;1;1;0
/consulta_jogador/268100000;20230909;1;1;0
/consulta_jogador/268103000;20230818;1;1;0
/consulta_jogador/268103000;20230825;1;1;0
/consulta_jogador/268103000;20230827;1;1;0
/consulta_jogador/268106000;20230814;1;1;0
/consulta_jogador/268106000;20230816;1;1;0
/consulta_jogador/268106000;20230818;1;1;0
/consulta_jogador/268106000;20230823;1;1;0
/consulta_jogador/268106000;20230827;1;1;0
/consulta_jogador/268106000;20230828;1;1;0
/consulta_jogador/268106000;20230829;1;1;0
/consulta_jogador/268106000;20230830;1;1;0
/consulta_jogador/268106000;20230904;1;1;0
/consulta_jogador/268106000;20230905;1;1;0
/consulta_jogador/570570000;20230816;1;1;0
/consulta_jogador/570570000;20230817;1;1;0
/consulta_jogador/570570000;20230823;1;1;0
/consulta_jogador/571571000;20230814;1;1;0
/consulta_jogador/571571000;20230815;1;1;0
/consulta_jogador/571571000;20230823;1;1;0
/consulta_jogador/571571000;20230831;1;1;0
/consulta_jogador/571571000;20230901;1;1;0
/consulta_jogo/654000000;20230814;1;1;0
/consulta_jogo/654000000;20230818;1;1;0
/consulta_jogo/654000000;20230820;1;1;0
/consulta_jogo/654000000;20230824;1;1;0
/consulta_jogo/654000000;20230828;1;1;0
/consulta_jogo/654000000;20230829;1;1;0
/consulta_jogo/654000000;20230830;1;1;0
/consulta_jogo/654000000;20230831;1;1;0
/consulta_jogo/654000000;20230902;1;1;0
/consulta_jogo/654000000;20230903;1;1;0
/consulta_jogo/654000000;20230904;1;1;0
/consulta_jogo/654000000;20230905;1;1;0
/consulta_jogo/654000000;20230906;1;1;0
/consulta_jogo/654000000;20230907;1;1;0
/consulta_jogo/654000000;20230908;1;1;0
/consulta_jogo/654000000;20230910;1;1;0
/consulta_jogo/654106000;20230818;1;1;0
/consulta_jogo/654106000;20230828;1;1;0
/consulta_jogo/654106000;20230829;1;1;0
/consulta_jogo/654106000;20230830;1;1;0
/consulta_jogo/655000000;20230820;1;1;0
/consulta_jogo/655000000;20230825;1;1;0
/consulta_jogo/655000000;20230826;1;1;0
/consulta_jogo/655000000;20230829;1;1;0
/consulta_jogo/655000000;20230830;1;1;0
/consulta_jogo/655000000;20230902;1;1;0
/consulta_jogo/655000000;20230904;1;1;0
/consulta_jogo/655000000;20230905;1;1;0
/consulta_jogo/655000000;20230907;1;1;0
/consulta_jogo/655000000;20230908;1;1;0
/consulta_jogo/656000000;20230814;1;1;0
/consulta_jogo/656000000;20230904;1;1;0
/consulta_jogo/658000000;20230819;1;1;0
/consulta_jogo/658000000;20230821;1;1;0
/consulta_jogo/658000000;20230824;1;1;0
/consulta_jogo/658000000;20230827;1;1;0
/consulta_jogo/658000000;20230831;1;1;0
/consulta_jogo/658000000;20230902;1;1;0
/consulta_jogo/658000000;20230903;1;1;0
/consulta_jogo/658000000;20230905;1;1;0
/consulta_jogo/658000000;20230909;1;1;0
/consulta_jogo/658700000;20230814;1;1;0
/consulta_jogo/658700000;20230820;1;1;0
/consulta_jogo/658700000;20230822;1;1;0
/consulta_jogo/658700000;20230901;1;1;0
/consulta_jogo/658700000;20230903;1;1;0
/consulta_jogo/658701000;20230828;1;1;0
/consulta_jogo/660103000;20230825;1;1;0
/consulta_jogo/660103000;20230901;1;1;0
/consulta_jogo/660103000;20230903;1;1;0
/consulta_jogo/660106000;20230814;1;1;0
/consulta_jogo/660106000;20230829;1;1;0
/consulta_numeracao;20230814;1;1;0
/consulta_numeracao;20230825;1;1;0
/consulta_numeracao;20230826;1;1;0
/consulta_numeracao;20230827;1;1;0
/consulta_numeracao;20230905;1;1;0
/consulta_paiscamp;20230823;1;1;0
/consulta_patrocinio/400130000;20230821;1;1;0
/consulta_patrocinio/400130000;20230825;1;1;0
/consulta_patrocinio/400130000;20230829;1;1;0
/consulta_patrocinio/400130000;20230901;1;1;0
/consulta_placar/620000000;20230903;1;1;0
/consulta_placar/620103000;20230815;1;1;0
/consulta_placar/620103000;20230828;1;1;0
/consulta_placar/620103000;20230904;1;1;0
/consulta_placar/680102000;20230824;1;1;0
/consulta_placar/680102000;20230825;1;1;0
/consulta_placar/680102000;20230826;1;1;0
/consulta_placar/680102000;20230829;1;1;0
/consulta_placar/680102000;20230902;1;1;0
/consulta_placar/680102000;20230905;1;1;0
/consulta_placar/680102000;20230907;1;1;0
/consulta_placar/680102000;20230909;1;1;0
/consulta_placar/680103000;20230820;1;1;0
/consulta_placar/680103000;20230821;1;1;0
/consulta_placar/680103000;20230825;1;1;0
/consulta_placar/680103000;20230826;1;1;0
/consulta_placar/680103000;20230828;1;1;0
/consulta_placar/680103000;20230902;1;1;0
/consulta_placar/680103000;20230907;1;1;0
/consulta_placar/681102000;20230817;1;1;0
/consulta_placar/689100000;20230818;1;1;0
/consulta_placar/689100000;20230901;1;1;0
/consulta_placar/689102000;20230818;1;1;0
/consulta_placar/689102000;20230825;1;1;0
/consulta_placar/689102000;20230907;1;1;0
/consulta_placar/689103000;20230818;1;1;0
/consulta_placar/689103000;20230826;1;1;0
/consulta_placar/689103000;20230827;1;1;0
/consulta_placar/689103000;20230828;1;1;0
/consulta_placar/689103000;20230831;1;1;0
/consulta_placar/689103000;20230906;1;1;0
/consulta_placar/689103000;20230907;1;1;0
/consulta_placar/689107000;20230907;1;1;0
/consulta_placar/694000000;20230906;1;1;0
/consulta_presidente/130000000;20230820;1;1;0
/consulta_presidente/130000000;20230822;1;1;0
/consulta_presidente/130000000;20230824;1;1;0
/consulta_presidente/130000000;20230825;1;1;0
/consulta_presidente/130000000;20230906;1;1;0
/consulta_presidente/130103000;20230820;1;1;0
/consulta_presidente/130104000;20230814;1;1;0
/consulta_presidente/130104000;20230829;1;1;0
/consulta_presidente/130106000;20230814;1;1;0
/consulta_presidente/130106000;20230822;1;1;0
/consulta_presidente/130106000;20230824;1;1;0
/consulta_presidente/130140000;20230820;1;1;0
/consulta_presidente/130140000;20230831;1;1;0
/consulta_prinadv/250102000;20230905;1;1;0
/consulta_prinadv/250103000;20230814;1;1;0
/consulta_prinadv/250103000;20230816;1;1;0
/consulta_ranking/290103000000;20230823;1;1;0
/consulta_ranking/290103000000;20230828;1;1;0
/consulta_ranking/290103000000;20230901;1;1;0
/consulta_ranking/290206000000;20230820;1;1;0
/consulta_ranking/290206000000;20230822;1;1;0
/consulta_ranking/290206000000;20230823;1;1;0
/consulta_ranking/290206000000;20230831;1;1;0
/consulta_ranking/293103000000;20230816;1;1;0
/consulta_ranking/296306000000;20230814;1;1;0
/consulta_ranking/296306000000;20230823;1;1;0
/consulta_ranking/296306000000;20230901;1;1;0
/consulta_ranking/299106000000;20230823;1;1;0
/consulta_ranking/800100000000;20230816;1;1;0
/consulta_ranking/800100000000;20230905;1;1;0
/consulta_ranking/800102000000;20230818;1;1;0
/consulta_ranking/800102000000;20230903;1;1;0
/consulta_ranking/800103000000;20230819;1;1;0
/consulta_ranking/800103000000;20230824;1;1;0
/consulta_ranking/800103000000;20230827;1;1;0
/consulta_ranking/800103000000;20230904;1;1;0
/consulta_ranking/800103000000;20230905;1;1;0
/consulta_ranking/801106000000;20230820;1;1;0
/consulta_ranking/801106000000;20230829;1;1;0
/consulta_ranking/801106000000;20230830;1;1;0
/consulta_ranking/801106000000;20230903;1;1;0
/consulta_ranking/801106000000;20230908;1;1;0
/consulta_ranking/805106000000;20230901;1;1;0
/consulta_ranking/805106000000;20230908;1;1;0
/consulta_ranking/900100000000;20230818;1;1;0
/consulta_ranking/900100000000;20230819;1;1;0
/consulta_ranking/900100000000;20230820;1;1;0
/consulta_ranking/900100000000;20230822;1;1;0
/consulta_ranking/900100000000;20230823;1;1;0
/consulta_ranking/900100000000;20230827;1;1;0
/consulta_ranking/900100000000;20230831;1;1;0
/consulta_ranking/900100000000;20230902;1;1;0
/consulta_ranking/900100000000;20230903;1;1;0
/consulta_ranking/900100000000;20230905;1;1;0
/consulta_ranking/900100103102;20230905;1;1;0
/consulta_ranking/900102000000;20230818;1;1;0
/consulta_ranking/900102000000;20230824;1;1;0
/consulta_ranking/900102000000;20230827;1;1;0
/consulta_ranking/900102000000;20230901;1;1;0
/consulta_ranking/900102000000;20230903;1;1;0
/consulta_ranking/900102000000;20230910;1;1;0
/consulta_ranking/900103000000;20230818;1;1;0
/consulta_ranking/900103000000;20230819;1;1;0
/consulta_ranking/900103000000;20230823;1;1;0
/consulta_ranking/900103000000;20230826;1;1;0
/consulta_ranking/900106000000;20230814;1;1;0
/consulta_ranking/900106000000;20230820;1;1;0
/consulta_ranking/900106000000;20230821;1;1;0
/consulta_ranking/900106000000;20230828;1;1;0
/consulta_ranking/900106000000;20230830;1;1;0
/consulta_ranking/900106000000;20230903;1;1;0
/consulta_ranking/900106000000;20230905;1;1;0
/consulta_ranking/900106000000;20230906;1;1;0
/consulta_ranking/900107000000;20230819;1;1;0
/consulta_ranking/900107000000;20230827;1;1;0
/consulta_ranking/900126000000;20230816;1;1;0
/consulta_ranking/900126000000;20230823;1;1;0
/consulta_ranking/900126000000;20230824;1;1;0
/consulta_ranking/900126000000;20230827;1;1;0
/consulta_ranking/900126000000;20230829;1;1;0
/consulta_ranking/900126000000;20230903;1;1;0
/consulta_ranking/900126000000;20230905;1;1;0
/consulta_rodada/616000000;20230814;1;1;0
/consulta_rodada/616000000;20230904;1;1;0
/consulta_substituicao;20230814;1;1;0
/consulta_substituicao;20230823;1;1;0
/consulta_substituicao;20230829;1;1;0
/consulta_substituicao;20230901;1;1;0
/consulta_tecadv/113000000;20230820;1;1;0
/consulta_tecjog;20230901;1;1;0
/consulta_tempo/102528000;20230820;1;1;0
/consulta_tempo/102528000;20230821;1;1;0
/consulta_tempo/102528000;20230823;1;1;0
/consulta_tempo/102528000;20230905;1;1;0
/consulta_tempo/103528000;20230824;1;1;0
/consulta_tempo/103528000;20230829;1;1;0
/consulta_tempo/104528000;20230819;1;1;0
/consulta_tempo/104528000;20230822;1;1;0
/consulta_tempo/104528000;20230909;1;1;0
/consulta_tempo/105528000;20230819;1;1;0
/consulta_tempo/105528000;20230903;1;1;0
/consulta_turno;20230828;1;1;0
/consulta_turno;20230904;1;1;0
/contato;20230814;1;1;0
/contato;20230820;1;1;0
/contato;20230821;1;1;0
/contato;20230824;1;1;1
/contato;20230909;1;1;0
/contato;20230910;1;1;0
/credito;20230814;1;1;0
/credito;20230821;1;1;0
/credito;20230909;1;1;0
/credito;20230910;1;1;0
/curiosidade;20230816;1;1;0
/curiosidade;20230818;1;1;0
/curiosidade;20230819;1;1;0
/curiosidade;20230904;1;1;1
/curiosidade;20230910;1;1;0
/curiosidades_tecadv;20230820;1;1;0
/defesa_penalti/888000000;20230814;1;1;0
/defesa_penalti/888000000;20230817;1;1;0
/defesa_penalti/888000000;20230823;1;1;0
/defesa_penalti/888000000;20230901;1;1;0
/defesa_penalti/889000000;20230821;1;1;0
/defesa_penalti/889000000;20230829;1;1;0
/defesa_penalti/889000000;20230901;1;1;0
/detalhamento_gols/652000000;20230814;1;1;0
/detalhe_gol_ano/162023;20230904;1;1;0
/detalhe_gol_ano/242023;20230903;1;1;0
/detalhe_gol_ano/262023;20230904;1;1;0
/disputa_penalty;20230825;1;1;0
/distancia_ano;20230814;1;1;0
/distancia_ano;20230816;1;1;0
/distancia_ano;20230901;1;1;0
/distancia_ano;20230903;1;1;0
/duelo_eliminatorio_adv/342000000;20230825;1;1;0
/duelo_eliminatorio_adv/350000000;20230818;1;1;0
/duelo_eliminatorio_adv/350000000;20230903;1;1;0
/duelo_eliminatorio_saldo/344000000;20230814;1;1;0
/estadio;20230815;1;1;0
/estadio;20230820;1;1;0
/estadio_curiosidade;20230821;1;1;0
/estadio_curiosidade;20230823;1;1;0
/estadio_todos;20230815;1;1;0
/estadio_todos;20230825;1;1;0
/estadio_todos;20230826;1;1;0
/estadio_todos;20230827;1;1;0
/estadio_todos;20230830;1;1;0
/estat_decadas/179000000;20230818;1;1;0
/estat_decadas/179000000;20230828;1;1;0
/estat_decadas/179000000;20230901;1;1;0
/estat_periodo/183000000;20230825;1;1;0
/estat_periodo/183000000;20230903;1;1;0
/estat_posicao/675000000000;20230818;1;1;0
/estat_posicao/675000000000;20230821;1;1;0
/estat_posicao/675000000000;20230829;1;1;0
/estat_posicao/675000000000;20230830;1;1;0
/estat_posicao/675000000000;20230901;1;1;0
/estatistica_data/692000000;20230903;1;1;0
/estrangeiro_temporada;20230816;1;1;0
/estrangeiro_temporada;20230817;1;1;0
/estrangeiro_temporada;20230823;1;1;0
/estrangeiro_temporada;20230908;1;1;0
/evolucao_adversario;20230901;1;1;0
/evolucao_adversario;20230903;1;1;0
/evolucao_adversario;20230909;1;1;0
/evolucao_gols;20230814;1;1;0
/fale_conosco;20230820;1;1;0
/frequencia_campeonato;20230814;1;1;0
/frequencia_campeonato;20230815;1;1;0
/generico_adversario/500100000;20230820;1;1;0
/generico_adversario/500100000;20230905;1;1;0
/generico_adversario/680100000;20230815;1;1;0
/generico_adversario/680100000;20230820;1;1;0
/generico_adversario/680100000;20230907;1;1;0
/generico_adversario/915100000;20230814;1;1;0
/generico_adversario/915100000;20230830;1;1;0
/generico_adversario/915100000;20230901;1;1;0
/generico_adversario/915100000;20230903;1;1;0
/generico_ano/10610600;20230818;1;1;0
/generico_ano/10610600;20230822;1;1;0
/generico_ano/10610600;20230828;1;1;0
/generico_ano/10610600;20230902;1;1;0
/generico_ano/10610600;20230904;1;1;0
/generico_ano/10610600;20230908;1;1;0
/generico_ano/482106000;20230814;1;1;0
/generico_ano/482106000;20230816;1;1;0
/generico_ano/482106000;20230901;1;1;0
/generico_ano/482106000;20230903;1;1;0
/generico_ano/500106000;20230825;1;1;0
/generico_ano/500106000;20230904;1;1;0
/generico_ano/533126000;20230823;1;1;0
/generico_ano/610106000;20230814;1;1;0
/generico_ano/638000000;20230831;1;1;0
/generico_ano/68510600;20230822;1;1;0
/generico_ano/68510600;20230824;1;1;0
/generico_ano/68510600;20230825;1;1;0
/generico_ano/68510600;20230827;1;1;0
/generico_ano/68510600;20230828;1;1;0
/generico_ano/68510600;20230901;1;1;0
/generico_ano/68510600;20230907;1;1;0
/generico_ano/69310600;20230903;1;1;0
/generico_ano/69310600;20230905;1;1;0
/generico_ano/69310600;20230908;1;1;0
/generico_ano/69410600;20230825;1;1;0
/generico_ano/69410600;20230827;1;1;0
/generico_ano/69410600;20230903;1;1;0
/generico_ano/69410600;20230905;1;1;0
/generico_ano/821000000;20230814;1;1;0
/generico_ano/842106000;20230814;1;1;0
/generico_ano/842108000;20230825;1;1;0
/generico_ano/842108000;20230903;1;1;0
/generico_ano/842108000;20230904;1;1;0
/generico_ano/843106000;20230818;1;1;0
/generico_ano/843106000;20230824;1;1;0
/generico_ano/843106000;20230828;1;1;0
/generico_ano/843106000;20230830;1;1;0
/generico_ano/843106000;20230905;1;1;0
/generico_ano/843106000;20230908;1;1;0
/generico_campeonato/500103000;20230820;1;1;0
/generico_campeonato/500103000;20230827;1;1;0
/generico_campeonato/500103300;20230820;1;1;0
/generico_campeonato/500103300;20230824;1;1;0
/generico_campeonato/500103300;20230827;1;1;0
/generico_campeonato/500303000;20230820;1;1;0
/generico_campeonato/534103000;20230820;1;1;0
/generico_campeonato/600103000;20230814;1;1;0
/generico_campeonato/600103000;20230902;1;1;0
/generico_campeonato/867103000000;20230815;1;1;0
/generico_campeonato/867103000000;20230820;1;1;0
/generico_campeonato/867103000000;20230827;1;1;0
/generico_campeonato/867103000000;20230831;1;1;0
/generico_campeonato/867103000000;20230901;1;1;0
/generico_campeonato/867103000000;20230903;1;1;0
/generico_campeonato/867103000000;20230904;1;1;0
/generico_campeonato/867103103000;20230820;1;1;0
/generico_campeonato/867103103000;20230831;1;1;0
/generico_campeonato/867103143000;20230815;1;1;0
/generico_campeonato/867103143000;20230820;1;1;0
/generico_campeonato/867103143000;20230831;1;1;0
/generico_campeonato/867103143000;20230904;1;1;0
/generico_campeonato/897104104000;20230817;1;1;0
/generico_campeonato/897104104000;20230824;1;1;0
/generico_campeonato/897104104000;20230830;1;1;0
/generico_campeonato/902000000000;20230814;1;1;0
/generico_especial/500102103;20230825;1;1;0
/generico_especial/500102103;20230827;1;1;0
/generico_especial/600100103;20230902;1;1;0
/generico_estadio/500102000;20230820;1;1;0
/generico_estadio/500102000;20230821;1;1;0
/generico_estadio/500102000;20230824;1;1;0
/generico_estadio/500102000;20230904;1;1;0
/generico_estadio/500102300;20230825;1;1;0
/generico_estadio/500102400;20230814;1;1;0
/generico_jogador/500104000;20230828;1;1;0
/generico_jogador/533104000;20230820;1;1;0
/generico_tecnico/105687000;20230815;1;1;0
/generico_tecnico/105687000;20230820;1;1;0
/generico_tecnico/105687000;20230828;1;1;0
/generico_tecnico/105687000;20230904;1;1;0
/generico_tecnico/105875000;20230819;1;1;0
/generico_tecnico/105999000;20230814;1;1;0
/generico_tecnico/105999000;20230815;1;1;0
/generico_tecnico/105999000;20230819;1;1;0
/generico_tecnico/105999000;20230827;1;1;0
/generico_tecnico/105999000;20230906;1;1;0
/generico_tecnico/299875000000;20230823;1;1;0
/generico_tecnico/500105000;20230820;1;1;0
/generico_tecnico/500105000;20230827;1;1;0
/generico_tecnico/533105000;20230828;1;1;0
/generico_tecnico/900834000;20230815;1;1;0
/generico_tecnico/900834000;20230831;1;1;0
/generico_tecnico/900834000;20230903;1;1;0
/generico_tecnico/900834000;20230904;1;1;0
/generico_tecnico/900837000;20230820;1;1;0
/geolocalizacao;20230825;1;1;0
/geolocalizacao;20230904;1;1;0
/geral;20230816;1;1;0
/geral;20230906;1;1;0
/geral;20230910;1;1;0
/goleiro_gols/462000000;20230817;1;1;0
/goleiro_gols/462000000;20230829;1;1;0
/goleiro_gols/462000000;20230903;1;1;0
/goleiro_gols/462000000;20230908;1;1;0
/gols_ano;20230818;1;1;0
/gols_ano;20230824;1;1;0
/gols_ano;20230828;1;1;0
/gols_ano;20230905;1;1;0
/gols_ano;20230908;1;1;0
/gols_rapidos/273000000;20230825;1;1;0
/gols_rapidos/273000000;20230830;1;1;0
/gols_rapidos/273000000;20230903;1;1;0
/gols_rapidos/274000000;20230818;1;1;0
/gols_rapidos/274000000;20230825;1;1;0
/gols_rapidos/274000000;20230903;1;1;0
/gols_tempo/663000000000;20230814;1;1;0
/gols_tempo/663000000000;20230818;1;1;0
/gols_tempo/663000000000;20230820;1;1;0
/gols_tempo/663000000000;20230823;1;1;0
/gols_tempo/663000000000;20230825;1;1;0
/gols_tempo/663000000000;20230901;1;1;0
/gols_tempo/663020000000;20230814;1;1;0
/gols_tempo/663020000000;20230818;1;1;0
/gols_tempo/663020000000;20230820;1;1;0
/gols_tempo/663020000000;20230823;1;1;0
/gols_tempo/663021000000;20230820;1;1;0
/gols_tempo/663021000000;20230823;1;1;0
/gols_tempo/663021000000;20230825;1;1;0
/gols_tempo/663021000000;20230901;1;1;0
/gols_tempo/664000000000;20230814;1;1;0
/gols_tempo/664000000000;20230820;1;1;0
/gols_tempo/664000000000;20230823;1;1;0
/gols_tempo/664000000000;20230825;1;1;0
/gols_tempo/664000000000;20230901;1;1;0
/gols_tempo/664020000000;20230814;1;1;0
/gols_tempo/664020000000;20230818;1;1;0
/gols_tempo/664020000000;20230820;1;1;0
/gols_tempo/664020000000;20230823;1;1;0
/gols_tempo/664021000000;20230814;1;1;0
/gols_tempo/664021000000;20230818;1;1;0
/gols_tempo/664021000000;20230820;1;1;0
/gols_tempo/664021000000;20230823;1;1;0
/gols_tempo/664021000000;20230825;1;1;0
/golscamp;20230826;1;1;0
/golscamp;20230901;1;1;0
/grafico;20230817;1;1;0
/grafico;20230829;1;1;0
/grafico;20230904;1;1;0
/grafico;20230907;1;1;0
/grafico;20230910;1;1;0
/grafico_adversario/200;20230825;1;1;0
/grafico_adversario/200;20230830;1;1;0
/grafico_adversario/200;20230831;1;1;0
/grafico_adversario/200;20230905;1;1;0
/grafico_adversario/200;20230910;1;1;0
/grafico_adversario/400;20230821;1;1;0
/grafico_adversario/605;20230821;1;1;0
