# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20230724
# Data de término: 20230820
Caminho da página e classe da tela;Data;Sessões;Usuários;Novos usuários;Tempo de engajamento médio por sessão;Conversões;Receita total
/link_jogo/4700;20230804;1;1;0;4;0;0
/link_jogo/4701;20230804;1;1;0;7;0;0
/link_jogo/4702;20230804;1;1;0;2;0;0
/link_jogo/4708;20230811;1;1;0;40;0;0
/link_jogo/4708;20230818;1;1;0;24;0;0
/link_jogo/4734;20230807;1;1;0;12;0;0
/link_jogo/4735;20230810;1;1;0;14;0;0
/link_jogo/4735;20230820;1;1;0;8;0;0
/link_jogo/4742;20230820;1;1;0;2;0;0
/link_jogo/4743;20230820;1;1;0;7;0;0
/link_jogo/4744;20230820;1;1;0;13;0;0
/link_jogo/4745;20230820;1;1;0;10;0;0
/link_jogo/4746;20230820;1;1;0;9;0;0
/link_jogo/4747;20230820;1;1;0;1;0;0
/link_jogo/4758;20230803;1;1;1;13;0;0
/link_jogo/4802;20230805;1;1;0;7;0;0
/link_jogo/4807;20230807;1;1;0;10;0;0
/link_jogo/4866;20230817;1;1;0;15;0;0
/link_jogo/4872;20230809;1;1;0;12;0;0
/link_jogo/4891;20230802;1;1;0;5;0;0
/link_jogo/4894;20230802;1;1;0;0;0;0
/link_jogo/4894;20230803;1;1;0;16;0;0
/link_jogo/4894;20230804;1;1;0;5;0;0
/link_jogo/4894;20230809;1;1;0;8;0;0
/link_jogo/4904;20230813;1;1;0;18;0;0
/link_jogo/4905;20230813;1;1;0;17;0;0
/link_jogo/4921;20230813;1;1;0;12;0;0
/link_jogo/4967;20230802;1;1;0;2;0;0
/link_jogo/4968;20230802;1;1;0;2;0;0
/link_jogo/4969;20230802;1;1;0;2;0;0
/link_jogo/4970;20230802;1;1;0;4;0;0
/link_jogo/4971;20230802;1;1;0;5;0;0
/link_jogo/4972;20230802;1;1;0;8;0;0
/link_jogo/4973;20230807;1;1;1;16;0;0
/link_jogo/4973;20230819;1;1;1;20;0;0
/link_jogo/4973;20230820;1;1;1;23;0;0
/link_jogo/4986;20230820;1;1;0;42;0;0
/link_jogo/4987;20230815;1;1;0;5;0;0
/link_jogo/4988;20230815;1;1;0;12;0;0
/link_jogo/4990;20230806;1;1;1;5;0;0
/link_jogo/4990;20230807;1;1;1;6;0;0
/link_jogo/4990;20230814;1;1;1;10;0;0
/link_jogo/4990;20230819;1;1;1;47;0;0
/link_jogo/4991;20230810;1;1;0;5;0;0
/link_jogo/4991;20230817;1;1;0;5;0;0
/link_jogo/4992;20230810;1;1;0;8;0;0
/link_jogo/4992;20230817;1;1;0;3;0;0
/link_jogo/4993;20230810;1;1;0;12;0;0
/link_jogo/4993;20230817;1;1;0;2;0;0
/link_jogo/4994;20230810;1;1;0;10;0;0
/link_jogo/4995;20230810;1;1;0;10;0;0
/link_jogo/4996;20230810;1;1;0;10;0;0
/link_jogo/4997;20230810;1;1;0;8;0;0
/link_jogo/4997;20230812;1;1;1;46;0;0
/link_jogo/4998;20230810;1;1;0;9;0;0
/link_jogo/4999;20230810;1;1;0;45;0;0
/link_jogo/5011;20230820;1;1;0;6;0;0
/link_jogo/5111;20230808;1;1;0;5;0;0
/link_jogo/5133;20230820;1;1;0;8;0;0
/link_jogo/5134;20230818;1;1;0;18;0;0
/link_jogo/5134;20230820;1;1;0;8;0;0
/link_jogo/5135;20230820;1;1;0;8;0;0
/link_jogo/5136;20230820;1;1;0;24;0;0
/link_jogo/5258;20230808;1;1;0;1;0;0
/link_jogo/5395;20230807;1;1;0;10;0;0
/link_jogo/5396;20230806;1;1;0;11;0;0
/link_jogo/5397;20230806;1;1;0;4;0;0
/link_jogo/5398;20230806;1;1;0;11;0;0
/link_jogo/5405;20230814;1;1;0;9;0;0
/link_jogo/5417;20230820;1;1;0;37;0;0
/link_jogo/5433;20230803;1;1;0;34;0;0
/link_jogo/5467;20230803;1;1;0;9;0;0
/link_jogo/5504;20230810;1;1;0;9;0;0
/link_jogo/5505;20230810;1;1;0;8;0;0
/link_jogo/5506;20230810;1;1;0;3;0;0
/link_jogo/5507;20230810;1;1;0;11;0;0
/link_jogo/5508;20230810;1;1;0;3;0;0
/link_jogo/5509;20230810;1;1;0;9;0;0
/link_jogo/5510;20230810;1;1;0;4;0;0
/link_jogo/5511;20230810;1;1;0;90;0;0
/link_jogo/5511;20230812;1;1;0;23;0;0
/link_jogo/5513;20230810;1;1;0;6;0;0
/link_jogo/5522;20230807;1;1;0;14;0;0
/link_jogo/5536;20230812;1;1;0;20;0;0
/link_jogo/5536;20230818;1;1;0;9;0;0
/link_jogo/5545;20230811;1;1;0;2;0;0
/link_jogo/5548;20230811;1;1;0;4;0;0
/link_jogo/5549;20230812;1;1;0;20;0;0
/link_jogo/5550;20230812;1;1;0;2;0;0
/link_jogo/5551;20230812;1;1;0;4;0;0
/link_jogo/5572;20230811;1;1;0;3;0;0
/link_jogo/5572;20230812;1;1;0;16;0;0
/link_jogo/5573;20230812;1;1;0;3;0;0
/link_jogo/5574;20230811;1;1;0;2;0;0
/link_jogo/5574;20230812;1;1;0;5;0;0
/link_jogo/5575;20230812;1;1;0;2;0;0
/link_jogo/5576;20230812;1;1;0;2;0;0
/link_jogo/5577;20230812;1;1;0;2;0;0
/link_jogo/5578;20230812;1;1;0;3;0;0
/link_jogo/5579;20230812;1;1;0;2;0;0
/link_jogo/5580;20230812;1;1;0;2;0;0
/link_jogo/5581;20230812;1;1;0;6;0;0
/link_jogo/5582;20230812;1;1;0;3;0;0
/link_jogo/5583;20230812;1;1;0;4;0;0
/link_jogo/5583;20230814;1;1;0;9;0;0
/link_jogo/5586;20230814;1;1;0;7;0;0
/link_jogo/5591;20230803;1;1;0;9;0;0
/link_jogo/5591;20230812;1;1;0;31;0;0
/link_jogo/5607;20230812;1;1;0;8;0;0
/link_jogo/5608;20230812;1;1;0;8;0;0
/link_jogo/5610;20230814;1;1;0;10;0;0
/link_jogo/5611;20230814;1;1;0;3;0;0
/link_jogo/5612;20230814;1;1;0;4;0;0
/link_jogo/5613;20230814;1;1;0;6;0;0
/link_jogo/5614;20230814;1;1;0;4;0;0
/link_jogo/5618;20230812;1;1;0;8;0;0
/link_jogo/5619;20230812;1;1;0;9;0;0
/link_jogo/5620;20230812;1;1;0;5;0;0
/link_jogo/5621;20230812;1;1;0;9;0;0
/link_jogo/5622;20230812;1;1;0;7;0;0
/link_jogo/5623;20230812;1;1;0;8;0;0
/link_jogo/5625;20230812;1;1;0;19;0;0
/link_jogo/5626;20230812;1;1;0;5;0;0
/link_jogo/5652;20230818;1;1;0;5;0;0
/link_jogo/5658;20230812;1;1;0;34;0;0
/link_jogo/5659;20230812;1;1;0;3;0;0
/link_jogo/5660;20230812;1;1;0;5;0;0
/link_jogo/5661;20230812;1;1;0;20;0;0
/link_jogo/5662;20230812;1;1;0;4;0;0
/link_jogo/5663;20230812;1;1;0;3;0;0
/link_jogo/5665;20230812;1;1;0;4;0;0
/link_jogo/5666;20230812;1;1;0;3;0;0
/link_jogo/5667;20230812;1;1;0;4;0;0
/link_jogo/5668;20230812;1;1;0;10;0;0
/link_jogo/5669;20230812;1;1;0;2;0;0
/link_jogo/5670;20230812;1;1;0;2;0;0
/link_jogo/5671;20230812;1;1;0;4;0;0
/link_jogo/5672;20230812;1;1;0;4;0;0
/link_jogo/5674;20230812;1;1;0;5;0;0
/link_jogo/5675;20230812;1;1;0;7;0;0
/link_jogo/5676;20230812;1;1;0;10;0;0
/link_jogo/5677;20230812;1;1;0;19;0;0
/link_jogo/5678;20230812;1;1;0;8;0;0
/link_jogo/5679;20230812;1;1;0;7;0;0
/link_jogo/5680;20230812;1;1;0;5;0;0
/link_jogo/5681;20230812;1;1;0;3;0;0
/link_jogo/5683;20230812;1;1;0;2;0;0
/link_jogo/5737;20230818;1;1;0;3;0;0
/link_jogo/5755;20230813;1;1;0;7;0;0
/link_jogo/5833;20230820;1;1;0;59;0;0
/link_jogo/5889;20230812;1;1;0;3;0;0
/link_jogo/5909;20230818;1;1;0;5;0;0
/link_jogo/5985;20230820;1;1;0;27;0;0
/link_jogo/5986;20230820;1;1;0;11;0;0
/link_jogo/5988;20230820;1;1;0;15;0;0
/link_jogo/5989;20230820;1;1;0;3;0;0
/link_jogo/6044;20230807;1;1;0;17;0;0
/link_jogo/6048;20230807;1;1;0;213;0;0
/link_jogo/6139;20230809;1;1;0;13;0;0
/link_jogo/6178;20230802;1;1;0;6;0;0
/link_jogo/6178;20230809;1;1;0;0;0;0
/link_jogo/6246;20230817;1;1;0;54;0;0
/link_jogo/6254;20230809;1;1;0;25;0;0
/link_jogo/6285;20230820;1;1;0;8;0;0
/link_jogo/6287;20230820;1;1;0;8;0;0
/link_jogo/6288;20230820;1;1;0;7;0;0
/link_jogo/6377;20230820;1;1;0;63;0;0
/link_jogo/6386;20230812;1;1;0;5;0;0
/link_jogo/6387;20230812;1;1;0;3;0;0
/link_jogo/6388;20230812;1;1;0;3;0;0
/link_jogo/6389;20230812;1;1;0;4;0;0
/link_jogo/6390;20230812;1;1;0;6;0;0
/link_jogo/6391;20230812;1;1;0;7;0;0
/link_jogo/6392;20230812;1;1;0;5;0;0
/link_jogo/6393;20230812;1;1;0;4;0;0
/link_jogo/6394;20230812;1;1;0;6;0;0
/link_jogo/6395;20230812;1;1;0;8;0;0
/link_jogo/6396;20230812;1;1;0;3;0;0
/link_jogo/6397;20230812;1;1;0;4;0;0
/link_jogo/6398;20230812;1;1;0;6;0;0
/link_jogo/6399;20230812;1;1;0;13;0;0
/link_jogo/6401;20230812;1;1;0;6;0;0
/link_jogo/6402;20230812;1;1;0;4;0;0
/link_jogo/6403;20230812;1;1;0;5;0;0
/link_jogo/6404;20230812;1;1;0;6;0;0
/link_jogo/6404;20230815;1;1;0;12;0;0
/link_jogo/6405;20230815;1;1;0;4;0;0
/link_jogo/6406;20230812;1;1;0;10;0;0
/link_jogo/6406;20230815;1;1;0;5;0;0
/link_jogo/6407;20230812;1;1;0;2;0;0
/link_jogo/6407;20230815;1;1;0;2;0;0
/link_jogo/6408;20230815;1;1;0;4;0;0
/link_jogo/6409;20230815;1;1;0;2;0;0
/link_jogo/6410;20230815;1;1;0;3;0;0
/link_jogo/6412;20230815;1;1;0;10;0;0
/link_jogo/6413;20230815;1;1;0;0;0;0
/link_jogo/6414;20230815;1;1;0;1;0;0
/link_jogo/6415;20230802;1;1;0;2;0;0
/link_jogo/6415;20230810;1;1;0;6;0;0
/link_jogo/6416;20230815;1;1;0;2;0;0
/link_jogo/6417;20230815;1;1;0;2;0;0
/link_jogo/6418;20230815;1;1;0;2;0;0
/link_jogo/6419;20230815;1;1;0;1;0;0
/link_jogo/6420;20230815;1;1;0;5;0;0
/link_jogo/6421;20230815;1;1;0;9;0;0
/link_jogo/6422;20230815;1;1;0;5;0;0
/link_jogo/6423;20230815;1;1;0;5;0;0
/link_jogo/6424;20230815;1;1;0;5;0;0
/link_jogo/6425;20230815;1;1;0;3;0;0
/link_jogo/6426;20230815;1;1;0;3;0;0
/link_jogo/6427;20230815;1;1;0;2;0;0
/link_jogo/6429;20230815;1;1;0;7;0;0
/link_jogo/6430;20230815;1;1;0;1;0;0
/link_jogo/6431;20230815;1;1;0;2;0;0
/link_jogo/6432;20230815;1;1;0;1;0;0
/link_jogo/6433;20230815;1;1;0;1;0;0
/link_jogo/6434;20230815;1;1;0;9;0;0
/link_jogo/6446;20230816;1;1;0;4;0;0
/link_jogo/6488;20230812;1;1;0;40;0;0
/link_jogo/6500;20230802;1;1;0;9;0;0
/link_jogo/6500;20230809;1;1;0;3;0;0
/link_jogo/6500;20230811;1;1;0;23;0;0
/link_jogo/6505;20230804;1;1;0;25;0;0
/link_jogo/6512;20230802;1;1;0;1;0;0
/link_jogo/6526;20230811;1;1;0;3;0;0
/link_jogo/6527;20230811;1;1;0;9;0;0
/link_jogo/6536;20230816;1;1;0;2;0;0
/link_jogo/6537;20230816;1;1;0;1;0;0
/link_jogo/6538;20230816;1;1;0;0;0;0
/link_jogo/6575;20230802;1;1;0;2;0;0
/link_jogo/6593;20230806;1;1;0;9;0;0
/link_jogo/6593;20230810;1;1;0;3;0;0
/link_jogo/6594;20230806;1;1;0;6;0;0
/link_jogo/6595;20230806;1;1;0;12;0;0
/link_jogo/6596;20230806;1;1;0;6;0;0
/link_jogo/6597;20230806;1;1;0;1;0;0
/link_jogo/6610;20230817;1;1;0;10;0;0
/link_jogo/6611;20230817;1;1;0;2;0;0
/link_jogo/6612;20230817;1;1;0;6;0;0
/link_jogo/6613;20230817;1;1;0;3;0;0
/link_jogo/6615;20230802;1;1;0;3;0;0
/link_jogo/6643;20230811;1;1;0;5;0;0
/link_jogo/6649;20230804;1;1;0;14;0;0
/link_jogo/6655;20230817;1;1;0;1;0;0
/link_jogo/6656;20230817;1;1;0;2;0;0
/link_jogo/6657;20230817;1;1;0;1;0;0
/link_jogo/6658;20230817;1;1;0;1;0;0
/link_jogo/6659;20230817;1;1;0;9;0;0
/link_jogo/6680;20230802;1;1;0;3;0;0
/link_jogo/6680;20230809;1;1;0;0;0;0
/link_jogo/6680;20230816;1;1;0;12;0;0
/link_jogo/6681;20230818;1;1;0;1;0;0
/link_jogo/6682;20230818;1;1;0;1;0;0
/link_jogo/6683;20230811;1;1;0;24;0;0
/link_jogo/6683;20230812;1;1;0;66;0;0
/link_jogo/6683;20230818;1;1;0;1;0;0
/link_jogo/6684;20230811;1;1;0;22;0;0
/link_jogo/6684;20230812;1;1;0;20;0;0
/link_jogo/6684;20230818;1;1;0;1;0;0
/link_jogo/6688;20230818;1;1;0;2;0;0
/link_jogo/6691;20230818;1;1;0;2;0;0
/link_jogo/6692;20230818;1;1;0;1;0;0
/link_jogo/6693;20230818;1;1;0;3;0;0
/link_jogo/6694;20230818;1;1;0;3;0;0
/link_jogo/6695;20230818;1;1;0;1;0;0
/link_jogo/6703;20230803;1;1;0;19;0;0
/link_jogo/6704;20230810;1;1;0;26;0;0
/link_jogo/6705;20230806;1;1;0;11;0;0
/link_jogo/6705;20230816;1;1;0;16;0;0
/link_jogo/6706;20230806;1;1;0;9;0;0
/link_jogo/6707;20230806;1;1;0;6;0;0
/link_jogo/6712;20230806;1;1;0;3;0;0
/link_jogo/6713;20230806;1;1;0;4;0;0
/link_jogo/6714;20230806;1;1;0;3;0;0
/link_jogo/6715;20230806;1;1;0;2;0;0
/link_jogo/6715;20230812;1;1;0;25;0;0
/link_jogo/6716;20230806;1;1;0;2;0;0
/link_jogo/6717;20230803;1;1;0;39;0;0
/link_jogo/6717;20230806;1;1;0;3;0;0
/link_jogo/6718;20230806;1;1;0;7;0;0
/link_jogo/6719;20230806;1;1;0;4;0;0
/link_jogo/6720;20230806;1;1;0;18;0;0
/link_jogo/6721;20230806;1;1;0;12;0;0
/link_jogo/6723;20230806;1;1;0;15;0;0
/link_jogo/6723;20230818;1;1;0;0;0;0
/link_jogo/6726;20230806;1;1;0;6;0;0
/link_jogo/6727;20230806;1;1;0;6;0;0
/link_jogo/6728;20230806;1;1;0;7;0;0
/link_jogo/6729;20230806;1;1;0;6;0;0
/link_jogo/6730;20230806;1;1;0;5;0;0
/link_jogo/6730;20230814;1;1;0;2;0;0
/link_jogo/6731;20230806;1;1;0;6;0;0
/link_jogo/6731;20230814;1;1;0;4;0;0
/link_jogo/6732;20230806;1;1;0;4;0;0
/link_jogo/6733;20230806;1;1;0;22;0;0
/link_jogo/6734;20230806;1;1;0;5;0;0
/link_jogo/6745;20230806;1;1;0;14;0;0
/link_jogo/6746;20230806;1;1;0;11;0;0
/link_jogo/6747;20230806;1;1;0;11;0;0
/link_jogo/6749;20230806;1;1;0;7;0;0
/link_jogo/6750;20230806;1;1;0;5;0;0
/link_jogo/6750;20230814;1;1;0;9;0;0
/link_jogo/6752;20230806;1;1;0;9;0;0
/link_jogo/6752;20230814;1;1;0;9;0;0
/link_jogo/6753;20230814;1;1;0;4;0;0
/link_jogo/6754;20230814;1;1;0;7;0;0
/link_jogo/6755;20230814;1;1;0;6;0;0
/link_jogo/6756;20230814;1;1;0;3;0;0
/link_jogo/6757;20230814;1;1;0;9;0;0
/link_jogo/6818;20230820;1;1;0;15;0;0
/link_jogo/6829;20230809;1;1;0;24;0;0
/link_jogo/6832;20230809;1;1;0;2;0;0
/link_jogo/6833;20230806;1;1;0;2;0;0
/link_jogo/6835;20230809;1;1;0;6;0;0
/link_jogo/6836;20230809;1;1;0;3;0;0
/link_jogo/6837;20230809;1;1;0;3;0;0
/link_jogo/6838;20230809;1;1;0;4;0;0
/link_jogo/6839;20230809;1;1;0;3;0;0
/link_jogo/6840;20230809;1;1;0;3;0;0
/link_jogo/6841;20230806;1;1;0;5;0;0
/link_jogo/6841;20230809;1;1;0;2;0;0
/link_jogo/6842;20230809;1;1;0;3;0;0
/link_jogo/6843;20230809;1;1;0;8;0;0
/link_jogo/6846;20230811;1;1;0;25;0;0
/link_jogo/6853;20230804;1;1;0;40;0;0
/link_jogo/6856;20230804;1;1;0;22;0;0
/link_jogo/6857;20230804;1;1;0;5;0;0
/link_jogo/6860;20230804;1;1;0;7;0;0
/link_jogo/6863;20230804;1;1;0;19;0;0
/link_jogo/6865;20230804;1;1;0;12;0;0
/link_jogo/6867;20230804;1;1;0;11;0;0
/link_jogo/6869;20230806;1;1;0;0;0;0
/link_jogo/6870;20230804;1;1;0;5;0;0
/link_jogo/6871;20230813;1;1;0;1179;0;0
/link_jogo/6872;20230813;1;1;0;3;0;0
/link_jogo/6873;20230813;1;1;0;14;0;0
/link_jogo/6874;20230813;1;1;0;16;0;0
/link_jogo/6875;20230813;1;1;0;20;0;0
/link_jogo/6876;20230813;1;1;0;13;0;0
/link_jogo/6877;20230813;1;1;0;16;0;0
/link_jogo/6878;20230813;1;1;0;21;0;0
/link_jogo/6879;20230813;1;1;0;25;0;0
/link_jogo/6880;20230813;1;1;0;37;0;0
/link_jogo/6881;20230813;1;1;0;18;0;0
/link_jogo/6882;20230809;1;1;0;22;0;0
/link_jogo/6883;20230813;1;1;0;19;0;0
/link_jogo/6884;20230802;1;1;0;22;0;0
/link_jogo/6884;20230813;1;1;0;206;0;0
/link_jogo/6885;20230813;1;1;0;45;0;0
/link_jogo/6886;20230813;1;1;0;21;0;0
/link_jogo/6888;20230813;1;1;0;1;0;0
/link_jogo/6889;20230813;1;1;0;1270;0;0
/link_jogo/6889;20230820;1;1;0;30;0;0
/link_jogo/6892;20230813;1;1;0;19;0;0
/link_jogo/6893;20230807;1;1;0;7;0;0
/link_jogo/6893;20230813;1;1;0;19;0;0
/link_jogo/6894;20230813;1;1;0;22;0;0
/link_jogo/6895;20230807;1;1;0;18;0;0
/link_jogo/6895;20230813;1;1;0;20;0;0
/link_jogo/6896;20230813;1;1;0;21;0;0
/link_jogo/6897;20230813;1;1;0;25;0;0
/link_jogo/6898;20230813;1;1;0;22;0;0
/link_jogo/6899;20230813;1;1;0;22;0;0
/link_jogo/6900;20230813;1;1;0;21;0;0
/link_jogo/6901;20230813;1;1;0;23;0;0
/link_jogo/6903;20230813;1;1;0;24;0;0
/link_jogo/6904;20230802;1;1;0;8;0;0
/link_jogo/6904;20230813;1;1;0;84;0;0
/link_jogo/6909;20230807;1;1;0;3;0;0
/link_jogo/6910;20230807;1;1;0;1;0;0
/link_jogo/6911;20230807;1;1;0;2;0;0
/link_jogo/6912;20230807;1;1;0;2;0;0
/link_jogo/6914;20230807;1;1;0;11;0;0
/link_jogo/6916;20230807;1;1;0;8;0;0
/link_jogo/6916;20230820;1;1;0;14;0;0
/link_jogo/6917;20230807;1;1;0;3;0;0
/link_jogo/6917;20230820;1;1;0;7;0;0
/link_jogo/6918;20230807;1;1;0;4;0;0
/link_jogo/6918;20230820;1;1;0;13;0;0
/link_jogo/6920;20230805;1;1;1;7;0;0
/link_jogo/6920;20230807;1;1;0;9;0;0
/link_jogo/6921;20230805;1;1;1;106;0;0
/link_jogo/6921;20230807;1;1;0;2;0;0
/link_jogo/6922;20230807;1;1;0;11;0;0
/link_jogo/6923;20230807;1;1;0;16;0;0
/link_jogo/6924;20230807;1;1;0;68;0;0
/link_jogo/6925;20230807;1;1;0;58;0;0
/link_jogo/6926;20230807;1;1;0;27;0;0
/link_jogo/6928;20230807;1;1;0;21;0;0
/link_jogo/6929;20230807;1;1;0;25;0;0
/link_jogo/6930;20230807;1;1;0;25;0;0
/link_jogo/6931;20230807;1;1;0;18;0;0
/link_jogo/6934;20230807;1;1;0;20;0;0
/link_jogo/6936;20230807;1;1;0;24;0;0
/link_jogo/6937;20230807;1;1;0;43;0;0
/link_jogo/6937;20230810;1;1;0;54;0;0
/link_jogo/6938;20230807;1;1;0;22;0;0
/link_jogo/6940;20230807;1;1;0;31;0;0
/link_jogo/6941;20230807;1;1;0;27;0;0
/link_jogo/6942;20230807;1;1;0;22;0;0
/link_jogo/6943;20230806;1;1;0;23;0;0
/link_jogo/6943;20230807;1;1;0;27;0;0
/link_jogo/6943;20230818;1;1;0;33;0;0
/link_jogo/6944;20230806;1;1;0;22;0;0
/link_jogo/6944;20230807;1;1;0;25;0;0
/link_jogo/6945;20230806;1;1;0;9;0;0
/link_jogo/6945;20230807;1;1;0;38;0;0
/link_jogo/6946;20230807;1;1;0;52;0;0
/link_jogo/6947;20230807;1;1;0;1;0;0
/link_jogo/6948;20230807;1;1;0;34;0;0
/link_jogo/6949;20230807;1;1;0;1;0;0
/link_jogo/6950;20230807;1;1;0;58;0;0
/link_jogo/6951;20230807;1;1;0;28;0;0
/link_jogo/6952;20230807;1;1;0;1547;0;0
/link_jogo/6953;20230807;1;1;0;1;0;0
/link_jogo/6954;20230807;1;1;0;1;0;0
/link_jogo/6955;20230807;1;1;0;2;0;0
/link_jogo/6956;20230807;1;1;0;1;0;0
/link_jogo/6957;20230807;1;1;0;2;0;0
/link_jogo/6958;20230807;1;1;0;1;0;0
/link_jogo/6959;20230807;1;1;0;40;0;0
/link_jogo/6960;20230807;1;1;0;2;0;0
/link_jogo/6961;20230807;1;1;0;1;0;0
/link_jogo/6962;20230807;1;1;0;25;0;0
/link_jogo/6963;20230807;1;1;0;2;0;0
/link_jogo/6964;20230807;1;1;0;1;0;0
/link_jogo/6965;20230807;1;1;0;1;0;0
/link_jogo/6966;20230807;1;1;0;1;0;0
/link_jogo/6967;20230807;1;1;0;1;0;0
/link_jogo/6968;20230807;1;1;0;24;0;0
/link_jogo/6969;20230807;1;1;0;21;0;0
/link_jogo/6970;20230807;1;1;0;5;0;0
/link_jogo/6971;20230807;1;1;0;21;0;0
/link_jogo/6972;20230807;1;1;0;5;0;0
/link_jogo/6973;20230807;1;1;0;2;0;0
/link_jogo/6974;20230807;1;1;0;1;0;0
/link_jogo/6975;20230807;1;1;0;1;0;0
/link_jogo/6976;20230807;1;1;0;1;0;0
/link_jogo/6977;20230807;1;1;0;1;0;0
/link_jogo/6978;20230807;1;1;0;1;0;0
/link_jogo/6979;20230807;1;1;0;1;0;0
/link_jogo/6980;20230807;1;1;0;1;0;0
/link_jogo/6981;20230807;1;1;0;1;0;0
/link_jogo/6982;20230807;1;1;0;1;0;0
/link_jogo/6983;20230807;1;1;0;1;0;0
/link_jogo/6984;20230807;1;1;0;2;0;0
/link_jogo/6984;20230811;1;1;1;2;0;0
/link_jogo/6984;20230817;1;1;1;119;0;0
/link_jogo/6985;20230807;1;1;0;1;0;0
/link_jogo/6986;20230807;1;1;0;1;0;0
/link_jogo/6988;20230807;1;1;0;1;0;0
/link_jogo/6989;20230807;1;1;0;1;0;0
/link_jogo/6990;20230807;1;1;0;4;0;0
/link_jogo/6991;20230807;1;1;0;1;0;0
/link_jogo/6992;20230806;1;1;0;8;0;0
/link_jogo/6992;20230807;1;1;0;1;0;0
/link_jogo/6993;20230807;1;1;0;20;0;0
/link_jogo/6994;20230807;1;1;0;1;0;0
/link_jogo/6995;20230807;1;1;0;21;0;0
/link_jogo/6996;20230807;1;1;0;2;0;0
/link_jogo/6996;20230810;1;1;0;67;0;0
/link_jogo/6997;20230807;1;1;0;2;0;0
/link_jogo/6998;20230807;1;1;0;1;0;0
/link_jogo/6999;20230807;1;1;0;1;0;0
/link_jogo/7000;20230807;1;1;0;14;0;0
/link_jogo/7001;20230807;1;1;0;16;0;0
/link_jogo/7002;20230807;1;1;0;18;0;0
/link_jogo/7003;20230807;1;1;0;14;0;0
/link_jogo/7003;20230813;1;1;0;4;0;0
/link_jogo/7004;20230807;1;1;0;256;0;0
/link_jogo/7004;20230813;1;1;0;3;0;0
/link_jogo/7006;20230807;1;1;0;5;0;0
/link_jogo/7007;20230807;1;1;0;7;0;0
/link_jogo/7008;20230807;1;1;0;4;0;0
/link_jogo/7009;20230807;1;1;0;7;0;0
/link_jogo/7010;20230805;1;1;1;21;0;0
/link_jogo/7010;20230807;1;1;0;8;0;0
/link_jogo/7011;20230807;1;1;0;4;0;0
/link_jogo/7012;20230807;1;1;0;7;0;0
/link_jogo/7013;20230807;1;1;0;24;0;0
/link_jogo/7014;20230807;1;1;0;5;0;0
/link_jogo/7015;20230807;1;1;0;4;0;0
/link_jogo/7016;20230807;1;1;0;49;0;0
/link_jogo/7017;20230809;1;1;0;1;0;0
/link_jogo/7019;20230807;1;1;0;24;0;0
/link_jogo/7020;20230807;1;1;0;23;0;0
/link_jogo/7021;20230807;1;1;0;18;0;0
/link_jogo/7021;20230810;1;1;0;11;0;0
/link_jogo/7024;20230807;1;1;0;16;0;0
/link_jogo/7025;20230807;1;1;0;17;0;0
/link_jogo/7026;20230807;1;1;0;18;0;0
/link_jogo/7027;20230807;1;1;0;10;0;0
/link_jogo/7028;20230807;1;1;0;20;0;0
/link_jogo/7029;20230807;1;1;0;3;0;0
/link_jogo/7030;20230807;1;1;0;5;0;0
/link_jogo/7031;20230807;1;1;0;2;0;0
/link_jogo/7032;20230807;1;1;0;3;0;0
/link_jogo/7033;20230807;1;1;0;4;0;0
/link_jogo/7034;20230807;1;1;0;5;0;0
/link_jogo/7035;20230807;1;1;0;3;0;0
/link_jogo/7035;20230810;1;1;0;56;0;0
/link_jogo/7036;20230807;1;1;0;2;0;0
/link_jogo/7037;20230807;1;1;0;9;0;0
/link_jogo/7038;20230807;1;1;0;22;0;0
/link_jogo/7039;20230807;1;1;0;28;0;0
/link_jogo/7040;20230807;1;1;0;7;0;0
/link_jogo/7041;20230807;1;1;0;2;0;0
/link_jogo/7042;20230807;1;1;0;1;0;0
/link_jogo/7043;20230807;1;1;0;1;0;0
/link_jogo/7045;20230807;1;1;0;1;0;0
/link_jogo/7046;20230807;1;1;0;1;0;0
/link_jogo/7048;20230807;1;1;0;1;0;0
/link_jogo/7049;20230807;1;1;0;3;0;0
/link_jogo/7050;20230807;1;1;0;2;0;0
/link_jogo/7051;20230807;1;1;0;2;0;0
/link_jogo/7052;20230807;1;1;0;7;0;0
/link_jogo/7053;20230807;1;1;0;3;0;0
/link_jogo/7054;20230807;1;1;0;5;0;0
/link_jogo/7055;20230807;1;1;0;5;0;0
/link_jogo/7056;20230807;1;1;0;5;0;0
/link_jogo/7057;20230807;1;1;0;3;0;0
/link_jogo/7058;20230807;1;1;0;2;0;0
/link_jogo/7059;20230807;1;1;0;2;0;0
/link_jogo/7060;20230807;1;1;0;30;0;0
/link_jogo/7061;20230807;1;1;0;25;0;0
/link_jogo/7062;20230807;1;1;0;22;0;0
/link_jogo/7062;20230810;1;1;0;16;0;0
/link_jogo/7063;20230807;1;1;0;23;0;0
/link_jogo/7064;20230807;1;1;0;1791;0;0
/link_jogo/7064;20230817;1;1;0;8;0;0
/link_jogo/7065;20230807;1;1;0;49;0;0
/link_jogo/7066;20230807;1;1;0;16;0;0
